ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_CHINESE	CONCEPTICON_ID	CHARACTERS	VALUE	TOKENS	SAMPA	PAGE
1452	Changsha	12	smell	聞	1586	聞	uən¹³	u ə n ¹³	u@n13	105
1453	Loudi	13	smell	聞	1586	嗅	ɕiɤŋ³⁵	ɕ i ɤ ŋ ³⁵	c\i7N35	105
1454	Nanchang	14	smell	聞	1586	聞	+un⁴⁵	+ u n ⁴⁵	(1) un45	105
1455	Nanchang	14	smell	聞	1586	嗅	+ɕiuŋ⁴⁵	+ɕ i u ŋ ⁴⁵	(2) c\iuN45	105
1456	Meixian	15	smell	聞	1586	鼻	pʰi⁵³	pʰ i ⁵³	p_hi53	105
1457	Guilin	16	smell	聞	1586	聞	uɤŋ²²	u ɤ ŋ ²²	u7N22	105
1458	Guangzhou	17	smell	聞	1586	聞	mɐn²¹	m ɐ n ²¹	m6n21	105
1459	Fuzhou	18	smell	聞	1586	鼻	pɛi²⁴²	p ɛ i ²⁴²	pEi242	105
1460	Xiamen	19	smell	聞	1586	鼻	pʰi²²	pʰ i ²²	p_hi22	105
1805	Beijing	1	smoke	煙	1689	煙	iɛn⁵⁵	i ɛ n ⁵⁵	iEn55	114
1806	Ha_erbin	2	smoke	煙	1689	煙	ian⁴⁴	i a n ⁴⁴	ian44	114
1807	Jinan	3	smoke	煙	1689	煙	iæ̃²¹⁴	i æ̃ ∼ ²¹⁴	i{~214	114
1808	Rongcheng	4	smoke	煙	1689	煙	iɐn⁵²	i ɐ n ⁵²	i6n52	114
1809	Taiyuan	5	smoke	煙	1689	煙	ie²¹	i e ²¹	ie21	114
1810	Xi_an	6	smoke	煙	1689	煙	iæ̃²¹	i æ̃ ∼ ²¹	i{~21	114
1811	Chengdu	7	smoke	煙	1689	煙煙兒	ɨ.+iɛn⁴⁵+iər⁵⁵	ɨ + i ɛ n ⁴⁵ + i ə r ⁵⁵	1. iEn45 i@r55	114
1812	Chengdu	7	smoke	煙	1689	煙子	ø.+iɛn⁴⁵+ʦɿ⁵³¯²¹	ø + i ɛ n ⁴⁵ + ʦ ɿ ⁵³¯²¹	2. iEn45 tsi_z53-21	114
1813	Nanjing	8	smoke	煙	1689	煙	ien³¹	i e n ³¹	ien31	114
1814	Jixi	9	smoke	煙	1689	煙	iẽ⁵⁵	i ẽ ∼ ⁵⁵	ie~55	114
1815	Suzhou	10	smoke	煙	1689	煙	iɪ⁴⁴	i ɪ ⁴⁴	iI44	114
1816	Wenzhou	11	smoke	煙	1689	煙	i⁴⁴	i ⁴⁴	i44	114
1817	Changsha	12	smoke	煙	1689	煙	iẽ³³	i ẽ ∼ ³³	ie~33	114
1818	Loudi	13	smoke	煙	1689	煙	nĩ⁴⁴	n ĩ ∼ ⁴⁴	ni~44	114
1819	Nanchang	14	smoke	煙	1689	煙	iɛn⁴²	i ɛ n ⁴²	iEn42	114
1820	Meixian	15	smoke	煙	1689	煙	ian³³	i a n ³³	ian33	114
1821	Guilin	16	smoke	煙	1689	煙	iã⁴²	i ã ∼ ⁴²	ia~42	114
1822	Guangzhou	17	smoke	煙	1689	煙	in⁵⁵	i n ⁵⁵	in55	114
1823	Fuzhou	18	smoke	煙	1689	煙	houŋ⁵⁵	h o u ŋ ⁵⁵	houN55	114
1824	Xiamen	19	smoke	煙	1689	煙	hun⁵⁵	h u n ⁵⁵	hun55	114
303	Beijing	1	smooth	平	1234	平	pʰiŋ³⁵	pʰ i ŋ ³⁵	p_hiN35	79
304	Ha_erbin	2	smooth	平	1234	平	pʰiŋ²⁴	pʰ i ŋ ²⁴	p_hiN24	79
305	Jinan	3	smooth	平	1234	平	pʰiŋ⁵³	pʰ i ŋ ⁵³	p_hiN53	79
306	Rongcheng	4	smooth	平	1234	平	pʰiŋ³⁵	pʰ i ŋ ³⁵	p_hiN35	79
307	Taiyuan	5	smooth	平	1234	平	pʰiŋ²¹	pʰ i ŋ ²¹	p_hiN21	79
308	Xi_an	6	smooth	平	1234	平	pʰiŋ²⁴	pʰ i ŋ ²⁴	p_hiN24	79
309	Chengdu	7	smooth	平	1234	平	pʰin²¹	pʰ i n ²¹	p_hin21	79
310	Nanjing	8	smooth	平	1234	平	hin¹³	h i n ¹³	hin13	79
311	Jixi	9	smooth	平	1234	平	hiɑ̃⁴⁴	h i ɑ̃ ∼ ⁴⁴	hiA~44	79
312	Suzhou	10	smooth	平	1234	平	bin¹³	b i n ¹³	bin13	79
313	Wenzhou	11	smooth	平	1234	平	beŋ³⁴¹	b e ŋ ³⁴¹	beN341	79
314	Changsha	12	smooth	平	1234	平	pin¹³	p i n ¹³	pin13	79
315	Loudi	13	smooth	平	1234	平	pʰiɔ¹³	pʰ i ɔ ¹³	p_hiO13	79
316	Nanchang	14	smooth	平	1234	平	pʰin²⁴	pʰ i n ²⁴	p_hin24	79
317	Meixian	15	smooth	平	1234	平	pʰiaŋ¹¹	pʰ i a ŋ ¹¹	p_hiaN11	79
318	Guilin	16	smooth	平	1234	平	pei²²	p e i ²²	pei22	79
319	Guangzhou	17	smooth	平	1234	平	pʰɛŋ²¹	pʰ ɛ ŋ ²¹	p_hEN21	79
320	Fuzhou	18	smooth	平	1234	平	paŋ⁵³	p a ŋ ⁵³	paN53	79
321	Xiamen	19	smooth	平	1234	平	pĩ²⁴	p ĩ ∼ ²⁴	pi~24	79
665	Beijing	1	snake	蛇	730	蛇	ʂy³⁵	ʂ y ³⁵	s`y35	87
666	Ha_erbin	2	snake	蛇	730	蛇	+ʂy²⁴	+ʂ y ²⁴	(1) s`y24	87
667	Ha_erbin	2	snake	蛇	730	长虫	+ʦsʰaŋ+²¹+ʦsʰuŋ²¹	+ ʦsʰ a ŋ + ²¹ + ʦsʰ u ŋ ²¹	(2) tss_haN 21 tss_huN21	87
668	Jinan	3	snake	蛇	730	蛇	ʂa⁵³	ʂ a ⁵³	s`a53	87
669	Rongcheng	4	snake	蛇	730	长虫	t͡ʂʰaŋ³⁵+ʦsʰoŋ⁰	t͡ʂʰ a ŋ ³⁵ + ʦsʰ o ŋ ⁰	ts`_haN35 tss_hoN0	87
670	Taiyuan	5	snake	蛇	730	蛇	sɤ²¹	s ɤ ²¹	s721	87
671	Xi_an	6	snake	蛇	730	长虫	t͡ʂʰɑŋ²⁴+pfʰəŋ⁰	t͡ʂʰ ɑ ŋ ²⁴ + p fʰ ə ŋ ⁰	ts`_hAN24 pf_h@N0	87
672	Chengdu	7	snake	蛇	730	蛇	+se²¹	+s e ²¹	(1) se21	87
673	Chengdu	7	snake	蛇	730	梭老儿	+so⁴⁵+lau⁵³¯⁵⁵+ər²¹³¯²¹	+s o ⁴⁵ + l a u ⁵³¯⁵⁵ + ə r ²¹³¯²¹	(2) so45 lau53-55 @r213-21	87
674	Nanjing	8	snake	蛇	730	蛇	ʂə¹³	ʂ ə ¹³	s`@13	87
675	Jixi	9	snake	蛇	730	蛇	so⁴¹	s o ⁴¹	so41	87
676	Suzhou	10	snake	蛇	730	蛇	zo¹³	z o ¹³	zo13	87
677	Wenzhou	11	snake	蛇	730	蛇	zei³⁴¹	z e i ³⁴¹	zei341	87
678	Changsha	12	snake	蛇	730	蛇	sə¹³	s ə ¹³	s@13	87
679	Loudi	13	snake	蛇	730	蛇	ʨʰiɔ¹³	ʨʰ i ɔ ¹³	tc\_hiO13	87
680	Nanchang	14	snake	蛇	730	蛇	sa⁴⁵	s a ⁴⁵	sa45	87
681	Meixian	15	snake	蛇	730	蛇哥	sa¹¹+ko³³	s a ¹¹ + k o ³³	sa11 ko33	87
682	Guilin	16	snake	蛇	730	蛇	sᴀ²²	s ᴀ ²²	sA`22	87
683	Guangzhou	17	snake	蛇	730	蛇	sɛ²¹	s ɛ ²¹	sE21	87
684	Fuzhou	18	snake	蛇	730	老蛇	lau³²¯²¹+lie⁵³	l a u ³²¯²¹ + l i e ⁵³	lau32-21 lie53	87
685	Xiamen	19	snake	蛇	730	蛇	ʦua²⁴	ʦ u a ²⁴	tsua24	87
1723	Beijing	1	snow	雪	784	雪	ɕyɛ²¹³	ɕ y ɛ ²¹³	c\yE213	112
1724	Ha_erbin	2	snow	雪	784	雪	ɕyɛ²¹³	ɕ y ɛ ²¹³	c\yE213	112
1725	Jinan	3	snow	雪	784	雪	ɕyɤ²¹⁴	ɕ y ɤ ²¹⁴	c\y7214	112
1726	Rongcheng	4	snow	雪	784	雪	siɛ²¹⁴	s i ɛ ²¹⁴	siE214	112
1727	Taiyuan	5	snow	雪	784	雪	ɕyəʔ²	ɕ y ə ʔ ²	c\y@?2	112
1728	Xi_an	6	snow	雪	784	雪	ɕyɛ²¹	ɕ y ɛ ²¹	c\yE21	112
1729	Chengdu	7	snow	雪	784	雪	ɕye²¹	ɕ y e ²¹	c\ye21	112
1730	Nanjing	8	snow	雪	784	雪	ɕyeʔ⁵	ɕ y e ʔ ⁵	c\ye?5	112
1731	Jixi	9	snow	雪	784	雪	ɕiaʔ³²	ɕ i a ʔ ³²	c\ia?32_	112
1732	Suzhou	10	snow	雪	784	雪	siəʔ⁴	s i ə ʔ ⁴	si@?4	112
1733	Wenzhou	11	snow	雪	784	雪	ɕy⁴¹	ɕ y ⁴¹	c\y41	112
1734	Changsha	12	snow	雪	784	雪	ɕie²⁴	ɕ i e ²⁴	c\ie24	112
1735	Loudi	13	snow	雪	784	雪	sue¹³	s u e ¹³	sue13	112
1736	Nanchang	14	snow	雪	784	雪	ɕyet⁵	ɕ y e t ⁵	c\yet5	112
1737	Meixian	15	snow	雪	784	雪	siet¹	s i e t ¹	siet1	112
1738	Guilin	16	snow	雪	784	雪	ɕye⁵⁵	ɕ y e ⁵⁵	c\ye55	112
1739	Guangzhou	17	snow	雪	784	雪	syt³	s y t ³	syt3	112
1740	Fuzhou	18	snow	雪	784	雪	suoʔ²⁴	s u o ʔ ²⁴	suo?24_	112
1741	Xiamen	19	snow	雪	784	雪	seʔ³²	s e ʔ ³²	se?32_	112
1293	Beijing	1	spit	吐	1440	吐	tʰu⁵¹	tʰ u ⁵¹	t_hu51	102
1294	Ha_erbin	2	spit	吐	1440	吐	tʰu⁵³	tʰ u ⁵³	t_hu53	102
1295	Jinan	3	spit	吐	1440	吐	tʰu³¹	tʰ u ³¹	t_hu31	102
1296	Rongcheng	4	spit	吐	1440	吐	tʰu²¹⁴	tʰ u ²¹⁴	t_hu214	102
1297	Taiyuan	5	spit	吐	1440	吐	tʰu⁵³	tʰ u ⁵³	t_hu53	102
1298	Xi_an	6	spit	吐	1440	吐	tʰou⁵³	tʰ o u ⁵³	t_hou53	102
1299	Chengdu	7	spit	吐	1440	吐	tʰu⁵³	tʰ u ⁵³	t_hu53	102
1300	Nanjing	8	spit	吐	1440	吐	tʰu¹¹	tʰ u ¹¹	t_hu11	102
1301	Jixi	9	spit	吐	1440	吐	tʰu²¹³	tʰ u ²¹³	t_hu213	102
1302	Suzhou	10	spit	吐	1440	吐	tʰəu⁵²	tʰ ə u ⁵²	t_h@u52	102
1303	Wenzhou	11	spit	吐	1440	吐	tʰøy²⁴	tʰ ø y ²⁴	t_h2y24	102
1304	Changsha	12	spit	吐	1440	吐	tʰəu⁵⁵	tʰ ə u ⁵⁵	t_h@u55	102
1305	Loudi	13	spit	吐	1440	吐	tʰɤu⁴²	tʰ ɤ u ⁴²	t_h7u42	102
1306	Nanchang	14	spit	吐	1440	吐	tʰu²¹³	tʰ u ²¹³	t_hu213	102
1307	Meixian	15	spit	吐	1440	吐	tʰui⁵³	tʰ u i ⁵³	t_hui53	102
1308	Guilin	16	spit	吐	1440	吐	tʰu²³	tʰ u ²³	t_hu23	102
1309	Guangzhou	17	spit	吐	1440	吐	tʰou³³	tʰ o u ³³	t_hou33	102
1310	Fuzhou	18	spit	吐	1440	口+非	pʰuoi²¹²	pʰ u o i ²¹²	p_huoi212	102
1311	Xiamen	19	spit	吐	1440	口+非	pʰui²¹	pʰ u i ²¹	p_hui21	102
1012	Beijing	1	split	撕裂	1437	撕裂	sɿ⁵⁵+liɛ⁵¹	s ɿ ⁵⁵ + l i ɛ ⁵¹	si_z55 liE51	95
1013	Ha_erbin	2	split	撕裂	1437	撕裂	sɿ⁴⁴+liɛ⁵³	s ɿ ⁴⁴ + l i ɛ ⁵³	si_z44 liE53	95
1014	Jinan	3	split	撕裂	1437	撕裂	sɿ²¹⁴¯²⁴+liə³¹	s ɿ ²¹⁴¯²⁴ + l i ə ³¹	si_z214-24 li@31	95
1015	Rongcheng	4	split	撕裂	1437	撕裂	sɿ⁵²+liɛ²¹⁴	s ɿ ⁵² + l i ɛ ²¹⁴	si_z52 liE214	95
1016	Taiyuan	5	split	撕裂	1437	撕	+sɿ²¹	+s ɿ ²¹	(1) si_z21	95
1017	Taiyuan	5	split	撕裂	1437	撕裂	+sɿ²¹+lie⁴⁵	+s ɿ ²¹ + l i e ⁴⁵	(2) si_z21 lie45	95
1018	Xi_an	6	split	撕裂	1437	撕?	+sɿ²¹+læ̃⁴⁴	+s ɿ ²¹ + l æ̃ ∼ ⁴⁴	(1) si_z21 l{~44	95
1019	Xi_an	6	split	撕裂	1437	撕	+sɿ²¹	+s ɿ ²¹	(2) si_z21	95
1020	Chengdu	7	split	撕裂	1437	撕開	sɿ⁴⁵+kʰai⁴⁵	s ɿ ⁴⁵ + kʰ a i ⁴⁵	si_z45 k_hai45	95
1021	Nanjing	8	split	撕裂	1437	撕	+sɿ³¹	+s ɿ ³¹	(1) si_z31	95
1022	Nanjing	8	split	撕裂	1437	撕裂	+sɿ³¹+lieʔ⁵	+s ɿ ³¹ + l i e ʔ ⁵	(2) si_z31 lie?5	95
1023	Jixi	9	split	撕裂	1437	手+止	+ʨʰiɔ²¹³	+ ʨʰ i ɔ ²¹³	(1) tc\_hiO213	95
1024	Jixi	9	split	撕裂	1437	手+止開	+ʨʰiɔ²¹³¯³¹+kʰa⁵⁵	+ ʨʰ i ɔ ²¹³¯³¹ + kʰ a ⁵⁵	(2) tc\_hiO213-31 k_ha55	95
1025	Suzhou	10	split	撕裂	1437	?	hən⁴⁴	h ə n ⁴⁴	h@n44	95
1026	Wenzhou	11	split	撕裂	1437	?	do²¹	d o ²¹	do21	95
1027	Changsha	12	split	撕裂	1437	撕	+si³³	+s i ³³	(1) si33	95
1028	Changsha	12	split	撕裂	1437	手+止	+t͡ʂʰə⁴¹	+ t͡ʂʰ ə ⁴¹	(2) ts`_h@41	95
1029	Loudi	13	split	撕裂	1437	手+止破	tʰiɔ⁴²+bu³⁵¯⁵	tʰ i ɔ ⁴² + b u ³⁵¯⁵	t_hiO42 bu35-5	95
1030	Nanchang	14	split	撕裂	1437	撕裂	+si⁴²+liɛt⁵	+s i ⁴² + l i ɛ t ⁵	(1) si42 liEt5	95
1031	Nanchang	14	split	撕裂	1437	撕	+sɿ⁴²	+s ɿ ⁴²	(2) si_z42	95
1032	Nanchang	14	split	撕裂	1437	囗	+ʦei⁴²	+ ʦ e i ⁴²	(3) tsei42	95
1033	Meixian	15	split	撕裂	1437	手+止開	ʦʰa³¹+kʰoi³³	ʦʰ a ³¹ + kʰ o i ³³	ts_ha31 k_hoi33	95
1034	Guilin	16	split	撕裂	1437	手+止破	ʦʰᴀ²³¯²²+pʰuo²⁵	ʦʰ ᴀ ²³¯²² + pʰ u o ²⁵	ts_hA`23-22 p_huo25	95
1035	Guangzhou	17	split	撕裂	1437	撕裂	si⁵³+lit²	s i ⁵³ + l i t ²	si53 lit2	95
1036	Fuzhou	18	split	撕裂	1437	手+止裂	tʰie³²+lieʔ⁵	tʰ i e ³² + l i e ʔ ⁵	t_hie32 lie?5	95
1037	Xiamen	19	split	撕裂	1437	??	tʰiaʔ⁵³+li²²	tʰ i a ʔ ⁵³ + l i ²²	t_hia?53_ li22	95
1761	Beijing	1	squeeze	壓	1414	壓	iᴀ⁵⁵	i ᴀ ⁵⁵	iA`55	113
1762	Ha_erbin	2	squeeze	壓	1414	壓	ia⁴⁴	i a ⁴⁴	ia44	113
1763	Jinan	3	squeeze	壓	1414	壓	ia²¹⁴	i a ²¹⁴	ia214	113
1764	Rongcheng	4	squeeze	壓	1414	壓	ia²¹⁴	i a ²¹⁴	ia214	113
1765	Taiyuan	5	squeeze	壓	1414	壓	ɨ.+ia⁴⁵	ɨ + i a ⁴⁵	1. ia45	113
1766	Taiyuan	5	squeeze	壓	1414	qi?	ø.+ʨi⁵³	ø + ʨ i ⁵³	2. tc\i53	113
1767	Xi_an	6	squeeze	壓	1414	壓	ɳiɑ²¹	ɳ i ɑ ²¹	n`iA21	113
1768	Chengdu	7	squeeze	壓	1414	榨	ɨ.+ʦa+²¹³	ɨ + ʦ a + ²¹³	1. tsa 213	113
1769	Chengdu	7	squeeze	壓	1414	壓	ø.+ŋa⁴⁵	ø + ŋ a ⁴⁵	2. Na45	113
1770	Nanjing	8	squeeze	壓	1414	qi?	ɨ.+ʨi¹¹	ɨ + ʨ i ¹¹	1. tc\i11	113
1771	Nanjing	8	squeeze	壓	1414	榨	ø.+ʦɑʔ⁵	ø + ʦ ɑ ʔ ⁵	2. tsA?5	113
1772	Nanjing	8	squeeze	壓	1414	壓	ɜ.+iɑʔ⁵	ɜ + i ɑ ʔ ⁵	3. iA?5	113
1773	Jixi	9	squeeze	壓	1414	榨	ʦo³⁵	ʦ o ³⁵	tso35	113
1774	Suzhou	10	squeeze	壓	1414	壓	ɑʔ⁴	ɑ ʔ ⁴	A?4	113
1775	Wenzhou	11	squeeze	壓	1414	壓	a⁴¹	a ⁴¹	a41	113
1776	Changsha	12	squeeze	壓	1414	壓	ia²⁴	i a ²⁴	ia24	113
1777	Loudi	13	squeeze	壓	1414	壓	ɨ.+ia¹³	ɨ + i a ¹³	1. ia13	113
1778	Loudi	13	squeeze	壓	1414	囗得	ø.+ʦʰe⁴²+tɤ⁰	ø + ʦʰ e ⁴² + t ɤ ⁰	2. ts_he42 t70	113
1779	Nanchang	14	squeeze	壓	1414	壓	ɨ.+ŋat⁵	ɨ + ŋ a t ⁵	1. Nat5	113
1780	Nanchang	14	squeeze	壓	1414	qi?	ø.+ʨi²¹³	ø + ʨ i ²¹³	2. tc\i213	113
1781	Meixian	15	squeeze	壓	1414	壓	ap¹	a p ¹	ap1	113
1782	Guilin	16	squeeze	壓	1414	壓	ŋa⁵⁵	ŋ a ⁵⁵	Na55	113
1783	Guangzhou	17	squeeze	壓	1414	壓	ŋat³	ŋ a t ³	Nat3	113
1784	Fuzhou	18	squeeze	壓	1414	壓	taʔ²⁴	t a ʔ ²⁴	ta?24_	113
1785	Xiamen	19	squeeze	壓	1414	壓	teʔ³²	t e ʔ ³²	te?32_	113
2547	Beijing	1	stab	刺	1434	刺	ʦʰɿ⁵¹	ʦʰ ɿ ⁵¹	ts_hi_z51	40
2548	Ha_erbin	2	stab	刺	1434	刺	ʦʰɿ⁵³	ʦʰ ɿ ⁵³	ts_hi_z53	40
2549	Jinan	3	stab	刺	1434	刺	ʦʰɿ²¹	ʦʰ ɿ ²¹	ts_hi_z21	40
2550	Rongcheng	4	stab	刺	1434	楠	nɐn²¹⁴	n ɐ n ²¹⁴	n6n214	40
2551	Taiyuan	5	stab	刺	1434	刺	ʦʰɿ⁴⁵	ʦʰ ɿ ⁴⁵	ts_hi_z45	40
2552	Xi_an	6	stab	刺	1434	刺	ʦʰɿ⁴⁴	ʦʰ ɿ ⁴⁴	ts_hi_z44	40
2553	Chengdu	7	stab	刺	1434	居～	ʨy⁴⁵	ʨ y ⁴⁵	tc\y45	40
2554	Nanjing	8	stab	刺	1434	戳	ʦ̞ʔ⁵	ʦ̞ ʔ ⁵	ts_o?5	40
2555	Jixi	9	stab	刺	1434	戳	ʦʰoʔ³²	ʦʰ o ʔ ³²	ts_ho?32_	40
2556	Suzhou	10	stab	刺	1434	刺	+ʦʰɿ⁴¹²	+ ʦʰ ɿ ⁴¹²	(1) ts_hi_z412	40
2557	Suzhou	10	stab	刺	1434	戳	+ʦʰoʔ⁴	+ ʦʰ o ʔ ⁴	(2) ts_ho?4	40
2558	Wenzhou	11	stab	刺	1434	頓	taŋ⁵¹	t a ŋ ⁵¹	taN51	40
2559	Changsha	12	stab	刺	1434	刺	ʦʰɿ⁵⁵	ʦʰ ɿ ⁵⁵	ts_hi_z55	40
2560	Loudi	13	stab	刺	1434	刺	ʦɿ³⁵	ʦ ɿ ³⁵	tsi_z35	40
2561	Nanchang	14	stab	刺	1434	刺	ʦʰɿ²¹³	ʦʰ ɿ ²¹³	ts_hi_z213	40
2562	Meixian	15	stab	刺	1434	刺	ʦʰɿ⁵³	ʦʰ ɿ ⁵³	ts_hi_z53	40
2563	Guilin	16	stab	刺	1434	刺	ʦʰɿ²⁵	ʦʰ ɿ ²⁵	ts_hi_z25	40
2564	Guangzhou	17	stab	刺	1434	刺	ʦʰi³³	ʦʰ i ³³	ts_hi33	40
2565	Fuzhou	18	stab	刺	1434	刺	ʦʰie²¹²	ʦʰ i e ²¹²	ts_hie212	40
2566	Xiamen	19	stab	刺	1434	刺	ʦʰi²¹	ʦʰ i ²¹	ts_hi21	40
2220	Beijing	1	stand	站	1442	站	t͡ʂan⁵¹	t͡ʂ a n ⁵¹	ts`an51	124
2221	Ha_erbin	2	stand	站	1442	站	t͡ʂan⁵³	t͡ʂ a n ⁵³	ts`an53	124
2222	Jinan	3	stand	站	1442	站	t͡ʂæ̃³¹	t͡ʂ æ̃ ∼ ³¹	ts`{~31	124
2223	Rongcheng	4	stand	站	1442	立着	li²¹⁴+t͡ʂə⁰	l i ²¹⁴ + t͡ʂ ə ⁰	li214 ts`@0	124
2224	Taiyuan	5	stand	站	1442	站	ʦæ̃⁴⁵	ʦ æ̃ ∼ ⁴⁵	ts{~45	124
2225	Xi_an	6	stand	站	1442	站	ʦæ̃⁴⁴	ʦ æ̃ ∼ ⁴⁴	ts{~44	124
2226	Chengdu	7	stand	站	1442	站	ʦan²¹³	ʦ a n ²¹³	tsan213	124
2227	Nanjing	8	stand	站	1442	站	ʦɑ̃⁴⁴	ʦ ɑ̃ ∼ ⁴⁴	tsA~44	124
2228	Jixi	9	stand	站	1442	?	kʰa²¹³	kʰ a ²¹³	k_ha213	124
2229	Suzhou	10	stand	站	1442	立	liəʔ²³	l i ə ʔ ²³	li@?23_	124
2230	Wenzhou	11	stand	站	1442	qi?	ɡe²⁴	ɡ e ²⁴	ge24	124
2231	Changsha	12	stand	站	1442	站	+ʦan⁵⁵	+ ʦ a n ⁵⁵	(1) tsan55	124
2232	Changsha	12	stand	站	1442	抵<一般用于骂人>	+ti⁵⁵	+ t i ⁵⁵	(2) ti55	124
2233	Loudi	13	stand	站	1442	站	ʦã³⁵	ʦ ã ∼ ³⁵	tsa~35	124
2234	Nanchang	14	stand	站	1442	站	ʦan⁴⁵	ʦ a n ⁴⁵	tsan45	124
2235	Meixian	15	stand	站	1442	qi?	kʰi³³	kʰ i ³³	k_hi33	124
2236	Guilin	16	stand	站	1442	站	ʦã²¹	ʦ ã ∼ ²¹	tsa~21	124
2237	Guangzhou	17	stand	站	1442	站	ʦam²²	ʦ a m ²²	tsam22	124
2238	Fuzhou	18	stand	站	1442	qi?	kʰie²⁴²	kʰ i e ²⁴²	k_hie242	124
2239	Xiamen	19	stand	站	1442	qi?	kʰia²²	kʰ i a ²²	k_hia22	124
1703	Beijing	1	star	星星	1430	星星	ɕiŋ⁵⁵+ɕiŋ⁰	ɕ i ŋ ⁵⁵ +ɕ i ŋ ⁰	c\iN55 c\iN0	111
1704	Ha_erbin	2	star	星星	1430	星星兒	ɕiŋ⁴⁴+ɕiər⁰	ɕ i ŋ ⁴⁴ +ɕ i ə r ⁰	c\iN44 c\i@r0	111
1705	Jinan	3	star	星星	1430	星星	ɕiŋ²¹³¯²¹+ɕiŋ⁰	ɕ i ŋ ²¹³¯²¹ +ɕ i ŋ ⁰	c\iN213-21 c\iN0	111
1706	Rongcheng	4	star	星星	1430	星星	siŋ⁵²+siŋ⁰	s i ŋ ⁵² +s i ŋ ⁰	siN52 siN0	111
1707	Taiyuan	5	star	星星	1430	星星	ɕiŋ²¹+ɕiŋ²¹¯⁴⁵	ɕ i ŋ ²¹ +ɕ i ŋ ²¹¯⁴⁵	c\iN21 c\iN21-45	111
1708	Xi_an	6	star	星星	1430	星星	ɕiŋ²¹+ɕiŋ²⁴	ɕ i ŋ ²¹ +ɕ i ŋ ²⁴	c\iN21 c\iN24	111
1709	Chengdu	7	star	星星	1430	星星兒	+ɕin⁴⁵+ɕiər⁵⁵	+ɕ i n ⁴⁵ +ɕ i ə r ⁵⁵	(1) c\in45 c\i@r55	111
1710	Chengdu	7	star	星星	1430	星宿兒	+ɕin⁴⁵+ɕiər²¹³¯²¹	+ɕ i n ⁴⁵ +ɕ i ə r ²¹³¯²¹	(2) c\in45 c\i@r213-21	111
1711	Nanjing	8	star	星星	1430	星星	ɕin³¹+ɕin⁰	ɕ i n ³¹ +ɕ i n ⁰	c\in31 c\in0	111
1712	Jixi	9	star	星星	1430	星星	ɕiɑ̃⁵⁵+ɕiɑ⁵⁵	ɕ i ɑ̃ ∼ ⁵⁵ +ɕ i ɑ ⁵⁵	c\iA~55 c\iA55	111
1713	Suzhou	10	star	星星	1430	星	sin⁴⁴	s i n ⁴⁴	sin44	111
1714	Wenzhou	11	star	星星	1430	星	seŋ⁴⁴	s e ŋ ⁴⁴	seN44	111
1715	Changsha	12	star	星星	1430	星星	ɕin³³+ɕin⁰	ɕ i n ³³ +ɕ i n ⁰	c\in33 c\in0	111
1716	Loudi	13	star	星星	1430	星子	siɔ̃⁴⁴+ʦɿ⁰	s i ɔ̃ ∼ ⁴⁴ + ʦ ɿ ⁰	siO~44 tsi_z0	111
1717	Nanchang	14	star	星星	1430	星子	ɕiaŋ⁴²+ʦɿ⁰	ɕ i a ŋ ⁴² + ʦ ɿ ⁰	c\iaN42 tsi_z0	111
1718	Meixian	15	star	星星	1430	星兒	sen³³¯³⁵+ne⁰	s e n ³³¯³⁵ + n e ⁰	sen33-35 ne0	111
1719	Guilin	16	star	星星	1430	星子	sei⁴²+ʦe²³¯³³	s e i ⁴² + ʦ e ²³¯³³	sei42 tse23-33	111
1720	Guangzhou	17	star	星星	1430	星星	sɛŋ⁵⁵+sɛŋ⁵⁵	s ɛ ŋ ⁵⁵ +s ɛ ŋ ⁵⁵	sEN55 sEN55	111
1721	Fuzhou	18	star	星星	1430	星	siŋ⁵⁵	s i ŋ ⁵⁵	siN55	111
1722	Xiamen	19	star	星星	1430	星	ʦʰĩ⁵⁵	ʦʰ ĩ ∼ ⁵⁵	ts_hi~55	111
3293	Beijing	1	stick	棍子	1295	棍	kuən⁵¹	k u ə n ⁵¹	ku@n51	53
3294	Ha_erbin	2	stick	棍子	1295	棍子	kuən⁵³+ʦɿ⁰	k u ə n ⁵³ + ʦ ɿ ⁰	ku@n53 tsi_z0	53
3295	Jinan	3	stick	棍子	1295	棍子	kuẽ²¹¯⁴⁴+ʦɿ⁰	k u ẽ ∼ ²¹¯⁴⁴ + ʦ ɿ ⁰	kue~21-44 tsi_z0	53
3296	Rongcheng	4	stick	棍子	1295	棍兒	kuər³³⁴	k u ə r ³³⁴	ku@r334	53
3297	Taiyuan	5	stick	棍子	1295	棍	+kuŋ⁴⁵	+ k u ŋ ⁴⁵	(1) kuN45	53
3298	Taiyuan	5	stick	棍子	1295	棍子	+kuŋ⁴⁵+ʦəʔ⁰	+ k u ŋ ⁴⁵ + ʦ ə ʔ ⁰	(2) kuN45 ts@?0	53
3299	Xi_an	6	stick	棍子	1295	棍	kuən⁴⁴	k u ə n ⁴⁴	ku@n44	53
3300	Chengdu	7	stick	棍子	1295	棍棍兒	kuəm²¹³+kuər⁵⁵	k u ə m ²¹³ + k u ə r ⁵⁵	ku@m213 ku@r55	53
