ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
406	杜	dù	Old_Chinese	01-36	0062g		Schuessler2009
407	杜	dù	Middle_Chinese		0062g	duX	Wikibooks2016b
408	社	shè	Old_Chinese	01-36	0062j		Schuessler2009
409	社	shè	Middle_Chinese		0062j	dzyaeX	Wikibooks2016b
410	肚	dù	Old_Chinese	01-36	0062-		Schuessler2009
411	肚	dù	Middle_Chinese		0062-	tuX	Wikibooks2016b
412	肚	dù	Middle_Chinese		0062-	duX	Wikibooks2016b
413	圖	tú	Old_Chinese	01-37	0064a		Schuessler2009
414	圖	tú	Middle_Chinese		0064a	du	Wikibooks2016b
415	者	zhě	Old_Chinese	01-38	0045a		Schuessler2009
416	者	zhě	Middle_Chinese		0045a	tsyaeX	Wikibooks2016b
417	褚	chǔ	Old_Chinese	01-38	0045g		Schuessler2009
418	褚	chǔ	Middle_Chinese		0045g	trjoX	Wikibooks2016b
419	豬	zhū	Old_Chinese	01-38	0045h		Schuessler2009
420	豬	zhū	Middle_Chinese		0045h	trjo	Wikibooks2016b
421	箸	zhù	Old_Chinese	01-38	0045j		Schuessler2009
422	箸	zhù	Middle_Chinese		0045j	drjoH	Wikibooks2016b
423	渚	zhǔ	Old_Chinese	01-38	0045k		Schuessler2009
424	渚	zhǔ	Middle_Chinese		0045k	tsyoX	Wikibooks2016b
425	煑	zhǔ	Old_Chinese	01-38	0045l		Schuessler2009
426	煑	zhǔ	Middle_Chinese		0045l	tsyoX	Wikibooks2016b
427	煮	zhǔ	Old_Chinese	01-38	0045m		Schuessler2009
428	煮	zhǔ	Middle_Chinese		0045m	tsyoX	Wikibooks2016b
429	䰞	zhǔ	Old_Chinese	01-38	0045n		Schuessler2009
430	䰞	zhǔ	Middle_Chinese		0045n	tsyoX	Wikibooks2016b
431	諸	zhū	Old_Chinese	01-38	0045p		Schuessler2009
432	諸	zhū	Middle_Chinese		0045p	tsyo	Wikibooks2016b
433	陼	zhǔ	Old_Chinese	01-38	0045q		Schuessler2009
434	陼	zhǔ	Middle_Chinese		0045q	tsyoX	Wikibooks2016b
435	署	shǔ	Old_Chinese	01-38	0045r		Schuessler2009
436	署	shǔ	Middle_Chinese		0045r	dzyoH	Wikibooks2016b
437	緒	xù	Old_Chinese	01-38	0045s		Schuessler2009
438	緒	xù	Middle_Chinese		0045s	zjoX	Wikibooks2016b
439	書	shū	Old_Chinese	01-38	0045t		Schuessler2009
440	書	shū	Middle_Chinese		0045t	syo	Wikibooks2016b
441	暑	shǔ	Old_Chinese	01-38	0045x		Schuessler2009
442	暑	shǔ	Middle_Chinese		0045x	syoX	Wikibooks2016b
443	睹	dǔ	Old_Chinese	01-38	0045c'		Schuessler2009
444	睹	dǔ	Middle_Chinese		0045c'	tuX	Wikibooks2016b
445	都	dōu	Old_Chinese	01-38	0045e'		Schuessler2009
446	都	dōu	Middle_Chinese		0045e'	tu	Wikibooks2016b
447	屠	tú	Old_Chinese	01-38	0045i'		Schuessler2009
448	屠	tú	Middle_Chinese		0045i'	du	Wikibooks2016b
449	瘏	tú	Old_Chinese	01-38	0045j'		Schuessler2009
450	瘏	tú	Middle_Chinese		0045j'	du	Wikibooks2016b
451	著	zhe	Old_Chinese	01-38	0045n'		Schuessler2009
452	著	zhe	Middle_Chinese		0045n'	trjoH	Wikibooks2016b
453	躇	chú	Old_Chinese	01-38	0045o'		Schuessler2009
454	躇	chú	Middle_Chinese		0045o'	trhjak	Wikibooks2016b
455	宁	níng	Old_Chinese	01-39	0084a		Schuessler2009
456	宁	níng	Middle_Chinese		0084a	drjo	Wikibooks2016b
457	宁	níng	Middle_Chinese		0084a	drjoX	Wikibooks2016b
458	佇	zhù	Old_Chinese	01-39	0084c		Schuessler2009
459	佇	zhù	Middle_Chinese		0084c	drjoX	Wikibooks2016b
460	竚	zhù	Old_Chinese	01-39	0084d		Schuessler2009
461	竚	zhù	Middle_Chinese		0084d	drjoX	Wikibooks2016b
462	紵	zhù	Old_Chinese	01-39	0084e		Schuessler2009
463	紵	zhù	Middle_Chinese		0084e	drjoX	Wikibooks2016b
464	羜	zhù	Old_Chinese	01-39	0084f		Schuessler2009
465	羜	zhù	Middle_Chinese		0084f	drjoX	Wikibooks2016b
466	貯	zhù	Old_Chinese	01-39	0084g		Schuessler2009
467	貯	zhù	Middle_Chinese		0084g	trjoX	Wikibooks2016b
468	樗	chū	Old_Chinese	01-40	1242b		Schuessler2009
469	樗	chū	Middle_Chinese		1242b	trhjo	Wikibooks2016b
470	杵	chǔ	Old_Chinese	01-41	0086a		Schuessler2009
471	杵	chǔ	Middle_Chinese		0086a	tsyhoX	Wikibooks2016b
472	余	yú	Old_Chinese	01-42	0082a		Schuessler2009
473	余	yú	Middle_Chinese		0082a	yo	Wikibooks2016b
474	畬	shē	Old_Chinese	01-42	0082f		Schuessler2009
475	畬	shē	Middle_Chinese		0082f	yo	Wikibooks2016b
476	悆	yù	Old_Chinese	01-42	0082g		Schuessler2009
477	悆	yù	Middle_Chinese		0082g	yoH	Wikibooks2016b
478	艅	yú	Old_Chinese	01-42	0082i		Schuessler2009
479	艅	yú	Middle_Chinese		0082i	yo	Wikibooks2016b
480	餘	yú	Old_Chinese	01-42	0082l		Schuessler2009
481	餘	yú	Middle_Chinese		0082l	yo	Wikibooks2016b
482	除	chú	Old_Chinese	01-42	0082m		Schuessler2009
483	除	chú	Middle_Chinese		0082m	drjo	Wikibooks2016b
484	除	chú	Middle_Chinese		0082m	drjoH	Wikibooks2016b
485	敘	xù	Old_Chinese	01-42	0082o		Schuessler2009
486	敘	xù	Middle_Chinese		0082o	zjoX	Wikibooks2016b
487	䣄	tú	Old_Chinese	01-42	0082q		Schuessler2009
488	䣄	tú	Middle_Chinese		0082q	zjo	Wikibooks2016b
489	賖	shē	Old_Chinese	01-42	0082s		Schuessler2009
490	賖	shē	Middle_Chinese		0082s	syae	Wikibooks2016b
491	賒	shē	Old_Chinese	01-42	0082t		Schuessler2009
492	賒	shē	Middle_Chinese		0082t	syae	Wikibooks2016b
493	涂	tú	Old_Chinese	01-42	0082u		Schuessler2009
494	涂	tú	Middle_Chinese		0082u	du	Wikibooks2016b
495	途	tú	Old_Chinese	01-42	0082v		Schuessler2009
496	途	tú	Middle_Chinese		0082v	du	Wikibooks2016b
497	荼	tú	Old_Chinese	01-42	0082x		Schuessler2009
498	荼	tú	Middle_Chinese		0082x	drae	Wikibooks2016b
499	荼	tú	Middle_Chinese		0082x	du	Wikibooks2016b
500	荼	tú	Middle_Chinese		0082x	syo	Wikibooks2016b
501	梌	tú	Old_Chinese	01-42	0082y		Schuessler2009
502	梌	tú	Middle_Chinese		0082y	du	Wikibooks2016b
503	㻌	tú	Old_Chinese	01-42	0082a'		Schuessler2009
504	㻌	tú	Middle_Chinese		0082a'	thu	Wikibooks2016b
505	稌	tú	Old_Chinese	01-42	0082b'		Schuessler2009
506	稌	tú	Middle_Chinese		0082b'	duX	Wikibooks2016b
507	稌	tú	Middle_Chinese		0082b'	thu	Wikibooks2016b
508	稌	tú	Middle_Chinese		0082b'	thuX	Wikibooks2016b
509	篨	chú	Old_Chinese	01-42	0082c'		Schuessler2009
510	篨	chú	Middle_Chinese		0082c'	drjo	Wikibooks2016b
511	塗	tú	Old_Chinese	01-42	0082d'		Schuessler2009
512	塗	tú	Middle_Chinese		0082d'	du	Wikibooks2016b
513	予	yǔ	Old_Chinese	01-43	0083a		Schuessler2009
514	予	yǔ	Middle_Chinese		0083a	yo	Wikibooks2016b
515	予	yǔ	Middle_Chinese		0083a	yoX	Wikibooks2016b
516	𨑦		Old_Chinese	01-43	0083c		Schuessler2009
517	豫	yù	Old_Chinese	01-43	0083e		Schuessler2009
518	豫	yù	Middle_Chinese		0083e	yoH	Wikibooks2016b
519	杼	zhù	Old_Chinese	01-43	0083f		Schuessler2009
520	杼	zhù	Middle_Chinese		0083f	drjoX	Wikibooks2016b
521	杼	zhù	Middle_Chinese		0083f	zyoH	Wikibooks2016b
522	杼	zhù	Middle_Chinese		0083f	zyoX	Wikibooks2016b
523	抒	shū	Old_Chinese	01-43	0083g		Schuessler2009
524	抒	shū	Middle_Chinese		0083g	zyoX	Wikibooks2016b
525	序	xù	Old_Chinese	01-43	0083h		Schuessler2009
526	序	xù	Middle_Chinese		0083h	zjoX	Wikibooks2016b
527	芧	xù	Old_Chinese	01-43	0083i		Schuessler2009
528	芧	xù	Middle_Chinese		0083i	zjoX	Wikibooks2016b
529	紓	shū	Old_Chinese	01-43	0083j		Schuessler2009
530	紓	shū	Middle_Chinese		0083j	syo	Wikibooks2016b
531	紓	shū	Middle_Chinese		0083j	zyoX	Wikibooks2016b
532	舒	shū	Old_Chinese	01-43	0083k		Schuessler2009
533	舒	shū	Middle_Chinese		0083k	syo	Wikibooks2016b
534	野	yě	Old_Chinese	01-43	0083l		Schuessler2009
535	野	yě	Middle_Chinese		0083l	yaeX	Wikibooks2016b
536	𡐨		Old_Chinese	01-43	0083m		Schuessler2009
537	𡐨		Middle_Chinese		0083m	yaeX	Wikibooks2016b
538	埜	yě	Old_Chinese	01-44	0083n		Schuessler2009
539	埜	yě	Middle_Chinese		0083n	yaeX	Wikibooks2016b
540	舁	yú	Old_Chinese	01-45	0089a		Schuessler2009
541	舁	yú	Middle_Chinese		0089a	yoX	Wikibooks2016b
542	與	yǔ	Old_Chinese	01-45	0089b		Schuessler2009
543	與	yǔ	Middle_Chinese		0089b	yo	Wikibooks2016b
544	與	yǔ	Middle_Chinese		0089b	yoH	Wikibooks2016b
545	與	yǔ	Middle_Chinese		0089b	yoX	Wikibooks2016b
546	歟	yú	Old_Chinese	01-45	0089e		Schuessler2009
547	歟	yú	Middle_Chinese		0089e	yo	Wikibooks2016b
548	璵	yú	Old_Chinese	01-45	0089f		Schuessler2009
549	璵	yú	Middle_Chinese		0089f	yo	Wikibooks2016b
550	䑂	ǎi	Old_Chinese	01-45	0089g		Schuessler2009
551	䑂	ǎi	Middle_Chinese		0089g	yoX	Wikibooks2016b
552	譽	yù	Old_Chinese	01-45	0089i		Schuessler2009
553	譽	yù	Middle_Chinese		0089i	yo	Wikibooks2016b
554	譽	yù	Middle_Chinese		0089i	yoH	Wikibooks2016b
555	輿	yú	Old_Chinese	01-45	0089j		Schuessler2009
556	輿	yú	Middle_Chinese		0089j	yo	Wikibooks2016b
557	鸒	yù	Old_Chinese	01-45	0089k		Schuessler2009
558	鸒	yù	Middle_Chinese		0089k	yoH	Wikibooks2016b
559	旟	yú	Old_Chinese	01-45	0089l		Schuessler2009
560	旟	yú	Middle_Chinese		0089l	yo	Wikibooks2016b
561	藇	xù	Old_Chinese	01-45	0089n		Schuessler2009
562	藇	xù	Middle_Chinese		0089n	yoX	Wikibooks2016b
563	藇	xù	Middle_Chinese		0089n	zjoX	Wikibooks2016b
564	鱮	xù	Old_Chinese	01-45	0089o		Schuessler2009
565	鱮	xù	Middle_Chinese		0089o	zjoX	Wikibooks2016b
566	舉	jǔ	Old_Chinese	01-45	0075a		Schuessler2009
567	舉	jǔ	Middle_Chinese		0075a	kjoX	Wikibooks2016b
568	兔	tù	Old_Chinese	01-46	0063a		Schuessler2009
569	兔	tù	Middle_Chinese		0063a	thuH	Wikibooks2016b
570	菟	tú	Old_Chinese	01-46	0063c		Schuessler2009
571	菟	tú	Middle_Chinese		0063c	du	Wikibooks2016b
572	邪	xié	Old_Chinese	01-47	0047a		Schuessler2009
573	邪	xié	Middle_Chinese		0047a	zjae	Wikibooks2016b
574	邪	xié	Middle_Chinese		0047a	yae	Wikibooks2016b
575	邪	xié	Middle_Chinese		0047a	zjo	Wikibooks2016b
576	耶	yé	Old_Chinese	01-47	0047b		Schuessler2009
577	耶	yé	Middle_Chinese		0047b	yae	Wikibooks2016b
578	衺	xié	Old_Chinese	01-47	0047c		Schuessler2009
579	衺	xié	Middle_Chinese		0047c	zjae	Wikibooks2016b
580	舍	shě	Old_Chinese	01-48	0048a		Schuessler2009
581	舍	shě	Middle_Chinese		0048a	syaeH	Wikibooks2016b
582	舍	shě	Middle_Chinese		0048a	syaeX	Wikibooks2016b
583	捨	shě	Old_Chinese	01-48	0048c		Schuessler2009
584	捨	shě	Middle_Chinese		0048c	syaeX	Wikibooks2016b
585	鼠	shǔ	Old_Chinese	01-49	0092a		Schuessler2009
586	鼠	shǔ	Middle_Chinese		0092a	syoX	Wikibooks2016b
587	癙	shǔ	Old_Chinese	01-49	0092b		Schuessler2009
588	癙	shǔ	Middle_Chinese		0092b	syoX	Wikibooks2016b
589	黍	shǔ	Old_Chinese	01-50	0093a		Schuessler2009
590	黍	shǔ	Middle_Chinese		0093a	syoX	Wikibooks2016b
591	𧆨		Old_Chinese	01-51	0069a		Schuessler2009
592	𧆨		Middle_Chinese		0069a	lu	Wikibooks2016b
593	盧	lú	Old_Chinese	01-51	0069d		Schuessler2009
594	盧	lú	Middle_Chinese		0069d	lu	Wikibooks2016b
595	虜	lǔ	Old_Chinese	01-51	0069e		Schuessler2009
596	虜	lǔ	Middle_Chinese		0069e	luX	Wikibooks2016b
597	慮	lǜ	Old_Chinese	01-51	0069f		Schuessler2009
598	慮	lǜ	Middle_Chinese		0069f	ljoH	Wikibooks2016b
599	膚	fū	Old_Chinese	01-51	0069g		Schuessler2009
600	膚	fū	Middle_Chinese		0069g	pju	Wikibooks2016b
601	壚	lú	Old_Chinese	01-51	0069j		Schuessler2009
602	壚	lú	Middle_Chinese		0069j	lu	Wikibooks2016b
603	櫨	lú	Old_Chinese	01-51	0069k		Schuessler2009
604	櫨	lú	Middle_Chinese		0069k	lu	Wikibooks2016b
605	爐	lú	Old_Chinese	01-51	0069l		Schuessler2009
606	爐	lú	Middle_Chinese		0069l	lu	Wikibooks2016b
607	鑪	lú	Old_Chinese	01-51	0069m		Schuessler2009
608	鑪	lú	Middle_Chinese		0069m	lu	Wikibooks2016b
609	籚	lú	Old_Chinese	01-51	0069n		Schuessler2009
610	籚	lú	Middle_Chinese		0069n	lu	Wikibooks2016b
611	纑	lú	Old_Chinese	01-51	0069o		Schuessler2009
612	纑	lú	Middle_Chinese		0069o	lu	Wikibooks2016b
613	顱	lú	Old_Chinese	01-51	0069p		Schuessler2009
614	顱	lú	Middle_Chinese		0069p	lu	Wikibooks2016b
615	廬	lú	Old_Chinese	01-51	0069q		Schuessler2009
616	廬	lú	Middle_Chinese		0069q	ljo	Wikibooks2016b
617	臚	lú	Old_Chinese	01-51	0069r		Schuessler2009
618	臚	lú	Middle_Chinese		0069r	ljo	Wikibooks2016b
619	儢	lǚ	Old_Chinese	01-51	0069t		Schuessler2009
620	儢	lǚ	Middle_Chinese		0069t	ljoX	Wikibooks2016b
621	藘	lǘ	Old_Chinese	01-51	0069u		Schuessler2009
622	藘	lǘ	Middle_Chinese		0069u	ljo	Wikibooks2016b
623	鑢	lǜ	Old_Chinese	01-51	0069v		Schuessler2009
624	鑢	lǜ	Middle_Chinese		0069v	ljoH	Wikibooks2016b
625	攄	shū	Old_Chinese	01-51	0069x		Schuessler2009
626	攄	shū	Middle_Chinese		0069x	trhjo	Wikibooks2016b
627	魯	lǔ	Old_Chinese	01-52	0070a		Schuessler2009
628	魯	lǔ	Middle_Chinese		0070a	luX	Wikibooks2016b
629	櫓	lǔ	Old_Chinese	01-52	0070e		Schuessler2009
630	櫓	lǔ	Middle_Chinese		0070e	luX	Wikibooks2016b
631	鹵	lǔ	Old_Chinese	01-53	0071a		Schuessler2009
632	鹵	lǔ	Middle_Chinese		0071a	luX	Wikibooks2016b
633	呂	lǚ	Old_Chinese	01-54	0076a		Schuessler2009
634	呂	lǚ	Middle_Chinese		0076a	ljoX	Wikibooks2016b
635	侶	lǚ	Old_Chinese	01-54	0076d		Schuessler2009
636	侶	lǚ	Middle_Chinese		0076d	ljoX	Wikibooks2016b
637	梠	lǚ	Old_Chinese	01-54	0076e		Schuessler2009
638	梠	lǚ	Middle_Chinese		0076e	ljoX	Wikibooks2016b
639	閭	lǘ	Old_Chinese	01-54	0076g		Schuessler2009
640	閭	lǘ	Middle_Chinese		0076g	ljo	Wikibooks2016b
641	郘	lǘ	Old_Chinese	01-54	0076h		Schuessler2009
642	郘	lǘ	Middle_Chinese		0076h	ljoX	Wikibooks2016b
643	筥	jǔ	Old_Chinese	01-54	0076j		Schuessler2009
644	筥	jǔ	Middle_Chinese		0076j	kjoX	Wikibooks2016b
645	莒	jǔ	Old_Chinese	01-54	0076l		Schuessler2009
646	莒	jǔ	Middle_Chinese		0076l	kjoX	Wikibooks2016b
647	旅	lǚ	Old_Chinese	01-55	0077a		Schuessler2009
648	旅	lǚ	Middle_Chinese		0077a	ljoX	Wikibooks2016b
649	膂	lǚ	Old_Chinese	01-55	0077e		Schuessler2009
650	膂	lǚ	Middle_Chinese		0077e	ljoX	Wikibooks2016b
651	玈	lú	Old_Chinese	01-55	0077f		Schuessler2009
652	玈	lú	Middle_Chinese		0077f	lu	Wikibooks2016b
653	女	nǚ	Old_Chinese	01-56	0094a		Schuessler2009
654	女	nǚ	Middle_Chinese		0094a	nrjoX	Wikibooks2016b
655	女	nǚ	Middle_Chinese		0094a	nrjoH	Wikibooks2016b
656	籹	nǚ	Old_Chinese	01-56	0094f		Schuessler2009
657	籹	nǚ	Middle_Chinese		0094f	nrjoX	Wikibooks2016b
658	如	rú	Old_Chinese	01-56	0094g		Schuessler2009
659	如	rú	Middle_Chinese		0094g	nyo	Wikibooks2016b
660	汝	rǔ	Old_Chinese	01-56	0094j		Schuessler2009
661	汝	rǔ	Middle_Chinese		0094j	nyoX	Wikibooks2016b
662	奴	nú	Old_Chinese	01-56	0094l		Schuessler2009
663	奴	nú	Middle_Chinese		0094l	nu	Wikibooks2016b
664	帤	rú	Old_Chinese	01-56	0094o		Schuessler2009
665	帤	rú	Middle_Chinese		0094o	nrjo	Wikibooks2016b
666	袽	rú	Old_Chinese	01-56	0094p		Schuessler2009
667	袽	rú	Middle_Chinese		0094p	nrjo	Wikibooks2016b
668	洳	rù	Old_Chinese	01-56	0094q		Schuessler2009
669	洳	rù	Middle_Chinese		0094q	nyo	Wikibooks2016b
670	洳	rù	Middle_Chinese		0094q	nyoH	Wikibooks2016b
671	茹	rú	Old_Chinese	01-56	0094r		Schuessler2009
672	茹	rú	Middle_Chinese		0094r	nyo	Wikibooks2016b
673	茹	rú	Middle_Chinese		0094r	nyoH	Wikibooks2016b
674	茹	rú	Middle_Chinese		0094r	nyoX	Wikibooks2016b
675	鴽	rú	Old_Chinese	01-56	0094s		Schuessler2009
676	鴽	rú	Middle_Chinese		0094s	nyo	Wikibooks2016b
677	恕	shù	Old_Chinese	01-56	0094t		Schuessler2009
678	恕	shù	Middle_Chinese		0094t	syoH	Wikibooks2016b
679	絮	xù	Old_Chinese	01-56	0094u		Schuessler2009
680	絮	xù	Middle_Chinese		0094u	sjoH	Wikibooks2016b
681	絮	xù	Middle_Chinese		0094u	trhjoH	Wikibooks2016b
682	孥	nú	Old_Chinese	01-56	0094v		Schuessler2009
683	孥	nú	Middle_Chinese		0094v	nu	Wikibooks2016b
684	帑	tǎng	Old_Chinese	01-56	0094y		Schuessler2009
685	帑	tǎng	Middle_Chinese		0094y	nu	Wikibooks2016b
686	弩	nǔ	Old_Chinese	01-56	0094z		Schuessler2009
687	弩	nǔ	Middle_Chinese		0094z	nuX	Wikibooks2016b
688	怒	nù	Old_Chinese	01-56	0094a'		Schuessler2009
689	怒	nù	Middle_Chinese		0094a'	nuH	Wikibooks2016b
690	怒	nù	Middle_Chinese		0094a'	nuX	Wikibooks2016b
691	拏	ná	Old_Chinese	01-56	0094b'		Schuessler2009
692	拏	ná	Middle_Chinese		0094b'	nrae	Wikibooks2016b
693	挐	ná	Old_Chinese	01-56	0094c'		Schuessler2009
694	挐	ná	Middle_Chinese		0094c'	nrae	Wikibooks2016b
695	砮	nǔ	Old_Chinese	01-56	0094d'		Schuessler2009
696	砮	nǔ	Middle_Chinese		0094d'	nu	Wikibooks2016b
697	砮	nǔ	Middle_Chinese		0094d'	nuX	Wikibooks2016b
698	笯	nú	Old_Chinese	01-56	0094e'		Schuessler2009
699	笯	nú	Middle_Chinese		0094e'	nrae	Wikibooks2016b
700	笯	nú	Middle_Chinese		0094e'	nu	Wikibooks2016b
701	笯	nú	Middle_Chinese		0094e'	nuH	Wikibooks2016b
702	駑	nú	Old_Chinese	01-56	0094f'		Schuessler2009
703	駑	nú	Middle_Chinese		0094f'	nu	Wikibooks2016b
704	且	qiě	Old_Chinese	01-57	0046a		Schuessler2009
705	且	qiě	Middle_Chinese		0046a	tshjaeX	Wikibooks2016b
706	且	qiě	Middle_Chinese		0046a	tshjo	Wikibooks2016b
707	且	qiě	Middle_Chinese		0046a	tsjo	Wikibooks2016b
708	罝	jū	Old_Chinese	01-57	0046h		Schuessler2009
709	罝	jū	Middle_Chinese		0046h	tsjae	Wikibooks2016b
710	柤	zhā	Old_Chinese	01-57	0046i		Schuessler2009
711	柤	zhā	Middle_Chinese		0046i	tsrae	Wikibooks2016b
712	抯	zhā	Old_Chinese	01-57	0046j		Schuessler2009
713	抯	zhā	Middle_Chinese		0046j	dzjaeX	Wikibooks2016b
714	抯	zhā	Middle_Chinese		0046j	tsjaeX	Wikibooks2016b
715	抯	zhā	Middle_Chinese		0046j	tsrae	Wikibooks2016b
716	沮	jǔ	Old_Chinese	01-57	0046k		Schuessler2009
717	沮	jǔ	Middle_Chinese		0046k	dzjoX	Wikibooks2016b
718	沮	jǔ	Middle_Chinese		0046k	tsjoH	Wikibooks2016b
719	蛆	qū	Old_Chinese	01-57	0046m		Schuessler2009
720	蛆	qū	Middle_Chinese		0046m	tsjo	Wikibooks2016b
721	岨	qū	Old_Chinese	01-57	0046n		Schuessler2009
722	岨	qū	Middle_Chinese		0046n	tshjo	Wikibooks2016b
723	狙	jū	Old_Chinese	01-57	0046o		Schuessler2009
724	狙	jū	Middle_Chinese		0046o	tshjo	Wikibooks2016b
725	疽	jū	Old_Chinese	01-57	0046p		Schuessler2009
726	疽	jū	Middle_Chinese		0046p	tshjo	Wikibooks2016b
727	砠	jū	Old_Chinese	01-57	0046q		Schuessler2009
728	砠	jū	Middle_Chinese		0046q	tshjo	Wikibooks2016b
729	雎	jū	Old_Chinese	01-57	0046r		Schuessler2009
730	雎	jū	Middle_Chinese		0046r	tshjo	Wikibooks2016b
731	鴡	jū	Old_Chinese	01-57	0046s		Schuessler2009
732	鴡	jū	Middle_Chinese		0046s	tshjo	Wikibooks2016b
733	苴	jū	Old_Chinese	01-57	0046t		Schuessler2009
734	苴	jū	Middle_Chinese		0046t	tshjo	Wikibooks2016b
735	苴	jū	Middle_Chinese		0046t	tsjo	Wikibooks2016b
736	苴	jū	Middle_Chinese		0046t	tsraeX	Wikibooks2016b
737	咀	jǔ	Old_Chinese	01-57	0046u		Schuessler2009
738	咀	jǔ	Middle_Chinese		0046u	dzjoX	Wikibooks2016b
739	俎	zǔ	Old_Chinese	01-57	0046v		Schuessler2009
740	俎	zǔ	Middle_Chinese		0046v	tsrjoX	Wikibooks2016b
741	詛	zǔ	Old_Chinese	01-57	0046x		Schuessler2009
742	詛	zǔ	Middle_Chinese		0046x	tsrjoH	Wikibooks2016b
743	阻	zǔ	Old_Chinese	01-57	0046y		Schuessler2009
744	阻	zǔ	Middle_Chinese		0046y	tsrjoX	Wikibooks2016b
745	助	zhù	Old_Chinese	01-57	0046z		Schuessler2009
746	助	zhù	Middle_Chinese		0046z	dzrjoH	Wikibooks2016b
747	鉏	chú	Old_Chinese	01-57	0046a'		Schuessler2009
748	鉏	chú	Middle_Chinese		0046a'	dzrjoX	Wikibooks2016b
749	祖	zǔ	Old_Chinese	01-57	0046b'		Schuessler2009
750	祖	zǔ	Middle_Chinese		0046b'	tsuX	Wikibooks2016b
751	租	zū	Old_Chinese	01-57	0046d'		Schuessler2009
752	租	zū	Middle_Chinese		0046d'	tsu	Wikibooks2016b
753	組	zǔ	Old_Chinese	01-57	0046e'		Schuessler2009
754	組	zǔ	Middle_Chinese		0046e'	tsuX	Wikibooks2016b
755	粗	cū	Old_Chinese	01-57	0046h'		Schuessler2009
756	粗	cū	Middle_Chinese		0046h'	tshu	Wikibooks2016b
757	粗	cū	Middle_Chinese		0046h'	dzuX	Wikibooks2016b
758	徂	cú	Old_Chinese	01-57	0046i'		Schuessler2009
759	徂	cú	Middle_Chinese		0046i'	dzu	Wikibooks2016b
760	殂	cú	Old_Chinese	01-57	0046j'		Schuessler2009
761	殂	cú	Middle_Chinese		0046j'	dzu	Wikibooks2016b
762	虘	cuó	Old_Chinese	01-57	0046k'		Schuessler2009
763	虘	cuó	Middle_Chinese		0046k'	dzu	Wikibooks2016b
764	駔	zǎng	Old_Chinese	01-57	0046m'		Schuessler2009
765	駔	zǎng	Middle_Chinese		0046m'	dzuX	Wikibooks2016b
766	駔	zǎng	Middle_Chinese		0046m'	tsangX	Wikibooks2016b
767	菹	jū	Old_Chinese	01-57	0046n'		Schuessler2009
768	菹	jū	Middle_Chinese		0046n'	tsrjo	Wikibooks2016b
769	耡	chú	Old_Chinese	01-57	0046o'		Schuessler2009
770	耡	chú	Middle_Chinese		0046o'	dzrjo	Wikibooks2016b
771	耡	chú	Middle_Chinese		0046o'	dzrjoH	Wikibooks2016b
772	鋤	chú	Old_Chinese	01-57	0046p'		Schuessler2009
773	鋤	chú	Middle_Chinese		0046p'	dzrjo	Wikibooks2016b
774	蒩	zū	Old_Chinese	01-57	0046q'		Schuessler2009
775	蒩	zū	Middle_Chinese		0046q'	tsu	Wikibooks2016b
776	𪓐		Old_Chinese	01-57	0046r'		Schuessler2009
777	𪓐		Middle_Chinese		0046r'	tsrhjoX	Wikibooks2016b
778	樝	zhā	Old_Chinese	01-57	0046s'		Schuessler2009
779	樝	zhā	Middle_Chinese		0046s'	tsrae	Wikibooks2016b
780	楂	zhā	Old_Chinese	01-57	0046u'		Schuessler2009
781	楂	zhā	Middle_Chinese		0046u'	tsrae	Wikibooks2016b
782	𠭯		Old_Chinese	01-57	0046v'		Schuessler2009
783	𠭯		Middle_Chinese		0046v'	tsrae	Wikibooks2016b
784	觕	cū	Old_Chinese	01-58	0065a		Schuessler2009
785	觕	cū	Middle_Chinese		0065a	tshu	Wikibooks2016b
786	麤	cū	Old_Chinese	01-59	0066a		Schuessler2009
787	麤	cū	Middle_Chinese		0066a	tshu	Wikibooks2016b
788	初	chū	Old_Chinese	01-60	0087a		Schuessler2009
789	初	chū	Middle_Chinese		0087a	tsrhjo	Wikibooks2016b
790	素	sù	Old_Chinese	01-61	0068a		Schuessler2009
791	素	sù	Middle_Chinese		0068a	suH	Wikibooks2016b
792	疋	pǐ	Old_Chinese	01-62	0090a		Schuessler2009
793	疋	pǐ	Middle_Chinese		0090a	srjo	Wikibooks2016b
794	疏	shū	Old_Chinese	01-62	0090b		Schuessler2009
795	疏	shū	Middle_Chinese		0090b	srjo	Wikibooks2016b
796	疎	shū	Old_Chinese	01-62	0090c		Schuessler2009
797	疎	shū	Middle_Chinese		0090c	srjo	Wikibooks2016b
798	蔬	shū	Old_Chinese	01-62	0090d		Schuessler2009
799	蔬	shū	Middle_Chinese		0090d	srjo	Wikibooks2016b
800	胥	xū	Old_Chinese	01-62	0090e		Schuessler2009
801	胥	xū	Middle_Chinese		0090e	sjo	Wikibooks2016b
802	湑	xū	Old_Chinese	01-62	0090f		Schuessler2009
803	湑	xū	Middle_Chinese		0090f	sjoX	Wikibooks2016b
804	稰	xǔ	Old_Chinese	01-62	0090g		Schuessler2009
805	稰	xǔ	Middle_Chinese		0090g	sjoX	Wikibooks2016b
806	糈	xǔ	Old_Chinese	01-62	0090h		Schuessler2009
807	糈	xǔ	Middle_Chinese		0090h	srjoX	Wikibooks2016b
