编号1	字目	京声	京韵	京调	上字	下字	韵摄	开合	等列	古调	古韵	古声
C5441	诊	tƧ	«n	3	章	忍	臻	开	三	上	轸	章
C5442	疹	tƧ	«n	3	章	忍	臻	开	三	上	轸	章
C5443	畛	tƧ	«n	3	章	忍	臻	开	三	上	轸	章
C5444	眕	tƧ	«n	3	章	忍	臻	开	三	上	轸	章
C5445	轸	tƧ	«n	3	章	忍	臻	开	三	上	轸	章
C5446	缜	tƧ	«n	3	章	忍	臻	开	三	上	轸	章
C5447	稹	tƧ	«n	3	章	忍	臻	开	三	上	轸	章
C5448	揕	tƧ	«n	4	知	鸩	深	开	三	去	沁	知
C5449	朕	tƧ	«n	4	直	稔	深	开	三	上	寝	澄
C5450	鸩	tƧ	«n	4	直	禁	深	开	三	去	沁	澄
C5451	镇	tƧ	«n	4	陟	刃	臻	开	三	去	震	知
C5452	瑱	tƧ	«n	4	陟	刃	臻	开	三	去	震	知
C5453	纼	tƧ	«n	4	直	引	臻	开	三	上	轸	澄
C5454	眹	tƧ	«n	4	直	引	臻	开	三	上	轸	澄
C5455	阵	tƧ	«n	4	直	刃	臻	开	三	去	震	澄
C5456	振	tƧ	«n	4	章	刃	臻	开	三	去	震	章
C5457	震	tƧ	«n	4	章	刃	臻	开	三	去	震	章
C5458	赈	tƧ	«n	4	章	刃	臻	开	三	去	震	章
C5459	琛	tƧh	«n	1	丑	林	深	开	三	平	侵	彻
C5460	郴	tƧh	«n	1	丑	林	深	开	三	平	侵	彻
C5461	胂	tƧh	«n	1	丑	人	臻	开	三	平	真	彻
C5462	嗔	tƧh	«n	1	昌	真	臻	开	三	平	真	昌
C5463	瞋	tƧh	«n	1	昌	真	臻	开	三	平	真	昌
C5464	沉	tƧh	«n	2	直	深	深	开	三	平	侵	澄
C5465	忱	tƧh	«n	2	氏	任	深	开	三	平	侵	禅
C5466	谌	tƧh	«n	2	氏	任	深	开	三	平	侵	禅
C5467	陈	tƧh	«n	2	直	珍	臻	开	三	平	真	澄
C5468	尘	tƧh	«n	2	直	珍	臻	开	三	平	真	澄
C5469	晨	tƧh	«n	2	植	邻	臻	开	三	平	真	禅
C5470	辰	tƧh	«n	2	植	邻	臻	开	三	平	真	禅
C5471	宸	tƧh	«n	2	植	邻	臻	开	三	平	真	禅
C5472	臣	tƧh	«n	2	植	邻	臻	开	三	平	真	禅
C5473	橙	tƧh	«n	2	宅	耕	梗	开	二	平	耕	澄
C5474	碜	tƧh	«n	3	初	朕	深	开	三	上	寝	初
C5475	谶	tƧh	«n	4	楚	谮	深	开	三	去	沁	初
C5476	趁	tƧh	«n	4	丑	刃	臻	开	三	去	震	彻
C5477	疢	tƧh	«n	4	丑	刃	臻	开	三	去	震	彻
C5478	衬	tƧh	«n	4	初	觐	臻	开	三	去	震	初
C5479	榇	tƧh	«n	4	初	觐	臻	开	三	去	震	初
C5480	龀	tƧh	«n	4	初	觐	臻	开	三	去	震	初
C5481	称	tƧh	«n	4	昌	孕	曾	开	三	去	证	昌
C5482	森	Ƨ	«n	1	所	今	深	开	三	平	侵	生
C5483	参	Ƨ	«n	1	所	今	深	开	三	平	侵	生
C5484	深	Ƨ	«n	1	式	针	深	开	三	平	侵	书
C5485	莘	Ƨ	«n	1	所	臻	臻	开	三	平	臻	生
C5486	诜	Ƨ	«n	1	所	臻	臻	开	三	平	臻	生
C5487	駪	Ƨ	«n	1	所	臻	臻	开	三	平	臻	生
C5488	甡	Ƨ	«n	1	所	臻	臻	开	三	平	臻	生
C5489	籸	Ƨ	«n	1	所	臻	臻	开	三	平	臻	生
C5490	身	Ƨ	«n	1	失	人	臻	开	三	平	真	书
C5491	申	Ƨ	«n	1	失	人	臻	开	三	平	真	书
C5492	伸	Ƨ	«n	1	失	人	臻	开	三	平	真	书
C5493	呻	Ƨ	«n	1	失	人	臻	开	三	平	真	书
C5494	绅	Ƨ	«n	1	失	人	臻	开	三	平	真	书
C5495	娠	Ƨ	«n	1	失	人	臻	开	三	平	真	书
C5496	神	Ƨ	«n	2	食	邻	臻	开	三	平	真	船
C5497	审	Ƨ	«n	3	式	荏	深	开	三	上	寝	书
C5498	婶	Ƨ	«n	3	式	荏	深	开	三	上	寝	书
C5499	沉	Ƨ	«n	3	式	荏	深	开	三	上	寝	书
C5500	谂	Ƨ	«n	3	式	荏	深	开	三	上	寝	书
C5501	哂	Ƨ	«n	3	式	忍	臻	开	三	上	轸	书
C5502	矧	Ƨ	«n	3	式	忍	臻	开	三	上	轸	书
C5503	渗	Ƨ	«n	4	所	禁	深	开	三	去	沁	生
C5504	葚	Ƨ	«n	4	食	荏	深	开	三	上	寝	船
C5505	甚	Ƨ	«n	4	常	枕	深	开	三	上	寝	禅
C5506	肾	Ƨ	«n	4	时	忍	臻	开	三	上	轸	禅
C5507	祳	Ƨ	«n	4	时	忍	臻	开	三	上	轸	禅
C5508	蜄	Ƨ	«n	4	时	忍	臻	开	三	上	轸	禅
C5509	慎	Ƨ	«n	4	时	刃	臻	开	三	去	震	禅
C5510	蜃	Ƨ	«n	4	时	刃	臻	开	三	去	震	禅
C5511	壬	½	«n	2	如	林	深	开	三	平	侵	日
C5512	任	½	«n	2	如	林	深	开	三	平	侵	日
C5513	人	½	«n	2	如	邻	臻	开	三	平	真	日
C5514	仁	½	«n	2	如	邻	臻	开	三	平	真	日
C5515	稔	½	«n	3	如	甚	深	开	三	上	寝	日
C5516	荏	½	«n	3	如	甚	深	开	三	上	寝	日
C5517	忍	½	«n	3	而	轸	臻	开	三	上	轸	日
C5518	葚	½	«n	4	食	荏	深	开	三	上	寝	船
C5519	饪	½	«n	4	如	甚	深	开	三	上	寝	日
C5520	饪	½	«n	4	如	鸩	深	开	三	去	沁	日
C5521	任	½	«n	4	汝	鸩	深	开	三	去	沁	日
C5522	妊	½	«n	4	汝	鸩	深	开	三	去	沁	日
C5523	纴	½	«n	4	汝	鸩	深	开	三	去	沁	日
C5524	衽	½	«n	4	汝	鸩	深	开	三	去	沁	日
C5525	刃	½	«n	4	而	振	臻	开	三	去	震	日
C5526	认	½	«n	4	而	振	臻	开	三	去	震	日
C5527	韧	½	«n	4	而	振	臻	开	三	去	震	日
C5528	仞	½	«n	4	而	振	臻	开	三	去	震	日
C5529	轫	½	«n	4	而	振	臻	开	三	去	震	日
C5530	讱	½	«n	4	而	振	臻	开	三	去	震	日
C5531	跟	k	«n	1	古	痕	臻	开	一	平	痕	见
C5532	根	k	«n	1	古	痕	臻	开	一	平	痕	见
C5533	艮	k	«n	4	古	恨	臻	开	一	去	恨	见
C5534	亘	k	«n	4	古	邓	曾	开	一	去	嶝	见
C5535	恳	kh	«n	3	康	很	臻	开	一	上	很	溪
C5536	垦	kh	«n	3	康	很	臻	开	一	上	很	溪
C5537	龈	kh	«n	3	康	很	臻	开	一	上	很	溪
C5538	啃	kh	«n	3	康	很	臻	开	一	上	很	溪
C5539	肯	kh	«n	3	苦	等	曾	开	一	上	等	溪
C5540	痕	x	«n	2	户	恩	臻	开	一	平	痕	匣
C5541	很	x	«n	3	胡	恳	臻	开	一	上	很	匣
C5542	恨	x	«n	4	胡	艮	臻	开	一	去	恨	匣
C5543	恩	Ʒ	«n	1	乌	痕	臻	开	一	平	痕	影
C5544	彬	p	in	1	府	巾	臻	开	三	平	真	帮
C5545	斌	p	in	1	府	巾	臻	开	三	平	真	帮
C5546	份	p	in	1	府	巾	臻	开	三	平	真	帮
C5547	邠	p	in	1	府	巾	臻	开	三	平	真	帮
C5548	豳	p	in	1	府	巾	臻	开	三	平	真	帮
C5549	宾	p	in	1	必	邻	臻	开	三	平	真	帮
C5550	镔	p	in	1	必	邻	臻	开	三	平	真	帮
C5551	滨	p	in	1	必	邻	臻	开	三	平	真	帮
C5552	濒	p	in	1	必	邻	臻	开	三	平	真	帮
C5553	殡	p	in	4	必	刃	臻	开	三	去	震	帮
C5554	鬓	p	in	4	必	刃	臻	开	三	去	震	帮
C5555	摈	p	in	4	必	刃	臻	开	三	去	震	帮
C5556	傧	p	in	4	必	刃	臻	开	三	去	震	帮
C5557	膑	p	in	4	毗	忍	臻	开	三	上	轸	並
C5558	髌	p	in	4	毗	忍	臻	开	三	上	轸	並
C5559	缤	ph	in	1	匹	宾	臻	开	三	平	真	滂
C5560		ph	in	1	匹	宾	臻	开	三	平	真	滂
C5561	姘	ph	in	1	普	丁	梗	开	四	平	青	滂
C5562	贫	ph	in	2	符	巾	臻	开	三	平	真	並
C5563	频	ph	in	2	符	真	臻	开	三	平	真	並
C5564	濒	ph	in	2	符	真	臻	开	三	平	真	並
C5565	苹	ph	in	2	符	真	臻	开	三	平	真	並
C5566	颦	ph	in	2	符	真	臻	开	三	平	真	並
C5567	嚬	ph	in	2	符	真	臻	开	三	平	真	並
C5568	嫔	ph	in	2	符	真	臻	开	三	平	真	並
C5569	品	ph	in	3	丕	饮	深	开	三	上	寝	滂
C5570	牝	ph	in	4	毗	忍	臻	开	三	上	轸	並
C5571	聘	ph	in	4	匹	正	梗	开	三	去	劲	滂
C5572	岷	m	in	2	武	巾	臻	开	三	平	真	明
C5573	珉	m	in	2	武	巾	臻	开	三	平	真	明
C5574	缗	m	in	2	武	巾	臻	开	三	平	真	明
C5575	闽	m	in	2	武	巾	臻	开	三	平	真	明
C5576	旻	m	in	2	武	巾	臻	开	三	平	真	明
C5577	忞	m	in	2	武	巾	臻	开	三	平	真	明
C5578	民	m	in	2	弥	邻	臻	开	三	平	真	明
C5579	闵	m	in	3	眉	殒	臻	开	三	上	轸	明
C5580	悯	m	in	3	眉	殒	臻	开	三	上	轸	明
C5581	敏	m	in	3	眉	殒	臻	开	三	上	轸	明
C5582	愍	m	in	3	眉	殒	臻	开	三	上	轸	明
C5583	鳘	m	in	3	眉	殒	臻	开	三	上	轸	明
C5584	抿	m	in	3	美	陨	臻	开	三	上	轸	明
C5585	捪	m	in	3	美	陨	臻	开	三	上	轸	明
C5586	愍	m	in	3	美	陨	臻	开	三	上	轸	明
C5587	泯	m	in	3	武	尽	臻	开	三	上	轸	明
C5588	僶	m	in	3	武	尽	臻	开	三	上	轸	明
C5589	皿	m	in	3	武	永	梗	开	三	上	梗	明
C5590	林	l	in	2	力	寻	深	开	三	平	侵	来
C5591	淋	l	in	2	力	寻	深	开	三	平	侵	来
C5592	琳	l	in	2	力	寻	深	开	三	平	侵	来
C5593	霖	l	in	2	力	寻	深	开	三	平	侵	来
C5594	临	l	in	2	力	寻	深	开	三	平	侵	来
C5595	邻	l	in	2	力	珍	臻	开	三	平	真	来
C5596	鳞	l	in	2	力	珍	臻	开	三	平	真	来
C5597	磷	l	in	2	力	珍	臻	开	三	平	真	来
C5598	粦	l	in	2	力	珍	臻	开	三	平	真	来
C5599	麟	l	in	2	力	珍	臻	开	三	平	真	来
C5600	粼	l	in	2	力	珍	臻	开	三	平	真	来
C5601	嶙	l	in	2	力	珍	臻	开	三	平	真	来
C5602	辚	l	in	2	力	珍	臻	开	三	平	真	来
C5603	璘	l	in	2	力	珍	臻	开	三	平	真	来
C5604	凛	l	in	3	力	稔	深	开	三	上	寝	来
C5605	廪	l	in	3	力	稔	深	开	三	上	寝	来
C5606	懔	l	in	3	力	稔	深	开	三	上	寝	来
C5607	檩	l	in	3	力	锦	深	开	三	上	寝	来
C5608	赁	l	in	4	乃	禁	深	开	三	去	沁	泥
C5609	淋	l	in	4	力	鸩	深	开	三	去	沁	来
C5610	吝	l	in	4	良	刃	臻	开	三	去	震	来
C5611	蔺	l	in	4	良	刃	臻	开	三	去	震	来
C5612	轥	l	in	4	良	刃	臻	开	三	去	震	来
C5613	遴	l	in	4	良	刃	臻	开	三	去	震	来
C5614	躏	l	in	4	良	刃	臻	开	三	去	震	来
C5615	祲	tþ	in	1	子	心	深	开	三	平	侵	精
C5616	綅	tþ	in	1	子	心	深	开	三	平	侵	精
C5617	津	tþ	in	1	将	邻	臻	开	三	平	真	精
C5618	今	tþ	in	1	居	吟	深	开	三	平	侵	见
C5619	金	tþ	in	1	居	吟	深	开	三	平	侵	见
C5620	襟	tþ	in	1	居	吟	深	开	三	平	侵	见
C5621	禁	tþ	in	1	居	吟	深	开	三	平	侵	见
C5622	巾	tþ	in	1	居	银	臻	开	三	平	真	见
C5623	斤	tþ	in	1	举	欣	臻	开	三	平	殷	见
C5624	筋	tþ	in	1	举	欣	臻	开	三	平	殷	见
C5625	矜	tþ	in	1	居	陵	曾	开	三	平	蒸	见
C5626	锦	tþ	in	3	居	饮	深	开	三	上	寝	见
C5627	儘	tþ	in	3	即	忍	臻	开	三	上	轸	精
C5628	紧	tþ	in	3	居	忍	臻	开	三	上	轸	见
C5629	仅	tþ	in	3	渠	遴	臻	开	三	去	震	群
C5630	廑	tþ	in	3	渠	遴	臻	开	三	去	震	群
C5631	瑾	tþ	in	3	渠	遴	臻	开	三	去	震	群
C5632	馑	tþ	in	3	渠	遴	臻	开	三	去	震	群
C5633	墐	tþ	in	3	渠	遴	臻	开	三	去	震	群
C5634	谨	tþ	in	3	居	隐	臻	开	三	上	隐	见
C5635	槿	tþ	in	3	居	隐	臻	开	三	上	隐	见
C5636	堇	tþ	in	3	居	隐	臻	开	三	上	隐	见
C5637	卺	tþ	in	3	居	隐	臻	开	三	上	隐	见
C5638	浸	tþ	in	4	子	鸩	深	开	三	去	沁	精
C5639	禁	tþ	in	4	居	荫	深	开	三	去	沁	见
C5640	噤	tþ	in	4	巨	禁	深	开	三	去	沁	群
C5641	凚	tþ	in	4	巨	禁	深	开	三	去	沁	群
C5642	妗	tþ	in	4	巨	禁	深	开	三	去	沁	群
C5643	进	tþ	in	4	即	刃	臻	开	三	去	震	精
C5644	晋	tþ	in	4	即	刃	臻	开	三	去	震	精
C5645	搢	tþ	in	4	即	刃	臻	开	三	去	震	精
C5646	缙	tþ	in	4	即	刃	臻	开	三	去	震	精
C5647	瑨	tþ	in	4	即	刃	臻	开	三	去	震	精
C5648	尽	tþ	in	4	慈	忍	臻	开	三	上	轸	从
C5649	烬	tþ	in	4	徐	刃	臻	开	三	去	震	邪
C5650	荩	tþ	in	4	徐	刃	臻	开	三	去	震	邪
C5651	赆	tþ	in	4	徐	刃	臻	开	三	去	震	邪
C5652	觐	tþ	in	4	渠	遴	臻	开	三	去	震	群
C5653	殣	tþ	in	4	渠	遴	臻	开	三	去	震	群
C5654	近	tþ	in	4	其	谨	臻	开	三	上	隐	群
C5655	瘽	tþ	in	4	其	谨	臻	开	三	上	隐	群
C5656	劲	tþ	in	4	居	焮	臻	开	三	去	焮	见
C5657	劤	tþ	in	4	居	焮	臻	开	三	去	焮	见
C5658	靳	tþ	in	4	居	焮	臻	开	三	去	焮	见
C5659	侵	tþh	in	1	七	林	深	开	三	平	侵	清
C5660	骎	tþh	in	1	七	林	深	开	三	平	侵	清
C5661	钦	tþh	in	1	去	金	深	开	三	平	侵	溪
C5662	嵚	tþh	in	1	去	金	深	开	三	平	侵	溪
C5663	衾	tþh	in	1	去	金	深	开	三	平	侵	溪
C5664	亲	tþh	in	1	七	人	臻	开	三	平	真	清
C5665	琴	tþh	in	2	巨	金	深	开	三	平	侵	群
C5666	芩	tþh	in	2	巨	金	深	开	三	平	侵	群
C5667	禽	tþh	in	2	巨	金	深	开	三	平	侵	群
C5668	擒	tþh	in	2	巨	金	深	开	三	平	侵	群
C5669	檎	tþh	in	2	巨	金	深	开	三	平	侵	群
C5670	秦	tþh	in	2	匠	邻	臻	开	三	平	真	从
C5671	螓	tþh	in	2	匠	邻	臻	开	三	平	真	从
C5672	勤	tþh	in	2	巨	斤	臻	开	三	平	殷	群
C5673	懃	tþh	in	2	巨	斤	臻	开	三	平	殷	群
C5674	芹	tþh	in	2	巨	斤	臻	开	三	平	殷	群
C5675	寝	tþh	in	3	七	稔	深	开	三	上	寝	清
C5676	吣	tþh	in	4	七	鸩	深	开	三	去	沁	清
C5677	唚	tþh	in	4	七	鸩	深	开	三	去	沁	清
C5678	沁	tþh	in	4	七	鸩	深	开	三	去	沁	清
C5679	揿	tþh	in	4	丘	禁	深	开	三	去	沁	溪
C5680	搇	tþh	in	4	丘	禁	深	开	三	去	沁	溪
C5681	心	þ	in	1	息	林	深	开	三	平	侵	心
C5682	歆	þ	in	1	许	金	深	开	三	平	侵	晓
C5683	廞	þ	in	1	许	金	深	开	三	平	侵	晓
C5684	辛	þ	in	1	息	邻	臻	开	三	平	真	心
C5685	新	þ	in	1	息	邻	臻	开	三	平	真	心
C5686	薪	þ	in	1	息	邻	臻	开	三	平	真	心
C5687	欣	þ	in	1	许	斤	臻	开	三	平	殷	晓
C5688	忻	þ	in	1	许	斤	臻	开	三	平	殷	晓
C5689	欣	þ	in	1	许	斤	臻	开	三	平	殷	晓
C5690	炘	þ	in	1	许	斤	臻	开	三	平	殷	晓
C5691	昕	þ	in	1	许	斤	臻	开	三	平	殷	晓
C5692	馨	þ	in	1	呼	刑	梗	开	四	平	青	晓
C5693	寻	þ	in	2	徐	林	深	开	三	平	侵	邪
C5694	信	þ	in	4	息	晋	臻	开	三	去	震	心
C5695	囟	þ	in	4	息	晋	臻	开	三	去	震	心
C5696	顖	þ	in	4	息	晋	臻	开	三	去	震	心
C5697	衅	þ	in	4	许	觐	臻	开	三	去	震	晓
C5698	焮	þ	in	4	香	靳	臻	开	三	去	焮	晓
C5699		þ	in	4	香	靳	臻	开	三	去	焮	晓
C5700	脪	þ	in	4	香	靳	臻	开	三	去	焮	晓
C5701	音	Ʒ	in	1	於	金	深	开	三	平	侵	影
C5702	阴	Ʒ	in	1	於	金	深	开	三	平	侵	影
C5703	喑	Ʒ	in	1	於	金	深	开	三	平	侵	影
C5704	瘖	Ʒ	in	1	於	金	深	开	三	平	侵	影
C5705	愔	Ʒ	in	1	挹	淫	深	开	三	平	侵	影
C5706	因	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5707	姻	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5708	茵	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5709	骃	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5710	絪	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5711	湮	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5712	堙	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5713	烟	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5714	氤	Ʒ	in	1	於	真	臻	开	三	平	真	影
C5715	殷	Ʒ	in	1	於	斤	臻	开	三	平	殷	影
C5716	慇	Ʒ	in	1	於	斤	臻	开	三	平	殷	影
C5717	吟	Ʒ	in	2	鱼	金	深	开	三	平	侵	疑
C5718	淫	Ʒ	in	2	馀	针	深	开	三	平	侵	以
C5719	婬	Ʒ	in	2	馀	针	深	开	三	平	侵	以
C5720	霪	Ʒ	in	2	馀	针	深	开	三	平	侵	以
C5721	银	Ʒ	in	2	语	巾	臻	开	三	平	真	疑
C5722	垠	Ʒ	in	2	语	巾	臻	开	三	平	真	疑
C5723	狺	Ʒ	in	2	语	巾	臻	开	三	平	真	疑
C5724	誾	Ʒ	in	2	语	巾	臻	开	三	平	真	疑
C5725	嚚	Ʒ	in	2	语	巾	臻	开	三	平	真	疑
C5726	寅	Ʒ	in	2	翼	真	臻	开	三	平	真	以
C5727	夤	Ʒ	in	2	翼	真	臻	开	三	平	真	以
C5728	螾	Ʒ	in	2	翼	真	臻	开	三	平	真	以
C5729	龈	Ʒ	in	2	语	斤	臻	开	三	平	殷	疑
C5730	鄞	Ʒ	in	2	语	斤	臻	开	三	平	殷	疑
C5731	饮	Ʒ	in	3	於	锦	深	开	三	上	寝	影
C5732	听	Ʒ	in	3	宜	引	臻	开	三	上	轸	疑
C5733	引	Ʒ	in	3	余	忍	臻	开	三	上	轸	以
C5734	蚓	Ʒ	in	3	余	忍	臻	开	三	上	轸	以
C5735	靷	Ʒ	in	3	余	忍	臻	开	三	上	轸	以
C5736	隐	Ʒ	in	3	於	谨	臻	开	三	上	隐	影
C5737		Ʒ	in	3	於	谨	臻	开	三	上	隐	影
C5738	檃	Ʒ	in	3	於	谨	臻	开	三	上	隐	影
C5739	尹	Ʒ	in	3	余	准	臻	合	三	上	准	以
C5740	窨	Ʒ	in	4	於	禁	深	开	三	去	沁	影
C5741	饮	Ʒ	in	4	於	禁	深	开	三	去	沁	影
C5742	廕	Ʒ	in	4	於	禁	深	开	三	去	沁	影
C5743	荫	Ʒ	in	4	於	禁	深	开	三	去	沁	影
C5744	憗	Ʒ	in	4	鱼	觐	臻	开	三	去	震	疑
C5745	印	Ʒ	in	4	於	刃	臻	开	三	去	震	影
C5746	胤	Ʒ	in	4	羊	晋	臻	开	三	去	震	以
C5747	敦	t	u«n	1	都	昆	臻	合	一	平	魂	端
C5748	墩	t	u«n	1	都	昆	臻	合	一	平	魂	端
C5749	墪	t	u«n	1	都	昆	臻	合	一	平	魂	端
C5750	驐	t	u«n	1	都	昆	臻	合	一	平	魂	端
C5751	惇	t	u«n	1	都	昆	臻	合	一	平	魂	端
C5752	蹲	t	u«n	1	徂	尊	臻	合	一	平	魂	从
C5753	顿	t	u«n	4	都	困	臻	合	一	去	慁	端
C5754	囤	t	u«n	4	徒	损	臻	合	一	上	混	定
C5755	沌	t	u«n	4	徒	损	臻	合	一	上	混	定
C5756	盾	t	u«n	4	徒	损	臻	合	一	上	混	定
C5757	钝	t	u«n	4	徒	困	臻	合	一	去	慁	定
C5758	遁	t	u«n	4	徒	困	臻	合	一	去	慁	定
C5759	遯	t	u«n	4	徒	困	臻	合	一	去	慁	定
C5760	吞	th	u«n	1	吐	根	臻	开	一	平	痕	透
C5761	屯	th	u«n	2	徒	浑	臻	合	一	平	魂	定
C5762	豚	th	u«n	2	徒	浑	臻	合	一	平	魂	定
C5763	饨	th	u«n	2	徒	浑	臻	合	一	平	魂	定
C5764	臀	th	u«n	2	徒	浑	臻	合	一	平	魂	定
C5765	嫩	n	u«n	4	奴	困	臻	合	一	去	慁	泥
C5766	论	l	u«n	2	卢	昆	臻	合	一	平	魂	来
C5767	崙	l	u«n	2	卢	昆	臻	合	一	平	魂	来
C5768	轮	l	u«n	2	力	迍	臻	合	三	平	谆	来
C5769	伦	l	u«n	2	力	迍	臻	合	三	平	谆	来
C5770	纶	l	u«n	2	力	迍	臻	合	三	平	谆	来
C5771	抡	l	u«n	2	力	迍	臻	合	三	平	谆	来
C5772	仑	l	u«n	2	力	迍	臻	合	三	平	谆	来
C5773	论	l	u«n	4	卢	困	臻	合	一	去	慁	来
C5774	尊	ts	u«n	1	祖	昆	臻	合	一	平	魂	精
C5775	樽	ts	u«n	1	祖	昆	臻	合	一	平	魂	精
C5776	罇	ts	u«n	1	祖	昆	臻	合	一	平	魂	精
C5777	遵	ts	u«n	1	将	伦	臻	合	三	平	谆	精
C5778	撙	ts	u«n	3	兹	损	臻	合	一	上	混	精
C5779	俊	ts	u«n	4	子	峻	臻	合	三	去	稕	精
C5780	村	tsh	u«n	1	此	尊	臻	合	一	平	魂	清
C5781	皴	tsh	u«n	1	七	伦	臻	合	三	平	谆	清
C5782	存	tsh	u«n	2	徂	尊	臻	合	一	平	魂	从
C5783	蹲	tsh	u«n	2	徂	尊	臻	合	一	平	魂	从
C5784	忖	tsh	u«n	3	仓	本	臻	合	一	上	混	清
C5785	寸	tsh	u«n	4	仓	困	臻	合	一	去	慁	清
C5786	孙	s	u«n	1	思	浑	臻	合	一	平	魂	心
C5787	狲	s	u«n	1	思	浑	臻	合	一	平	魂	心
C5788	搎	s	u«n	1	思	浑	臻	合	一	平	魂	心
C5789	荪	s	u«n	1	思	浑	臻	合	一	平	魂	心
C5790	飧	s	u«n	1	思	浑	臻	合	一	平	魂	心
C5791	损	s	u«n	3	苏	本	臻	合	一	上	混	心
C5792	笋	s	u«n	3	思	尹	臻	合	三	上	准	心
C5793	笋	s	u«n	3	思	尹	臻	合	三	上	准	心
C5794	隼	s	u«n	3	思	尹	臻	合	三	上	准	心
C5795	榫	s	u«n	3	耸	尹	臻	合	三	上	准	心
C5796	谆	tƧ	u«n	1	章	伦	臻	合	三	平	谆	章
C5797	肫	tƧ	u«n	1	章	伦	臻	合	三	平	谆	章
C5798	準	tƧ	u«n	3	之	尹	臻	合	三	上	准	章
C5799	准	tƧ	u«n	3	之	尹	臻	合	三	上	准	章
C5800	椿	tƧh	u«n	1	丑	伦	臻	合	三	平	谆	彻
C5801	春	tƧh	u«n	1	昌	唇	臻	合	三	平	谆	昌
C5802	脣	tƧh	u«n	2	食	伦	臻	合	三	平	谆	船
C5803	唇	tƧh	u«n	2	食	伦	臻	合	三	平	谆	船
C5804	滣	tƧh	u«n	2	食	伦	臻	合	三	平	谆	船
C5805	纯	tƧh	u«n	2	常	伦	臻	合	三	平	谆	禅
C5806	莼	tƧh	u«n	2	常	伦	臻	合	三	平	谆	禅
C5807	蓴	tƧh	u«n	2	常	伦	臻	合	三	平	谆	禅
C5808	醇	tƧh	u«n	2	常	伦	臻	合	三	平	谆	禅
C5809	淳	tƧh	u«n	2	常	伦	臻	合	三	平	谆	禅
C5810	鹑	tƧh	u«n	2	常	伦	臻	合	三	平	谆	禅
C5811	蠢	tƧh	u«n	3	尺	尹	臻	合	三	上	准	昌
C5812	隼	Ƨ	u«n	3	思	尹	臻	合	三	上	准	心
C5813	盾	Ƨ	u«n	3	食	尹	臻	合	三	上	准	船
C5814	楯	Ƨ	u«n	3	食	尹	臻	合	三	上	准	船
C5815	吮	Ƨ	u«n	3	食	尹	臻	合	三	上	准	船
C5816	顺	Ƨ	u«n	4	食	闰	臻	合	三	去	稕	船
C5817	舜	Ƨ	u«n	4	舒	闰	臻	合	三	去	稕	书
C5818	瞬	Ƨ	u«n	4	舒	闰	臻	合	三	去	稕	书
C5819	润	½	u«n	4	如	顺	臻	合	三	去	稕	日
C5820	闰	½	u«n	4	如	顺	臻	合	三	去	稕	日
C5821	衮	k	u«n	3	古	本	臻	合	一	上	混	见
C5822	绲	k	u«n	3	古	本	臻	合	一	上	混	见
C5823	鲧	k	u«n	3	古	本	臻	合	一	上	混	见
C5824	滚	k	u«n	3	古	本	臻	合	一	上	混	见
C5825	昆	kh	u«n	1	古	浑	臻	合	一	平	魂	见
C5826	崑	kh	u«n	1	古	浑	臻	合	一	平	魂	见
C5827	琨	kh	u«n	1	古	浑	臻	合	一	平	魂	见
C5828	鲲	kh	u«n	1	古	浑	臻	合	一	平	魂	见
C5829	坤	kh	u«n	1	苦	昆	臻	合	一	平	魂	溪
C5830	髡	kh	u«n	1	苦	昆	臻	合	一	平	魂	溪
C5831	捆	kh	u«n	3	苦	本	臻	合	一	上	混	溪
C5832	稛	kh	u«n	3	苦	本	臻	合	一	上	混	溪
C5833	阃	kh	u«n	3	苦	本	臻	合	一	上	混	溪
C5834	壸	kh	u«n	3	苦	本	臻	合	一	上	混	溪
C5835	悃	kh	u«n	3	苦	本	臻	合	一	上	混	溪
C5836	困	kh	u«n	4	苦	闷	臻	合	一	去	慁	溪
C5837	睏	kh	u«n	4	苦	闷	臻	合	一	去	慁	溪
C5838	昏	x	u«n	1	呼	昆	臻	合	一	平	魂	晓
C5839	婚	x	u«n	1	呼	昆	臻	合	一	平	魂	晓
C5840	阍	x	u«n	1	呼	昆	臻	合	一	平	魂	晓
C5841	惛	x	u«n	1	呼	昆	臻	合	一	平	魂	晓
C5842	荤	x	u«n	1	许	云	臻	合	三	平	文	晓
C5843	浑	x	u«n	2	户	昆	臻	合	一	平	魂	匣
C5844	珲	x	u«n	2	户	昆	臻	合	一	平	魂	匣
C5845	魂	x	u«n	2	户	昆	臻	合	一	平	魂	匣
C5846	馄	x	u«n	2	户	昆	臻	合	一	平	魂	匣
C5847	混	x	u«n	4	胡	本	臻	合	一	上	混	匣
C5848	圂	x	u«n	4	胡	困	臻	合	一	去	慁	匣
