编号1	字目	京声	京韵	京调	上字	下字	韵摄	开合	等列	古调	古韵	古声
C5849	慁	x	u«n	4	胡	困	臻	合	一	去	慁	匣
C5850	溷	x	u«n	4	胡	困	臻	合	一	去	慁	匣
C5851	温	Ʒ	u«n	1	乌	浑	臻	合	一	平	魂	影
C5852	瘟	Ʒ	u«n	1	乌	昆	臻	合	一	平	魂	影
C5853	文	Ʒ	u«n	2	无	分	臻	合	三	平	文	微
C5854	纹	Ʒ	u«n	2	无	分	臻	合	三	平	文	微
C5855	蚊	Ʒ	u«n	2	无	分	臻	合	三	平	文	微
C5856	雯	Ʒ	u«n	2	无	分	臻	合	三	平	文	微
C5857	闻	Ʒ	u«n	2	无	分	臻	合	三	平	文	微
C5858	阌	Ʒ	u«n	2	无	分	臻	合	三	平	文	微
C5859	闅	Ʒ	u«n	2	无	分	臻	合	三	平	文	微
C5860	稳	Ʒ	u«n	3	乌	本	臻	合	一	上	混	影
C5861	吻	Ʒ	u«n	3	武	粉	臻	合	三	上	吻	微
C5862	刎	Ʒ	u«n	3	武	粉	臻	合	三	上	吻	微
C5863	紊	Ʒ	u«n	3	亡	运	臻	合	三	去	问	微
C5864	问	Ʒ	u«n	4	亡	运	臻	合	三	去	问	微
C5865	抆	Ʒ	u«n	4	亡	运	臻	合	三	去	问	微
C5866	紊	Ʒ	u«n	4	亡	运	臻	合	三	去	问	微
C5867	璺	Ʒ	u«n	4	亡	运	臻	合	三	去	问	微
C5868	麏	tþ	yn	1	居	筠	臻	合	三	平	真	见
C5869	均	tþ	yn	1	居	匀	臻	合	三	平	谆	见
C5870	钧	tþ	yn	1	居	匀	臻	合	三	平	谆	见
C5871	君	tþ	yn	1	举	云	臻	合	三	平	文	见
C5872	军	tþ	yn	1	举	云	臻	合	三	平	文	见
C5873	皲	tþ	yn	1	举	云	臻	合	三	平	文	见
C5874	窘	tþ	yn	3	渠	殒	臻	合	三	上	轸	群
C5875	竣	tþ	yn	4	七	伦	臻	合	三	平	谆	清
C5876	俊	tþ	yn	4	子	峻	臻	合	三	去	稕	精
C5877	骏	tþ	yn	4	子	峻	臻	合	三	去	稕	精
C5878	畯	tþ	yn	4	子	峻	臻	合	三	去	稕	精
C5879	寯	tþ	yn	4	子	峻	臻	合	三	去	稕	精
C5880	儁	tþ	yn	4	子	峻	臻	合	三	去	稕	精
C5881	濬	tþ	yn	4	私	润	臻	合	三	去	稕	心
C5882	浚	tþ	yn	4	私	润	臻	合	三	去	稕	心
C5883	峻	tþ	yn	4	私	润	臻	合	三	去	稕	心
C5884	菌	tþ	yn	4	渠	殒	臻	合	三	上	轸	群
C5885	捃	tþ	yn	4	君	运	臻	合	三	去	问	见
C5886	攈	tþ	yn	4	君	运	臻	合	三	去	问	见
C5887	郡	tþ	yn	4	渠	运	臻	合	三	去	问	群
C5888	群	tþh	yn	2	渠	云	臻	合	三	平	文	群
C5889	裙	tþh	yn	2	渠	云	臻	合	三	平	文	群
C5890	熏	þ	yn	1	许	云	臻	合	三	平	文	晓
C5891	燻	þ	yn	1	许	云	臻	合	三	平	文	晓
C5892	曛	þ	yn	1	许	云	臻	合	三	平	文	晓
C5893	薰	þ	yn	1	许	云	臻	合	三	平	文	晓
C5894	醺	þ	yn	1	许	云	臻	合	三	平	文	晓
C5895	勳	þ	yn	1	许	云	臻	合	三	平	文	晓
C5896	勋	þ	yn	1	许	云	臻	合	三	平	文	晓
C5897	寻	þ	yn	2	徐	林	深	开	三	平	侵	邪
C5898	浔	þ	yn	2	徐	林	深	开	三	平	侵	邪
C5899	挦	þ	yn	2	徐	林	深	开	三	平	侵	邪
C5900	荀	þ	yn	2	相	伦	臻	合	三	平	谆	心
C5901	询	þ	yn	2	相	伦	臻	合	三	平	谆	心
C5902	洵	þ	yn	2	相	伦	臻	合	三	平	谆	心
C5903	恂	þ	yn	2	相	伦	臻	合	三	平	谆	心
C5904	栒	þ	yn	2	须	伦	臻	合	三	平	谆	心
C5905	旬	þ	yn	2	祥	遵	臻	合	三	平	谆	邪
C5906	循	þ	yn	2	祥	遵	臻	合	三	平	谆	邪
C5907	巡	þ	yn	2	祥	遵	臻	合	三	平	谆	邪
C5908	驯	þ	yn	2	祥	遵	臻	合	三	平	谆	邪
C5909	汛	þ	yn	4	息	晋	臻	开	三	去	震	心
C5910	讯	þ	yn	4	息	晋	臻	开	三	去	震	心
C5911	巽	þ	yn	4	苏	困	臻	合	一	去	慁	心
C5912	噀	þ	yn	4	苏	困	臻	合	一	去	慁	心
C5913	逊	þ	yn	4	苏	困	臻	合	一	去	慁	心
C5914	迅	þ	yn	4	私	闰	臻	合	三	去	稕	心
C5915	濬	þ	yn	4	私	闰	臻	合	三	去	稕	心
C5916	殉	þ	yn	4	辞	闰	臻	合	三	去	稕	邪
C5917	徇	þ	yn	4	辞	闰	臻	合	三	去	稕	邪
C5918	训	þ	yn	4	许	运	臻	合	三	去	问	晓
C5919	熏	þ	yn	4	呼	运	臻	合	三	去	问	晓
C5920	缊	Ʒ	yn	1	於	云	臻	合	三	平	文	影
C5921	煴	Ʒ	yn	1	於	云	臻	合	三	平	文	影
C5922	氲	Ʒ	yn	1	於	云	臻	合	三	平	文	影
C5923	筠	Ʒ	yn	2	为	赟	臻	合	三	平	真	云
C5924	匀	Ʒ	yn	2	羊	伦	臻	合	三	平	谆	以
C5925	畇	Ʒ	yn	2	羊	伦	臻	合	三	平	谆	以
C5926	云	Ʒ	yn	2	王	分	臻	合	三	平	文	云
C5927	雲	Ʒ	yn	2	王	分	臻	合	三	平	文	云
C5928	耘	Ʒ	yn	2	王	分	臻	合	三	平	文	云
C5929	芸	Ʒ	yn	2	王	分	臻	合	三	平	文	云
C5930	妘	Ʒ	yn	2	王	分	臻	合	三	平	文	云
C5931	郧	Ʒ	yn	2	王	分	臻	合	三	平	文	云
C5932	蕓	Ʒ	yn	2	王	分	臻	合	三	平	文	云
C5933	陨	Ʒ	yn	3	于	敏	臻	合	三	上	轸	云
C5934	殒	Ʒ	yn	3	于	敏	臻	合	三	上	轸	云
C5935	允	Ʒ	yn	3	余	准	臻	合	三	上	准	以
C5936	蕴	Ʒ	yn	4	於	问	臻	合	三	去	问	影
C5937	愠	Ʒ	yn	4	於	问	臻	合	三	去	问	影
C5938	酝	Ʒ	yn	4	於	问	臻	合	三	去	问	影
C5939	熨	Ʒ	yn	4	纡	问	臻	合	三	去	问	影
C5940	韵	Ʒ	yn	4	王	问	臻	合	三	去	问	云
C5941	韻	Ʒ	yn	4	王	问	臻	合	三	去	问	云
C5942	运	Ʒ	yn	4	王	问	臻	合	三	去	问	云
C5943	晕	Ʒ	yn	4	王	问	臻	合	三	去	问	云
C5944	郓	Ʒ	yn	4	王	问	臻	合	三	去	问	云
C5945	恽	Ʒ	yn	4	王	问	臻	合	三	去	问	云
C5946	孕	Ʒ	yn	4	以	证	曾	开	三	去	证	以
C5947	帮	p	aN	1	博	旁	宕	开	一	平	唐	帮
C5948	邦	p	aN	1	博	江	江	开	二	平	江	帮
C5949	浜	p	aN	1	布	耕	梗	开	二	平	耕	帮
C5950	榜	p	aN	3	北	朗	宕	开	一	上	荡	帮
C5951	牓	p	aN	3	北	朗	宕	开	一	上	荡	帮
C5952	蒡	p	aN	3	北	朗	宕	开	一	上	荡	帮
C5953	谤	p	aN	4	补	旷	宕	开	一	去	宕	帮
C5954	傍	p	aN	4	蒲	浪	宕	开	一	去	宕	並
C5955	棒	p	aN	4	步	项	江	开	二	上	讲	並
C5956	蚌	p	aN	4	步	项	江	开	二	上	讲	並
C5957	滂	ph	aN	1	普	郎	宕	开	一	平	唐	滂
C5958	胮	ph	aN	1	匹	江	江	开	二	平	江	滂
C5959	霶	ph	aN	2	普	郎	宕	开	一	平	唐	滂
C5960	雱	ph	aN	2	普	郎	宕	开	一	平	唐	滂
C5961	滂	ph	aN	2	普	郎	宕	开	一	平	唐	滂
C5962	旁	ph	aN	2	步	光	宕	开	一	平	唐	並
C5963	傍	ph	aN	2	步	光	宕	开	一	平	唐	並
C5964	膀	ph	aN	2	步	光	宕	开	一	平	唐	並
C5965	彷	ph	aN	2	步	光	宕	开	一	平	唐	並
C5966	螃	ph	aN	2	步	光	宕	开	一	平	唐	並
C5967	庞	ph	aN	2	薄	江	江	开	二	平	江	並
C5968	胖	ph	aN	4	匹	绛	江	开	二	去	绛	滂
C5969	肨	ph	aN	4	匹	绛	江	开	二	去	绛	滂
C5970	忙	m	aN	2	莫	郎	宕	开	一	平	唐	明
C5971	芒	m	aN	2	莫	郎	宕	开	一	平	唐	明
C5972	茫	m	aN	2	莫	郎	宕	开	一	平	唐	明
C5973	邙	m	aN	2	莫	郎	宕	开	一	平	唐	明
C5974	铓	m	aN	2	武	方	宕	合	三	平	阳	微
C5975	硭	m	aN	2	武	方	宕	合	三	平	阳	微
C5976	尨	m	aN	2	莫	江	江	开	二	平	江	明
C5977	厖	m	aN	2	莫	江	江	开	二	平	江	明
C5978	盲	m	aN	2	武	庚	梗	开	二	平	庚	明
C5979	虻	m	aN	2	武	庚	梗	开	二	平	庚	明
C5980	蝱	m	aN	2	武	庚	梗	开	二	平	庚	明
C5981	氓	m	aN	2	莫	耕	梗	开	二	平	耕	明
C5982	莽	m	aN	3	模	朗	宕	开	一	上	荡	明
C5983	蟒	m	aN	3	模	朗	宕	开	一	上	荡	明
C5984	漭	m	aN	3	模	朗	宕	开	一	上	荡	明
C5985	方	f	aN	1	府	良	宕	合	三	平	阳	非
C5986	坊	f	aN	1	府	良	宕	合	三	平	阳	非
C5987	枋	f	aN	1	府	良	宕	合	三	平	阳	非
C5988	邡	f	aN	1	府	良	宕	合	三	平	阳	非
C5989	钫	f	aN	1	府	良	宕	合	三	平	阳	非
C5990	肪	f	aN	1	府	良	宕	合	三	平	阳	非
C5991	妨	f	aN	1	敷	方	宕	合	三	平	阳	敷
C5992	芳	f	aN	1	敷	方	宕	合	三	平	阳	敷
C5993	妨	f	aN	2	敷	方	宕	合	三	平	阳	敷
C5994	防	f	aN	2	符	方	宕	合	三	平	阳	奉
C5995	房	f	aN	2	符	方	宕	合	三	平	阳	奉
C5996	鲂	f	aN	2	符	方	宕	合	三	平	阳	奉
C5997	肪	f	aN	2	符	方	宕	合	三	平	阳	奉
C5998	仿	f	aN	3	分	两	宕	合	三	上	养	非
C5999	昉	f	aN	3	分	两	宕	合	三	上	养	非
C6000	纺	f	aN	3	妃	两	宕	合	三	上	养	敷
C6001	仿	f	aN	3	妃	两	宕	合	三	上	养	敷
C6002	彷	f	aN	3	妃	两	宕	合	三	上	养	敷
C6003	舫	f	aN	3	甫	妄	宕	合	三	去	漾	非
C6004	访	f	aN	3	敷	亮	宕	合	三	去	漾	敷
C6005	放	f	aN	4	甫	妄	宕	合	三	去	漾	非
C6006	当	t	aN	1	都	郎	宕	开	一	平	唐	端
C6007	珰	t	aN	1	都	郎	宕	开	一	平	唐	端
C6008	铛	t	aN	1	都	郎	宕	开	一	平	唐	端
C6009	裆	t	aN	1	都	郎	宕	开	一	平	唐	端
C6010	党	t	aN	3	多	朗	宕	开	一	上	荡	端
C6011	谠	t	aN	3	多	朗	宕	开	一	上	荡	端
C6012	当	t	aN	4	丁	浪	宕	开	一	去	宕	端
C6013	挡	t	aN	4	丁	浪	宕	开	一	去	宕	端
C6014	檔	t	aN	4	丁	浪	宕	开	一	去	宕	端
C6015	荡	t	aN	4	徒	朗	宕	开	一	上	荡	定
C6016	荡	t	aN	4	徒	朗	宕	开	一	上	荡	定
C6017	宕	t	aN	4	徒	浪	宕	开	一	去	宕	定
C6018	砀	t	aN	4	徒	浪	宕	开	一	去	宕	定
C6019	菪	t	aN	4	徒	浪	宕	开	一	去	宕	定
C6020	汤	th	aN	1	吐	郎	宕	开	一	平	唐	透
C6021	镗	th	aN	1	吐	郎	宕	开	一	平	唐	透
C6022	蹚	th	aN	1	吐	郎	宕	开	一	平	唐	透
C6023	唐	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6024	糖	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6025	塘	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6026	螗	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6027	溏	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6028	棠	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6029	堂	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6030	摚	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6031	搪	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6032	螳	th	aN	2	徒	郎	宕	开	一	平	唐	定
C6033	帑	th	aN	3	他	朗	宕	开	一	上	荡	透
C6034	傥	th	aN	3	他	朗	宕	开	一	上	荡	透
C6035	倘	th	aN	3	坦	朗	宕	开	一	上	荡	透
C6036	躺	th	aN	3	坦	朗	宕	开	一	上	荡	透
C6037	踼	th	aN	3	坦	朗	宕	开	一	上	荡	透
C6038	烫	th	aN	4	他	浪	宕	开	一	去	宕	透
C6039	趟	th	aN	4	他	浪	宕	开	一	去	宕	透
C6040	荡	th	aN	4	他	浪	宕	开	一	去	宕	透
C6041	囊	n	aN	2	奴	当	宕	开	一	平	唐	泥
C6042	曩	n	aN	3	奴	朗	宕	开	一	上	荡	泥
C6043	攮	n	aN	3	匿	讲	江	开	二	上	讲	泥
C6044	擃	n	aN	3	匿	讲	江	开	二	上	讲	泥
C6045	郎	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6046	廊	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6047	狼	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6048	稂	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6049	琅	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6050	榔	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6051	琅	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6052	踉	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6053	莨	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6054	锒	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6055	螂	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6056	蜋	l	aN	2	鲁	当	宕	开	一	平	唐	来
C6057	蜋	l	aN	2	吕	张	宕	开	三	平	阳	来
C6058	朗	l	aN	3	卢	党	宕	开	一	上	荡	来
C6059	烺	l	aN	3	里	党	宕	开	一	上	荡	来
C6060	浪	l	aN	4	来	宕	宕	开	一	去	宕	来
C6061	阆	l	aN	4	来	宕	宕	开	一	去	宕	来
C6062	莨	l	aN	4	来	宕	宕	开	一	去	宕	来
C6063	臧	ts	aN	1	则	郎	宕	开	一	平	唐	精
C6064	赃	ts	aN	1	则	郎	宕	开	一	平	唐	精
C6065		ts	aN	1	则	郎	宕	开	一	平	唐	精
C6066	驵	ts	aN	3	子	朗	宕	开	一	上	荡	精
C6067	葬	ts	aN	4	则	浪	宕	开	一	去	宕	精
C6068	奘	ts	aN	4	徂	朗	宕	开	一	上	荡	从
C6069	藏	ts	aN	4	徂	浪	宕	开	一	去	宕	从
C6070	脏	ts	aN	4	徂	浪	宕	开	一	去	宕	从
C6071	仓	tsh	aN	1	七	冈	宕	开	一	平	唐	清
C6072	苍	tsh	aN	1	七	冈	宕	开	一	平	唐	清
C6073	舱	tsh	aN	1	七	冈	宕	开	一	平	唐	清
C6074	沧	tsh	aN	1	七	冈	宕	开	一	平	唐	清
C6075	鸧	tsh	aN	1	七	冈	宕	开	一	平	唐	清
C6076	伧	tsh	aN	1	千	刚	宕	开	一	平	唐	清
C6077	藏	tsh	aN	2	昨	郎	宕	开	一	平	唐	从
C6078	桑	s	aN	1	息	郎	宕	开	一	平	唐	心
C6079	丧	s	aN	1	息	郎	宕	开	一	平	唐	心
C6080	磉	s	aN	3	苏	朗	宕	开	一	上	荡	心
C6081	颡	s	aN	3	苏	朗	宕	开	一	上	荡	心
C6082	搡	s	aN	3	写	朗	宕	开	一	上	荡	心
C6083	嗓	s	aN	3	写	朗	宕	开	一	上	荡	心
C6084	丧	s	aN	4	苏	浪	宕	开	一	去	宕	心
C6085	张	tƧ	aN	1	陟	良	宕	开	三	平	阳	知
C6086	粻	tƧ	aN	1	陟	良	宕	开	三	平	阳	知
C6087	章	tƧ	aN	1	诸	良	宕	开	三	平	阳	章
C6088	樟	tƧ	aN	1	诸	良	宕	开	三	平	阳	章
C6089	漳	tƧ	aN	1	诸	良	宕	开	三	平	阳	章
C6090	彰	tƧ	aN	1	诸	良	宕	开	三	平	阳	章
C6091	璋	tƧ	aN	1	诸	良	宕	开	三	平	阳	章
C6092	麞	tƧ	aN	1	诸	良	宕	开	三	平	阳	章
C6093	鄣	tƧ	aN	1	诸	良	宕	开	三	平	阳	章
C6094	嫜	tƧ	aN	1	诸	良	宕	开	三	平	阳	章
C6095	长	tƧ	aN	3	知	丈	宕	开	三	上	养	知
C6096	涨	tƧ	aN	3	展	两	宕	开	三	上	养	知
C6097	掌	tƧ	aN	3	诸	两	宕	开	三	上	养	章
C6098	帐	tƧ	aN	4	知	亮	宕	开	三	去	漾	知
C6099	账	tƧ	aN	4	知	亮	宕	开	三	去	漾	知
C6100	胀	tƧ	aN	4	知	亮	宕	开	三	去	漾	知
C6101	涨	tƧ	aN	4	知	亮	宕	开	三	去	漾	知
C6102	丈	tƧ	aN	4	直	两	宕	开	三	上	养	澄
C6103	杖	tƧ	aN	4	直	两	宕	开	三	上	养	澄
C6104	仗	tƧ	aN	4	直	两	宕	开	三	上	养	澄
C6105	仗	tƧ	aN	4	直	亮	宕	开	三	去	漾	澄
C6106	长	tƧ	aN	4	直	亮	宕	开	三	去	漾	澄
C6107	障	tƧ	aN	4	之	亮	宕	开	三	上	养	章
C6108	瘴	tƧ	aN	4	之	亮	宕	开	三	上	养	章
C6109	嶂	tƧ	aN	4	之	亮	宕	开	三	上	养	章
C6110	伥	tƧh	aN	1	褚	羊	宕	开	三	平	阳	彻
C6111	昌	tƧh	aN	1	尺	良	宕	开	三	平	阳	昌
C6112	倡	tƧh	aN	1	尺	良	宕	开	三	平	阳	昌
C6113	猖	tƧh	aN	1	尺	良	宕	开	三	平	阳	昌
C6114	阊	tƧh	aN	1	尺	良	宕	开	三	平	阳	昌
C6115	鲳	tƧh	aN	1	尺	良	宕	开	三	平	阳	昌
C6116	菖	tƧh	aN	1	尺	良	宕	开	三	平	阳	昌
C6117	长	tƧh	aN	2	直	良	宕	开	三	平	阳	澄
C6118	苌	tƧh	aN	2	直	良	宕	开	三	平	阳	澄
C6119	肠	tƧh	aN	2	直	良	宕	开	三	平	阳	澄
C6120	场	tƧh	aN	2	直	良	宕	开	三	平	阳	澄
C6121	常	tƧh	aN	2	市	羊	宕	开	三	平	阳	禅
C6122	尝	tƧh	aN	2	市	羊	宕	开	三	平	阳	禅
C6123	偿	tƧh	aN	2	市	羊	宕	开	三	平	阳	禅
C6124	嫦	tƧh	aN	2	市	羊	宕	开	三	平	阳	禅
C6125	裳	tƧh	aN	2	市	羊	宕	开	三	平	阳	禅
C6126	鲿	tƧh	aN	2	市	羊	宕	开	三	平	阳	禅
C6127	徜	tƧh	aN	2	市	羊	宕	开	三	平	阳	禅
C6128	昶	tƧh	aN	3	丑	两	宕	开	三	上	养	彻
C6129	鋹	tƧh	aN	3	丑	两	宕	开	三	上	养	彻
C6130	场	tƧh	aN	3	直	良	宕	开	三	平	阳	澄
C6131	敞	tƧh	aN	3	昌	两	宕	开	三	上	养	昌
C6132	厂	tƧh	aN	3	昌	两	宕	开	三	上	养	昌
C6133	氅	tƧh	aN	3	昌	两	宕	开	三	上	养	昌
C6134	畅	tƧh	aN	4	丑	亮	宕	开	三	去	漾	彻
C6135	怅	tƧh	aN	4	丑	亮	宕	开	三	去	漾	彻
C6136	韔	tƧh	aN	4	丑	亮	宕	开	三	去	漾	彻
C6137	鬯	tƧh	aN	4	丑	亮	宕	开	三	去	漾	彻
C6138	唱	tƧh	aN	4	尺	亮	宕	开	三	去	漾	昌
C6139	倡	tƧh	aN	4	尺	亮	宕	开	三	去	漾	昌
C6140	商	Ƨ	aN	1	式	羊	宕	开	三	平	阳	书
C6141	墒	Ƨ	aN	1	式	羊	宕	开	三	平	阳	书
C6142	伤	Ƨ	aN	1	式	羊	宕	开	三	平	阳	书
C6143	殇	Ƨ	aN	1	式	羊	宕	开	三	平	阳	书
C6144	觞	Ƨ	aN	1	式	羊	宕	开	三	平	阳	书
C6145	赏	Ƨ	aN	3	书	两	宕	开	三	上	养	书
C6146	晌	Ƨ	aN	3	书	两	宕	开	三	上	养	书
C6147		Ƨ	aN	3	书	两	宕	开	三	上	养	书
C6148	上	Ƨ	aN	4	时	掌	宕	开	三	上	养	禅
C6149	尚	Ƨ	aN	4	时	亮	宕	开	三	去	漾	禅
C6150	上	Ƨ	aN	4	时	亮	宕	开	三	去	漾	禅
C6151	瓤	½	aN	2	汝	阳	宕	开	三	平	阳	日
C6152	攘	½	aN	2	汝	阳	宕	开	三	平	阳	日
C6153	禳	½	aN	2	汝	阳	宕	开	三	平	阳	日
C6154	穰	½	aN	2	汝	阳	宕	开	三	平	阳	日
C6155	瀼	½	aN	2	汝	阳	宕	开	三	平	阳	日
C6156	壤	½	aN	3	如	两	宕	开	三	上	养	日
C6157	攘	½	aN	3	如	两	宕	开	三	上	养	日
C6158	让	½	aN	4	人	样	宕	开	三	去	漾	日
C6159	冈	k	aN	1	古	郎	宕	开	一	平	唐	见
C6160	岗	k	aN	1	古	郎	宕	开	一	平	唐	见
C6161	刚	k	aN	1	古	郎	宕	开	一	平	唐	见
C6162	纲	k	aN	1	古	郎	宕	开	一	平	唐	见
C6163	钢	k	aN	1	古	郎	宕	开	一	平	唐	见
C6164	掆	k	aN	1	古	郎	宕	开	一	平	唐	见
C6165	缸	k	aN	1	古	郎	宕	开	一	平	唐	见
C6166	亢	k	aN	1	古	郎	宕	开	一	平	唐	见
C6167	肛	k	aN	1	古	双	江	开	二	平	江	见
C6168	扛	k	aN	1	古	双	江	开	二	平	江	见
C6169	杠	k	aN	1	古	双	江	开	二	平	江	见
C6170	港	k	aN	3	古	项	江	开	二	上	讲	见
C6171	岗	k	aN	3	古	郎	宕	开	一	平	唐	见
C6172	虹	k	aN	4	古	巷	江	开	二	去	绛	见
C6173	康	kh	aN	1	苦	冈	宕	开	一	平	唐	溪
C6174	糠	kh	aN	1	苦	冈	宕	开	一	平	唐	溪
C6175	慷	kh	aN	3	苦	朗	宕	开	一	上	荡	溪
C6176	抗	kh	aN	4	苦	浪	宕	开	一	去	宕	溪
C6177	炕	kh	aN	4	苦	浪	宕	开	一	去	宕	溪
C6178	伉	kh	aN	4	苦	浪	宕	开	一	去	宕	溪
C6179	亢	kh	aN	4	苦	浪	宕	开	一	去	宕	溪
C6180	闶	kh	aN	4	苦	浪	宕	开	一	去	宕	溪
C6181	夯	x	aN	1	虚	江	江	开	二	平	江	晓
C6182	行	x	aN	2	胡	郎	宕	开	一	平	唐	匣
C6183	桁	x	aN	2	胡	郎	宕	开	一	平	唐	匣
C6184	航	x	aN	2	胡	郎	宕	开	一	平	唐	匣
C6185	杭	x	aN	2	胡	郎	宕	开	一	平	唐	匣
C6186	沆	x	aN	2	胡	郎	宕	开	一	平	唐	匣
C6187	迒	x	aN	2	胡	郎	宕	开	一	平	唐	匣
C6188	吭	x	aN	2	胡	郎	宕	开	一	平	唐	匣
C6189	颃	x	aN	2	胡	郎	宕	开	一	平	唐	匣
C6190	昂	Ʒ	aN	2	五	刚	宕	开	一	平	唐	疑
C6191	卬	Ʒ	aN	2	五	刚	宕	开	一	平	唐	疑
C6192	盎	Ʒ	aN	4	乌	浪	宕	开	一	去	宕	影
C6193	娘	n	iaN	2	女	良	宕	开	三	平	阳	泥
C6194	酿	n	iaN	4	女	亮	宕	开	三	去	漾	泥
C6195	良	l	iaN	2	吕	张	宕	开	三	平	阳	来
C6196	凉	l	iaN	2	吕	张	宕	开	三	平	阳	来
C6197	量	l	iaN	2	吕	张	宕	开	三	平	阳	来
C6198	粮	l	iaN	2	吕	张	宕	开	三	平	阳	来
C6199	梁	l	iaN	2	吕	张	宕	开	三	平	阳	来
C6200	粱	l	iaN	2	吕	张	宕	开	三	平	阳	来
C6201	辌	l	iaN	2	吕	张	宕	开	三	平	阳	来
C6202	踉	l	iaN	2	吕	张	宕	开	三	平	阳	来
C6203	两	l	iaN	3	良	奖	宕	开	三	上	养	来
C6204	緉	l	iaN	3	良	奖	宕	开	三	上	养	来
C6205	魉	l	iaN	3	良	奖	宕	开	三	上	养	来
C6206	俩	l	iaN	3	里	养	宕	开	三	上	养	来
C6207	亮	l	iaN	4	力	让	宕	开	三	去	漾	来
C6208	凉	l	iaN	4	力	让	宕	开	三	去	漾	来
C6209	谅	l	iaN	4	力	让	宕	开	三	去	漾	来
C6210	辆	l	iaN	4	力	让	宕	开	三	去	漾	来
C6211	量	l	iaN	4	力	让	宕	开	三	去	漾	来
C6212	悢	l	iaN	4	力	让	宕	开	三	去	漾	来
C6213	踉	l	iaN	4	力	让	宕	开	三	去	漾	来
C6214	将	tþ	iaN	1	即	良	宕	开	三	平	阳	精
C6215	浆	tþ	iaN	1	即	良	宕	开	三	平	阳	精
C6216	螀	tþ	iaN	1	即	良	宕	开	三	平	阳	精
C6217	疆	tþ	iaN	1	居	良	宕	开	三	平	阳	见
C6218	僵	tþ	iaN	1	居	良	宕	开	三	平	阳	见
C6219	殭	tþ	iaN	1	居	良	宕	开	三	平	阳	见
C6220	薑	tþ	iaN	1	居	良	宕	开	三	平	阳	见
C6221	橿	tþ	iaN	1	居	良	宕	开	三	平	阳	见
C6222	缰	tþ	iaN	1	居	良	宕	开	三	平	阳	见
C6223	礓	tþ	iaN	1	居	良	宕	开	三	平	阳	见
C6224	姜	tþ	iaN	1	居	良	宕	开	三	平	阳	见
C6225	江	tþ	iaN	1	古	双	江	开	二	平	江	见
C6226	豇	tþ	iaN	1	古	双	江	开	二	平	江	见
C6227	奖	tþ	iaN	3	即	两	宕	开	三	上	养	精
C6228	蒋	tþ	iaN	3	即	两	宕	开	三	上	养	精
C6229	桨	tþ	iaN	3	即	两	宕	开	三	上	养	精
C6230	襁	tþ	iaN	3	居	两	宕	开	三	上	养	见
C6231	襁	tþ	iaN	3	居	两	宕	开	三	上	养	见
C6232	膙	tþ	iaN	3	居	两	宕	开	三	上	养	见
C6233	讲	tþ	iaN	3	古	项	江	开	二	上	讲	见
C6234	耩	tþ	iaN	3	古	项	江	开	二	上	讲	见
C6235	酱	tþ	iaN	4	子	亮	宕	开	三	去	漾	精
C6236	将	tþ	iaN	4	子	亮	宕	开	三	去	漾	精
C6237	匠	tþ	iaN	4	疾	亮	宕	开	三	去	漾	从
C6238	彊	tþ	iaN	4	其	两	宕	开	三	上	养	群
C6239	勥	tþ	iaN	4	其	两	宕	开	三	上	养	群
C6240	滰	tþ	iaN	4	其	两	宕	开	三	上	养	群
C6241	弶	tþ	iaN	4	其	亮	宕	开	三	去	漾	群
C6242	降	tþ	iaN	4	古	巷	江	开	二	去	绛	见
C6243	绛	tþ	iaN	4	古	巷	江	开	二	去	绛	见
C6244	虹	tþ	iaN	4	古	巷	江	开	二	去	绛	见
C6245	洚	tþ	iaN	4	古	巷	江	开	二	去	绛	见
C6246	枪	tþh	iaN	1	七	羊	宕	开	三	平	阳	清
C6247	抢	tþh	iaN	1	七	羊	宕	开	三	平	阳	清
C6248	锵	tþh	iaN	1	七	羊	宕	开	三	平	阳	清
C6249	戕	tþh	iaN	1	七	羊	宕	开	三	平	阳	清
C6250	跄	tþh	iaN	1	七	羊	宕	开	三	平	阳	清
C6251	玱	tþh	iaN	1	七	羊	宕	开	三	平	阳	清
C6252	羌	tþh	iaN	1	去	羊	宕	开	三	平	阳	溪
