ID	CHARACTER	PINYIN	DOCULECT	READING	PAGE
583	架	jià	Middle_Chinese	ka-	436
584	架	jià	Common_Chinese	*ka5	436
585	間	jiān	Middle_Chinese	kǎn	436
586	間	jiān	Common_Chinese	*kan1	436
587	堅	jiān	Middle_Chinese	kien	437
588	堅	jiān	Common_Chinese	*kian1	437
589	柬	jiǎn	Middle_Chinese	kǎn:	437
590	柬	jiǎn	Common_Chinese	*kan3	437
591	鑑	jiàn	Middle_Chinese	kam-	437
592	鑑	jiàn	Common_Chinese	*kam5	437
593	建	jiàn	Middle_Chinese	kjɒn-	437
594	建	jiàn	Common_Chinese	*kian5	437
595	漸	jiàn	Middle_Chinese	dzjäm:	438
596	漸	jiàn	Common_Chinese	*dziam6	438
597	將	jiāng	Middle_Chinese	tsjang	438
598	將	jiāng	Common_Chinese	*tsiong1	438
599	講	jiǎng	Middle_Chinese	kång:	438
600	講	jiǎng	Common_Chinese	*k(i)ong3	438
601	降	jiàng	Middle_Chinese	kång-	438
602	降	jiàng	Common_Chinese	*k(i)ong5	438
603	匠	jiàng	Middle_Chinese	dzjang-	439
604	匠	jiàng	Common_Chinese	*dziong6	439
605	蕉	jiāo	Middle_Chinese	tsjäu	439
606	蕉	jiāo	Common_Chinese	*tsiau1	439
607	叫	jiào	Middle_Chinese	kieu-	439
608	叫	jiào	Common_Chinese	*kiau5	439
609	教	jiào	Middle_Chinese	kau-	439
610	教	jiào	Common_Chinese	*kau5	439
611	接	jiē	Middle_Chinese	tsjäp	440
612	接	jiē	Common_Chinese	*tsiap7	440
613	街	jiē	Middle_Chinese	kaï	440
614	街	jiē	Common_Chinese	*kai1	440
615	節	jié	Middle_Chinese	tsiet	440
616	節	jié	Common_Chinese	*tsiat7	440
617	結	jié	Middle_Chinese	kiet	440
618	結	jié	Common_Chinese	*kiat5	440
619	潔	jié	Middle_Chinese	kiet	440
620	潔	jié	Common_Chinese	*kiat7	440
621	解	jiě	Middle_Chinese	kaï:	441
622	解	jiě	Common_Chinese	*kai3	441
623	戒	jiè	Middle_Chinese	kǎi-	441
624	戒	jiè	Common_Chinese	*kai5	441
625	今	jīn	Middle_Chinese	kjəm	441
626	今	jīn	Common_Chinese	*kim1	441
627	金	jīn	Middle_Chinese	kjəm	441
628	金	jīn	Common_Chinese	*kim1	441
629	巾	jīn	Middle_Chinese	kjen3	442
630	巾	jīn	Common_Chinese	*kin1	442
631	緊	jǐn	Middle_Chinese	kjien:4	442
632	緊	jǐn	Common_Chinese	*kin3	442
633	謹	jǐn	Middle_Chinese	kjən:	442
634	謹	jǐn	Common_Chinese	*kin3	442
635	僅	jǐn	Middle_Chinese	gjen-3	442
636	僅	jǐn	Common_Chinese	*kin5	442
637	進	jìn	Middle_Chinese	tsjen-	443
638	進	jìn	Common_Chinese	*tsin5	443
639	盡	jìn	Middle_Chinese	dzjien:	443
640	盡	jìn	Common_Chinese	*dzin4	443
641	精	jīng	Middle_Chinese	tsjäng	443
642	精	jīng	Common_Chinese	*tsiang1	443
643	經	jīng	Middle_Chinese	kieng	443
644	經	jīng	Common_Chinese	*kiang1	443
645	久	jiǔ	Middle_Chinese	kjəu:	445
646	久	jiǔ	Common_Chinese	*kieu3	445
647	九	jiǔ	Middle_Chinese	kjəu:	445
648	九	jiǔ	Common_Chinese	*kieu3	445
649	酒	jiǔ	Middle_Chinese	tsjəu:	445
650	酒	jiǔ	Common_Chinese	*tsieu3	445
651	救	jiù	Middle_Chinese	kjəu-	445
652	救	jiù	Common_Chinese	*kieu5	445
653	舅	jiù	Middle_Chinese	gjəu:	446
654	舅	jiù	Common_Chinese	*gieu4	446
655	就	jiù	Middle_Chinese	dzjəu-	446
656	就	jiù	Common_Chinese	*dzieu6	446
657	矩	jǔ	Middle_Chinese	kju:	446
658	矩	jǔ	Common_Chinese	*kiu3	446
659	具	jù	Middle_Chinese	gju-	446
660	具	jù	Common_Chinese	*giu6	446
661	句	jù	Middle_Chinese	kju-	447
662	句	jù	Common_Chinese	*kiu5	447
663	懼	jù	Middle_Chinese	gju-	447
664	懼	jù	Common_Chinese	*giu6	447
665	捲	juǎn	Middle_Chinese	kjwän:3	448
666	捲	juǎn	Common_Chinese	*kion3	448
667	倦	juàn	Middle_Chinese	gjwän-	448
668	倦	juàn	Common_Chinese	*gion6	448
669	絕	jué	Middle_Chinese	dzjwät	448
670	絕	jué	Common_Chinese	*dziot8	448
671	決	jué	Middle_Chinese	kiwet	448
672	決	jué	Common_Chinese	*kiot7	448
673	君	jūn	Middle_Chinese	kjuən	449
674	君	jūn	Common_Chinese	*kiun1	449
675	菌	jùn	Middle_Chinese	gjwen:3	449
676	菌	jùn	Common_Chinese	*giun4	449
677	郡	jùn	Middle_Chinese	gjuən-	449
678	郡	jùn	Common_Chinese	*giun6	449
679	俊	jùn	Middle_Chinese	tsjwen-	449
680	俊	jùn	Common_Chinese	*tsiun5	449
681	開	kāi	Middle_Chinese	khậi	450
682	開	kāi	Common_Chinese	*khoi1	450
683	刊	kān	Middle_Chinese	khân	450
684	刊	kān	Common_Chinese	*khon1	450
685	堪	kān	Middle_Chinese	khậm	450
686	堪	kān	Common_Chinese	*khom1	450
687	砍	kǎn	Middle_Chinese	khậm:	450
688	砍	kǎn	Common_Chinese	*khom3	450
689	看	kàn	Middle_Chinese	khân-	450
690	看	kàn	Common_Chinese	*khon5	450
691	考	kǎo	Middle_Chinese	khâu:	451
692	考	kǎo	Common_Chinese	*khou3	451
693	靠	kào	Middle_Chinese	khâu-	451
694	靠	kào	Common_Chinese	*khou5	451
695	棵	kē	Middle_Chinese	(khuâ)	451
696	棵	kē	Common_Chinese	*khuo1	451
697	可	kě	Middle_Chinese	khâ:	451
698	可	kě	Common_Chinese	*kho3	451
699	刻	kè	Middle_Chinese	khək	451
700	刻	kè	Common_Chinese	*khek7	451
701	坑	kēng	Middle_Chinese	khɒng	452
702	坑	kēng	Common_Chinese	*khang1	452
703	空	kōng	Middle_Chinese	khung	452
704	空	kōng	Common_Chinese	*khung1	452
705	恐	kǒng	Middle_Chinese	khjwong:	453
706	恐	kǒng	Common_Chinese	*khung3	453
707	口	kǒu	Middle_Chinese	khəu:	453
708	口	kǒu	Common_Chinese	*kheu3	453
709	QYS	扣	Middle_Chinese	khəu-	453
710	QYS	扣	Common_Chinese	*kheu5	453
711	快	kuài	Middle_Chinese	khwai-	453
712	快	kuài	Common_Chinese	*khuai5	453
713	塊	kuài	Middle_Chinese	khuậi-	454
714	塊	kuài	Common_Chinese	*khuoi5	454
715	寬	kuān	Middle_Chinese	khuân	454
716	寬	kuān	Common_Chinese	*khuon1	454
717	曠	kuàng	Middle_Chinese	khwâng-	454
718	曠	kuàng	Common_Chinese	*khuong5	454
719	虧	kuī	Middle_Chinese	khjwe3	454
720	虧	kuī	Common_Chinese	*khui1	454
721	臘	là	Middle_Chinese	lâp	456
722	臘	là	Common_Chinese	*lap8	456
723	來	lái	Middle_Chinese	lậi	456
724	來	lái	Common_Chinese	*loi2	456
725	賴	lài	Middle_Chinese	lâi-	456
726	賴	lài	Common_Chinese	*lai6	456
727	懶	lǎn	Middle_Chinese	lân:	456
728	懶	lǎn	Common_Chinese	*lan4	456
729	郎	láng	Middle_Chinese	lâng	457
730	郎	láng	Common_Chinese	*long2	457
731	浪	làng	Middle_Chinese	lâng-	457
732	浪	làng	Common_Chinese	*long6	457
733	勞	láo	Middle_Chinese	lâu	457
734	勞	láo	Common_Chinese	*lou2	457
735	老	lǎo	Middle_Chinese	lâu:	457
736	老	lǎo	Common_Chinese	*lou4	457
737	肋	lè	Middle_Chinese	lək	458
738	肋	lè	Common_Chinese	*lek8	458
739	樂	lè	Middle_Chinese	lâk	458
740	樂	lè	Common_Chinese	*lok8	458
741	淚	lèi	Middle_Chinese	ljwi-	458
742	淚	lèi	Common_Chinese	*lui6	458
743	冷	lěng	Middle_Chinese	lɒng:	458
744	冷	lěng	Common_Chinese	*lang4	458
745	梨	lí	Middle_Chinese	lji	459
746	梨	lí	Common_Chinese	*li2	459
747	犁	lí	Middle_Chinese	liei	459
748	犁	lí	Common_Chinese	*liai2	459
749	裡	lǐ	Middle_Chinese	ljï:	459
750	裡	lǐ	Common_Chinese	*li4	459
751	利	lì	Middle_Chinese	lji-	459
752	利	lì	Common_Chinese	*li6	459
753	力	lì	Middle_Chinese	ljək	459
754	力	lì	Common_Chinese	*lik8	459
755	曆	lì	Middle_Chinese	liek	460
756	曆	lì	Common_Chinese	*liak8	460
757	立	lì	Middle_Chinese	ljəp	460
758	立	lì	Common_Chinese	*lip8	460
759	粒	lì	Middle_Chinese	ljəp	460
760	粒	lì	Common_Chinese	*lip8	460
761	連	lián	Middle_Chinese	ljän	460
762	連	lián	Common_Chinese	*lian2	460
763	兩	liǎng	Middle_Chinese	ljang:	461
764	兩	liǎng	Common_Chinese	*liong4	461
765	諒	liàng	Middle_Chinese	ljang-	461
766	諒	liàng	Common_Chinese	*liong4	461
767	燎	liáo	Middle_Chinese	ljäu	461
768	燎	liáo	Common_Chinese	*liau2	461
769	了	liǎo	Middle_Chinese	lieu:	462
770	了	liǎo	Common_Chinese	*liau4	462
771	裂	liè	Middle_Chinese	ljät	462
772	裂	liè	Common_Chinese	*liat8	462
773	林	lín	Middle_Chinese	ljəm	462
774	林	lín	Common_Chinese	*lim2	462
775	淋	lín	Middle_Chinese	ljəm	462
776	淋	lín	Common_Chinese	*lim2	462
777	QYS	令	Middle_Chinese	ljäng-	463
778	QYS	令	Common_Chinese	*liang6	463
779	流	liú	Middle_Chinese	ljəu	464
780	流	liú	Common_Chinese	*lieu2	464
781	硫	liú	Middle_Chinese	ljəu	464
782	硫	liú	Common_Chinese	*lieu2	464
783	劉	liú	Middle_Chinese	ljəu	464
784	劉	liú	Common_Chinese	*lieu2	464
785	樓	lóu	Middle_Chinese	ləu	464
786	樓	lóu	Common_Chinese	*leu2	464
787	漏	lòu	Middle_Chinese	ləu-	465
788	漏	lòu	Common_Chinese	*leu6	465
789	路	lù	Middle_Chinese	luo-	465
790	路	lù	Common_Chinese	*lu6	465
791	律	lǜ	Middle_Chinese	ljwet	466
792	律	lǜ	Common_Chinese	*liut8	466
793	亂	luàn	Middle_Chinese	luân-	466
794	亂	luàn	Common_Chinese	*lon6	466
795	略	lüè	Middle_Chinese	ljak	466
796	略	lüè	Common_Chinese	*liok8	466
797	騾	luó	Middle_Chinese	luâ	467
798	騾	luó	Common_Chinese	*lo2	467
799	落	luò	Middle_Chinese	lâk	467
800	落	luò	Common_Chinese	*lok6	467
801	洛	luò	Middle_Chinese	lâk	467
802	洛	luò	Common_Chinese	*lok6	467
803	麻	má	Middle_Chinese	ma	467
804	麻	má	Common_Chinese	*ma2	467
805	馬	mǎ	Middle_Chinese	ma:	467
806	馬	mǎ	Common_Chinese	*ma4	467
807	買	mǎi	Middle_Chinese	maï:	468
808	買	mǎi	Common_Chinese	*mai4	468
809	賣	mài	Middle_Chinese	maï-	468
810	賣	mài	Common_Chinese	*mai6	468
811	滿	mǎn	Middle_Chinese	muân:	468
812	滿	mǎn	Common_Chinese	*mon4	468
813	慢	màn	Middle_Chinese	man-	468
814	慢	màn	Common_Chinese	*man6	468
815	漫	màn	Middle_Chinese	muân-	468
816	漫	màn	Common_Chinese	*mon4	468
817	毛	máo	Middle_Chinese	mâu	469
818	毛	máo	Common_Chinese	*mou2	469
819	卯	mǎo	Middle_Chinese	mau:	469
820	卯	mǎo	Common_Chinese	*mau4	469
821	每	měi	Middle_Chinese	muậi:	469
822	每	měi	Common_Chinese	*muoi4	469
823	門	mén	Middle_Chinese	muən	470
824	門	mén	Common_Chinese	*mun2	470
825	猛	měng	Middle_Chinese	mɒng:	470
826	猛	měng	Common_Chinese	*mang4	470
827	米	mǐ	Middle_Chinese	miei:	471
828	米	mǐ	Common_Chinese	*miai4	471
829	面	miàn	Middle_Chinese	mjiän-4	471
830	面	miàn	Common_Chinese	*mian6	471
831	民	mín	Middle_Chinese	mjien4	471
832	民	mín	Common_Chinese	*min2	471
833	明	míng	Middle_Chinese	mjwɒng	472
834	明	míng	Common_Chinese	*miang2	472
835	命	mìng	Middle_Chinese	mjwɒng-	472
836	命	mìng	Common_Chinese	*miang6	472
837	磨	mó	Middle_Chinese	muâ	473
838	磨	mó	Common_Chinese	*mo2	473
839	抹	mǒ	Middle_Chinese	muât	473
840	抹	mǒ	Common_Chinese	*mot8	473
841	末	mò	Middle_Chinese	muât	473
842	末	mò	Common_Chinese	*mot8	473
843	墨	mò	Middle_Chinese	mək	473
844	墨	mò	Common_Chinese	*mek8	473
845	沒	mò	Middle_Chinese	muət	473
846	沒	mò	Common_Chinese	*mut8	473
847	莫	mò	Middle_Chinese	mâk	474
848	莫	mò	Common_Chinese	*mok8	474
849	謀	móu	Middle_Chinese	mjəu	474
850	謀	móu	Common_Chinese	*meu2	474
851	某	mǒu	Middle_Chinese	məu:	474
852	某	mǒu	Common_Chinese	*meu4	474
853	目	mù	Middle_Chinese	mjuk	475
854	目	mù	Common_Chinese	*muk8	475
855	牧	mù	Middle_Chinese	mjuk	475
856	牧	mù	Common_Chinese	*muk8	475
857	木	mù	Middle_Chinese	muk	475
858	木	mù	Common_Chinese	*muk	475
859	拿	ná	Middle_Chinese	ṇa	476
860	拿	ná	Common_Chinese	*na2)	476
861	乃	nǎi	Middle_Chinese	nậi:	476
862	乃	nǎi	Common_Chinese	*noi4	476
863	難	nán	Middle_Chinese	nân	476
864	難	nán	Common_Chinese	*nan2	476
865	南	nán	Middle_Chinese	nậm	477
866	南	nán	Common_Chinese	*nom2	477
867	男	nán	Middle_Chinese	nậm	477
868	男	nán	Common_Chinese	*nom2	477
869	腦	nǎo	Middle_Chinese	nâu:	477
870	腦	nǎo	Common_Chinese	*nou4	477
871	鬧	nào	Middle_Chinese	ṇau-	477
872	鬧	nào	Common_Chinese	*nau6	477
873	內	nèi	Middle_Chinese	nuậi-	477
874	內	nèi	Common_Chinese	*nuoi6	477
875	能	néng	Middle_Chinese	nəng	478
876	能	néng	Common_Chinese	*neng2	478
877	泥	ní	Middle_Chinese	niei	478
878	泥	ní	Common_Chinese	*niai2	478
879	尼	ní	Middle_Chinese	ṇi	478
880	尼	ní	Common_Chinese	*ni2	478
881	擬	nǐ	Middle_Chinese	ngjï:	478
882	擬	nǐ	Common_Chinese	*ngi4	478
883	你	nǐ	Middle_Chinese	nï:	478
884	你	nǐ	Common_Chinese	*ni4;	478
885	膩	nì	Middle_Chinese	ṇi-	479
886	膩	nì	Common_Chinese	*ni6	479
887	逆	nì	Middle_Chinese	ngjɒk	479
888	逆	nì	Common_Chinese	*ngiak8	479
889	年	nián	Middle_Chinese	nien	479
890	年	nián	Common_Chinese	*nian2	479
891	念	niàn	Middle_Chinese	niem-	480
892	念	niàn	Common_Chinese	*niam6	480
893	娘	niáng	Middle_Chinese	ṇjang	480
894	娘	niáng	Common_Chinese	*niong2	480
895	牛	niú	Middle_Chinese	ngjəu	481
896	牛	niú	Common_Chinese	*ngieu2	481
897	紐	niǔ	Middle_Chinese	ṇjəu:	481
898	紐	niǔ	Common_Chinese	*nieu4	481
899	奴	nú	Middle_Chinese	nuo	481
900	奴	nú	Common_Chinese	*nu2	481
901	努	nǔ	Middle_Chinese	nuo:	482
902	努	nǔ	Common_Chinese	*nu4	482
903	怒	nù	Middle_Chinese	nuo-	482
904	怒	nù	Common_Chinese	*nu6	482
905	暖	nuǎn	Middle_Chinese	nuân:	482
906	暖	nuǎn	Common_Chinese	*non4	482
907	歐	ōu	Middle_Chinese	ʔəu	483
908	歐	ōu	Common_Chinese	*eu1	483
909	怕	pà	Middle_Chinese	pha-	483
910	怕	pà	Common_Chinese	*pha5	483
911	盤	pán	Middle_Chinese	buân	483
912	盤	pán	Common_Chinese	*bon2	483
913	旁	páng	Middle_Chinese	bâng	483
914	旁	páng	Common_Chinese	*bong2	483
915	陪	péi	Middle_Chinese	buậi	484
916	陪	péi	Common_Chinese	*buoi2	484
917	盆	pén	Middle_Chinese	buən	484
918	盆	pén	Common_Chinese	*bun2	484
919	篷	péng	Middle_Chinese	bung	484
920	篷	péng	Common_Chinese	*bung2	484
921	彭	péng	Middle_Chinese	bɒng	484
922	彭	péng	Common_Chinese	*bang2	484
923	朋	péng	Middle_Chinese	bəng	485
924	朋	péng	Common_Chinese	*beng2	485
925	皮	pí	Middle_Chinese	bje3	485
926	皮	pí	Common_Chinese	*bi2	485
927	僻	pì	Middle_Chinese	phjiäk	485
928	僻	pì	Common_Chinese	*phiak7	485
929	品	pǐn	Middle_Chinese	phjəm:	486
930	品	pǐn	Common_Chinese	*phim3	486
931	憑	píng	Middle_Chinese	bjəng	486
932	憑	píng	Common_Chinese	*bing2	486
933	破	pò	Middle_Chinese	phuâ-	486
934	破	pò	Common_Chinese	*pho5	486
935	菩	pú	Middle_Chinese	buo	486
936	菩	pú	Common_Chinese	*bu2	486
937	七	qī	Middle_Chinese	tshjiet	486
938	七	qī	Common_Chinese	*tshit5	486
939	妻	qī	Middle_Chinese	tshiei	487
940	妻	qī	Common_Chinese	*tshiai1	487
941	欺	qī	Middle_Chinese	khjï	487
942	欺	qī	Common_Chinese	*khi1	487
943	其	qí	Middle_Chinese	gjï	487
944	其	qí	Common_Chinese	*gi2	487
945	奇	qí	Middle_Chinese	gje3	487
946	奇	qí	Common_Chinese	*gi2	487
947	齊	qí	Middle_Chinese	dziei	487
948	齊	qí	Common_Chinese	*dziai2	487
949	棄	qì	Middle_Chinese	khi-4	488
950	棄	qì	Common_Chinese	*khi5	488
951	氣	qì	Middle_Chinese	khjei-	488
952	氣	qì	Common_Chinese	*khi5	488
953	砌	qì	Middle_Chinese	tshiei-	489
954	砌	qì	Common_Chinese	*tshiai	489
955	千	qiān	Middle_Chinese	tshien	489
956	千	qiān	Common_Chinese	*tshian1	489
957	錢	qián	Middle_Chinese	dzjän	489
958	錢	qián	Common_Chinese	*dzian2	489
959	前	qián	Middle_Chinese	dzien	490
960	前	qián	Common_Chinese	*dzian2	490
961	欠	qiàn	Middle_Chinese	khjɒm-	490
962	欠	qiàn	Common_Chinese	*khiam5	490
963	強	qiáng	Middle_Chinese	gjang	490
964	強	qiáng	Common_Chinese	*giong2	490
965	巧	qiǎo	Middle_Chinese	khau:	490
966	巧	qiǎo	Common_Chinese	*khau3	490
967	茄	qié	Middle_Chinese	gja	490
968	茄	qié	Common_Chinese	*gio2	490
969	親	qīn	Middle_Chinese	tshjen	491
970	親	qīn	Common_Chinese	*tshin1	491
971	侵	qīn	Middle_Chinese	tshjəm	491
972	侵	qīn	Common_Chinese	*tshim1	491
973	欽	qīn	Middle_Chinese	khjəm	491
974	欽	qīn	Common_Chinese	*khim1	491
975	晴	qíng	Middle_Chinese	dzjäng	492
976	晴	qíng	Common_Chinese	*dziang2	492
977	請	qǐng	Middle_Chinese	tshjäng:	493
978	請	qǐng	Common_Chinese	*tshiang3	493
979	窮	qióng	Middle_Chinese	gjung	493
980	窮	qióng	Common_Chinese	*giung2	493
981	趨	qū	Middle_Chinese	tshju	494
982	趨	qū	Common_Chinese	*tshiu1	494
983	屈	qū	Middle_Chinese	khjuət	494
984	屈	qū	Common_Chinese	*khiut7	494
985	曲	qǔ	Middle_Chinese	khjwok	494
986	曲	qǔ	Common_Chinese	*khiuk7	494
987	取	qǔ	Middle_Chinese	tshju:	494
988	取	qǔ	Common_Chinese	*tshiu3	494
989	趣	qù	Middle_Chinese	tshju-	495
990	趣	qù	Common_Chinese	*tshiu5	495
991	全	quán	Middle_Chinese	dzjwän	495
992	全	quán	Common_Chinese	*dzion2	495
993	泉	quán	Middle_Chinese	dzjwän	496
994	泉	quán	Common_Chinese	*dzion2	496
995	犬	quǎn	Middle_Chinese	khiwen:	496
996	犬	quǎn	Common_Chinese	*khion3	496
997	勸	quàn	Middle_Chinese	khjwɒn-	496
998	勸	quàn	Common_Chinese	*khion5	496
999	瘸	qué	Middle_Chinese	guâ	496
1000	瘸	qué	Common_Chinese	*giuo2	496
1001	雀	què	Middle_Chinese	tsjak	496
1002	雀	què	Common_Chinese	*tsiok7	496
1003	裙	qún	Middle_Chinese	gjuən	497
1004	裙	qún	Common_Chinese	*giun2	497
1005	燃	rán	Middle_Chinese	ńźjän	498
1006	燃	rán	Common_Chinese	*nhian2	498
1007	染	rǎn	Middle_Chinese	ńźjäm:	498
1008	染	rǎn	Common_Chinese	*nhiam4	498
1009	讓	ràng	Middle_Chinese	ńźjang-	498
1010	讓	ràng	Common_Chinese	*nhiong6	498
1011	刃	rèn	Middle_Chinese	ńźjen-	499
1012	刃	rèn	Common_Chinese	*nhin6	499
1013	認	rèn	Middle_Chinese	ńźjen-	500
1014	認	rèn	Common_Chinese	*nhin6	500
1015	容	róng	Middle_Chinese	jiwong	500
1016	容	róng	Common_Chinese	*yung2	500
1017	絨	róng	Middle_Chinese	ńźjung	500
1018	絨	róng	Common_Chinese	*nhiung2	500
1019	柔	róu	Middle_Chinese	ńźjəu	500
1020	柔	róu	Common_Chinese	*nhieu2	500
1021	褥	rǔ	Middle_Chinese	ńźjwok	501
1022	褥	rǔ	Common_Chinese	*nhiuk8	501
1023	辱	rǔ	Middle_Chinese	ńźjwok	502
1024	辱	rǔ	Common_Chinese	*nhiuk8	502
1025	入	rù	Middle_Chinese	ńźjəp	502
1026	入	rù	Common_Chinese	*nhip8	502
1027	軟	ruǎn	Middle_Chinese	ńźjwän:	502
1028	軟	ruǎn	Common_Chinese	*nhion4	502
1029	銳	ruì	Middle_Chinese	jiwäi-	502
1030	銳	ruì	Common_Chinese	*yui6	502
1031	弱	ruò	Middle_Chinese	ńźjak	503
1032	弱	ruò	Common_Chinese	*nhiok8	503
1033	若	ruò	Middle_Chinese	ńźjak	503
1034	若	ruò	Common_Chinese	*nhiok8	503
1035	薩	sà	Middle_Chinese	sât	503
1036	薩	sà	Common_Chinese	*sat7	503
1037	三	sān	Middle_Chinese	sâm	503
1038	三	sān	Common_Chinese	*sam1	503
1039	喪	sāng	Middle_Chinese	sâng	503
1040	喪	sāng	Common_Chinese	*song1	503
1041	桑	sāng	Middle_Chinese	sâng	504
1042	桑	sāng	Common_Chinese	*song1	504
1043	色	sè	Middle_Chinese	ṣjək	504
1044	色	sè	Common_Chinese	*shek7	504
1045	瑟	sè	Middle_Chinese	ṣjɛt	504
1046	瑟	sè	Common_Chinese	*shet7	504
1047	森	sēn	Middle_Chinese	ṣjɛm	504
1048	森	sēn	Common_Chinese	*shem1	504
1049	僧	sēng	Middle_Chinese	səng	504
1050	僧	sēng	Common_Chinese	*seng1	504
1051	沙	shā	Middle_Chinese	ṣa	505
1052	沙	shā	Common_Chinese	*sha1	505
1053	殺	shā	Middle_Chinese	ṣǎt	505
1054	殺	shā	Common_Chinese	*shat7	505
1055	晒	shài	Middle_Chinese	ṣaï-	506
1056	晒	shài	Common_Chinese	*shai5	506
1057	山	shān	Middle_Chinese	ṣǎn	506
1058	山	shān	Common_Chinese	*shan1	506
1059	衫	shān	Middle_Chinese	ṣam	506
1060	衫	shān	Common_Chinese	*sham1	506
1061	扇	shàn	Middle_Chinese	śjän-	507
1062	扇	shàn	Common_Chinese	*shian5	507
1063	商	shāng	Middle_Chinese	śjang	507
1064	商	shāng	Common_Chinese	*shiong1	507
1065	尚	shàng	Middle_Chinese	źjang-	507
1066	尚	shàng	Common_Chinese	*zhiong6	507
1067	燒	shāo	Middle_Chinese	śjäu	508
1068	燒	shāo	Common_Chinese	*shiau1	508
1069	少	shǎo	Middle_Chinese	śjäu:	508
1070	少	shǎo	Common_Chinese	*shiau3	508
1071	蛇	shé	Middle_Chinese	dźja	508
1072	蛇	shé	Common_Chinese	*zhia2	508
1073	舌	shé	Middle_Chinese	dźjät	508
1074	舌	shé	Common_Chinese	*zhiat8	508
1075	捨	shě	Middle_Chinese	śja:	508
1076	捨	shě	Common_Chinese	*shia3	508
1077	社	shè	Middle_Chinese	źja:	509
1078	社	shè	Common_Chinese	*zhia3	509
1079	身	shēn	Middle_Chinese	śjen	509
1080	身	shēn	Common_Chinese	*shin1	509
1081	神	shén	Middle_Chinese	dźjen	509
1082	神	shén	Common_Chinese	*zhin2	509
1083	滲	shèn	Middle_Chinese	ṣjəm-	510
1084	滲	shèn	Common_Chinese	*shim5	510
1085	生	shēng	Middle_Chinese	ṣɒng	510
1086	生	shēng	Common_Chinese	*shang1	510
1087	聲	shēng	Middle_Chinese	śjäng	510
1088	聲	shēng	Common_Chinese	*shiang1	510
1089	升	shēng	Middle_Chinese	śjəng	510
1090	升	shēng	Common_Chinese	*shing1	510
1091	繩	shéng	Middle_Chinese	dźjəng	511
1092	繩	shéng	Common_Chinese	*zhing2	511
1093	盛	shèng	Middle_Chinese	źjäng-	511
1094	盛	shèng	Common_Chinese	*zhiang6	511
1095	聖	shèng	Middle_Chinese	śjäng-	511
1096	聖	shèng	Common_Chinese	*shiang5	511
1097	施	shī	Middle_Chinese	śje	511
1098	施	shī	Common_Chinese	*shi1	511
1099	師	shī	Middle_Chinese	ṣi	511
1100	師	shī	Common_Chinese	*shei1	511
1101	獅	shī	Middle_Chinese	ṣi	512
1102	獅	shī	Common_Chinese	*shei1	512
1103	時	shí	Middle_Chinese	źï	512
1104	時	shí	Common_Chinese	*zhi2	512
1105	十	shí	Middle_Chinese	źjəp	512
1106	十	shí	Common_Chinese	*zhip8	512
1107	石	shí	Middle_Chinese	źjäk	512
1108	石	shí	Common_Chinese	*zhiak8	512
1109	食	shí	Middle_Chinese	dźjək	512
1110	食	shí	Common_Chinese	*zhik8	512
