ID,Language_name,Language_ID,Language_iso,Parameter_ID,Parameter_name,Source,Comment,Parameter_Chinese,Parameter_Pinyin,Value,Form,Segments,Cognate_Set,Cognate_Sets,Alignments,Order,Beida_ID,Page,Benzi,Benzi_in_source
6857,Yangzhou,yang1306,cmn,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰiĩ³¹tɕiŋ⁴²,tʰiĩ³¹tɕiŋ⁴²,tʰ i ĩ ∼ ³¹ tɕ i ŋ ⁴²,1158,89 1497,tʰ i - ĩ ∼ ³¹ + tɕ i - ŋ ⁴²,1,259,130,天 井,天井
6858,Suzhou,suzh1234,wuu,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰiɪ⁴⁴tsin⁴¹₂₁,tʰiɪ⁴⁴tsin⁴¹₂₁,tʰ i ɪ ⁴⁴ ts i n ²¹/⁴¹,1158,89 1497,tʰ i - ɪ - ⁴⁴ + ts i - n ²¹/⁴¹,1,259,130,天 井,天井
6859,Wenzhou,ouji1238,(wuu),4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰi⁴⁴tsəŋ⁴⁵,tʰi⁴⁴tsəŋ⁴⁵,tʰ i ⁴⁴ ts ə ŋ ⁴⁵,1158,89 1497,tʰ i - - - ⁴⁴ + ts ə - ŋ ⁴⁵,1,259,130,天 井,天井
6860,Changsha,chan1326,hsn,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰiẽ³³tɕin⁴¹,tʰiẽ³³tɕin⁴¹,tʰ i ẽ ∼ ³³ tɕ i n ⁴¹,1158,89 1497,tʰ i - ẽ ∼ ³³ + tɕ i - n ⁴¹,1,259,130,天 井,天井
6861,Nanchang,nanc1254,gan,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰiɛn⁴²tɕiaŋ²¹³,tʰiɛn⁴²tɕiaŋ²¹³,tʰ i ɛ n ⁴² tɕ i a ŋ ²¹³,1158,89 1497,tʰ i - ɛ n ⁴² + tɕ i a ŋ ²¹³,1,259,130,天 井,天井
6862,Meixian,yuet1238,hak,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,jam¹²tsɿ¹²,jam¹²tsɿ¹²,j a m ¹² ts ɿ ¹²,1159,123 2450,j a m ¹² + ts ɿ - ¹²,1,259,130,簷 池,簷池
6863,Guangzhou,guan1279,yue,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰin⁵³tʃɛŋ³⁵,tʰin⁵³tʃɛŋ³⁵,tʰ i n ⁵³ tʃ ɛ ŋ ³⁵,1158,89 1497,tʰ i - - n ⁵³ + tʃ ɛ - ŋ ³⁵,1,259,130,天 井,天井
6864,Yangjiang,yang1307,yue,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰin³³tʃɪŋ²¹,tʰin³³tʃɪŋ²¹,tʰ i n ³³ tʃ ɪ ŋ ²¹,1158,89 1497,tʰ i - - n ³³ + tʃ ɪ - ŋ ²¹,1,259,130,天 井,天井
6865,Xiamen,xiam1236,nan,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tsʰim⁵⁵₃₃tsĩ⁵¹,tsʰim⁵⁵₃₃tsĩ⁵¹,tsʰ i m ³³/⁵⁵ ts ĩ ∼ ⁵¹,1160,2355 1497,tsʰ i m ³³/⁵⁵ + ts ĩ - ∼ ⁵¹,1,259,130,深 井,深井
6866,Chaozhou,chao1238,nan,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰim³³₂₃tsẽ⁵³,tʰim³³₂₃tsẽ⁵³,tʰ i m ²³/³³ ts ẽ ∼ ⁵³,1158,89 1497,tʰ i - - m ²³/³³ + ts ẽ - ∼ ⁵³,1,259,130,天 井,天井
6867,Fuzhou,fuzh1239,cdo,4,courtyard (tiān jǐng 天井),BeijingDaxue1964,,天井,tiān jǐng,tʰieŋ⁴⁴₅₂ȵiaŋ³¹,tʰieŋ⁴⁴₅₂ȵiaŋ³¹,tʰ i e ŋ ⁵²/⁴⁴ ȵ i a ŋ ³¹,1158,89 1497,tʰ i - e ŋ ⁵²/⁴⁴ + ȵ i a ŋ ³¹,1,259,130,天 井,天井
6823,Beijing,beij1234,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,yan&quot;tsɿ⁰,yan&quot;tsɿ⁰,y a n ⁵¹ ts ɿ ⁰,1161,1177 67,y a n ⁵¹ + ts ɿ - - ⁰,1,258,129,院 子,院子
6824,Jinan,jina1245,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,yæ̃²¹tsɿ⁰,yæ̃²¹tsɿ⁰,y æ̃ ∼ ²¹ ts ɿ ⁰,1161,1177 67,y æ̃ ∼ ²¹ + ts ɿ - - ⁰,1,258,129,院 子,院子
6825,Shenyang,shen1252,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,yan⁴¹tsɿ⁰,yan⁴¹tsɿ⁰,y a n ⁴¹ ts ɿ ⁰,1161,1177 67,y a n ⁴¹ + ts ɿ - - ⁰,1,258,129,院 子,院子
6826,Shenyang,shen1252,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,[2],院子,yuàn zi,yan⁴¹taŋ³³ɕinr³³,yan⁴¹taŋ³³ɕinr³³,y a n ⁴¹ t a ŋ ³³ ɕ */i n ³³,1162,1177 517 861,y a n ⁴¹ + t a - ŋ ³³ + ɕ */i - n ³³,2,258,129,院 當 心,院當心兒
6827,Xi_an,xian1253,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,yæ̃⁴⁵tsɿ⁰,yæ̃⁴⁵tsɿ⁰,y æ̃ ∼ ⁴⁵ ts ɿ ⁰,1161,1177 67,y æ̃ ∼ ⁴⁵ + ts ɿ - - ⁰,1,258,129,院 子,院子
6828,Chengdu,chen1267,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,yan¹³pa¹³₄₄,yan¹³pa¹³₄₄,y a n ¹³ p a ⁴⁴/¹³,1163,1177 1178,y a n ¹³ + p a ⁴⁴/¹³,1,258,129,院 垻,院垻
6829,Kunming,kunm1234,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,iɛ¹³pa¹³,iɛ¹³pa¹³,i ɛ ¹³ p a ¹³,1163,1177 1178,i ɛ - ¹³ + p a ¹³,1,258,129,院 垻,院垻
6830,Hefei,hefe1234,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,yĩ⁵³tsə⁰,yĩ⁵³tsə⁰,y ĩ ∼ ⁵³ ts ə ⁰,1161,1177 67,y ĩ ∼ ⁵³ + ts ə - - ⁰,1,258,129,院 子,院子
6831,Yangzhou,yang1306,cmn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,tɑ⁵⁵yĩ⁵⁵tsɛ⁰,tɑ⁵⁵yĩ⁵⁵tsɛ⁰,t ɑ ⁵⁵ y ĩ ∼ ⁵⁵ ts ɛ ⁰,1164,47 1177 67,t ɑ - - ⁵⁵ + y ĩ ∼ ⁵⁵ + ts ɛ - - ⁰,1,258,129,大 院 子,大院子
6832,Wenzhou,ouji1238,(wuu),4,courtyard (yuàn zi 院子),BeijingDaxue1964,[*],院子,yuàn zi,dɜ²⁴da³¹,dɜ²⁴da³¹,d ɜ ²⁴ d a ³¹,1165,221 1179,d ɜ - ²⁴ + d a ³¹,1,258,129,道 壇,道 壇
6833,Changsha,chan1326,hsn,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,yẽ²¹tsɿ⁰,yẽ²¹tsɿ⁰,y ẽ ∼ ²¹ ts ɿ ⁰,1161,1177 67,y ẽ ∼ ²¹ + ts ɿ - - ⁰,1,258,129,院 子,院子
6834,Nanchang,nanc1254,gan,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,yɔn³¹tsɿ⁰,yɔn³¹tsɿ⁰,y ɔ n ³¹ ts ɿ ⁰,1161,1177 67,y ɔ n ³¹ + ts ɿ - - ⁰,1,258,129,院 子,院子
6836,Chaozhou,chao1238,nan,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,gua¹¹₁₂tĩã⁵⁵,gua¹¹₁₂tĩã⁵⁵,g u a ¹²/¹¹ t ĩ ã ∼ ⁵⁵,1166,642 1180,g u - a - ¹²/¹¹ + t ĩ ã ∼ ⁵⁵,1,258,129,外 埕,外埕
6837,Fuzhou,fuzh1239,cdo,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,tiaŋ⁵²,tiaŋ⁵²,t i a ŋ ⁵²,1167,1180,t i a ŋ ⁵²,1,258,129,埕,埕
6835,Xiamen,xiam1236,nan,4,courtyard (yuàn zi 院子),BeijingDaxue1964,,院子,yuàn zi,tĩã²⁴,tĩã²⁴,t ĩ ã ∼ ²⁴,1167,1180,t ĩ ã ∼ ²⁴,1,258,129,埕,埕
19625,Beijing,beij1234,cmn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tʂau⁵¹,tʂau⁵¹,ʈʂ a u ⁵¹,1168,2943,ʈʂ a u ⁵¹,1,548,274,罩,罩
19626,Jinan,jina1245,cmn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tʂɔ²¹,tʂɔ²¹,ʈʂ ɔ ²¹,1168,2943,ʈʂ ɔ - ²¹,1,548,274,罩,罩
19627,Shenyang,shen1252,cmn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsau⁴¹,tsau⁴¹,ts a u ⁴¹,1168,2943,ts a u ⁴¹,1,548,274,罩,罩
19628,Xi_an,xian1253,cmn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsɑu⁴⁵,tsɑu⁴⁵,ts ɑ u ⁴⁵,1168,2943,ts ɑ u ⁴⁵,1,548,274,罩,罩
19629,Chengdu,chen1267,cmn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsau¹³,tsau¹³,ts a u ¹³,1168,2943,ts a u ¹³,1,548,274,罩,罩
19630,Kunming,kunm1234,cmn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tʂau¹³,tʂau¹³,ʈʂ a u ¹³,1168,2943,ʈʂ a u ¹³,1,548,274,罩,罩
19631,Hefei,hefe1234,cmn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tʂɔ⁵³,tʂɔ⁵³,ʈʂ ɔ ⁵³,1168,2943,ʈʂ ɔ - ⁵³,1,548,274,罩,罩
19632,Yangzhou,yang1306,cmn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsɔ⁵⁵,tsɔ⁵⁵,ts ɔ ⁵⁵,1168,2943,ts ɔ - ⁵⁵,1,548,274,罩,罩
19633,Suzhou,suzh1234,wuu,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsæ⁵¹³,tsæ⁵¹³,ts æ ⁵¹³,1168,2943,ts æ - ⁵¹³,1,548,274,罩,罩
19634,Wenzhou,ouji1238,(wuu),761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsɜ⁴²,tsɜ⁴²,ts ɜ ⁴²,1168,2943,ts ɜ - ⁴²,1,548,274,罩,罩
19635,Changsha,chan1326,hsn,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsau⁵⁵,tsau⁵⁵,ts a u ⁵⁵,1168,2943,ts a u ⁵⁵,1,548,274,罩,罩
19636,Nanchang,nanc1254,gan,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsau⁵⁵,tsau⁵⁵,ts a u ⁵⁵,1168,2943,ts a u ⁵⁵,1,548,274,罩,罩
19637,Meixian,yuet1238,hak,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tsau⁴²,tsau⁴²,ts a u ⁴²,1168,2943,ts a u ⁴²,1,548,274,罩,罩
19638,Guangzhou,guan1279,yue,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tʃau³³-,tʃau³³-,tʃ a u ³³,1168,2943,tʃ a u ³³,1,548,274,罩,罩
19639,Yangjiang,yang1307,yue,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,kɐp²⁴,kɐp²⁴,k ɐ p ²⁴,1169,2984,k ɐ p ²⁴,1,548,274,囗,!
19640,Xiamen,xiam1236,nan,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,ta¹¹,ta¹¹,t a ¹¹,1168,2943,t a - ¹¹,1,548,274,罩,罩
19641,Chaozhou,chao1238,nan,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,kʰam²¹³,kʰam²¹³,kʰ a m ²¹³,1170,2985,kʰ a m ²¹³,1,548,274,囗,!
19642,Fuzhou,fuzh1239,cdo,761,cover (zhào 罩),BeijingDaxue1964,,罩,zhào,tau²¹³,tau²¹³,t a u ²¹³,1168,2943,t a u ²¹³,1,548,274,罩,罩
19643,Fuzhou,fuzh1239,cdo,761,cover (zhào 罩),BeijingDaxue1964,[2],罩,zhào,maŋ⁴⁴,maŋ⁴⁴,m a ŋ ⁴⁴,1171,2986,m a ŋ ⁴⁴,2,548,274,縵,縵
31822,Jinan,jina1245,cmn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,[*],母牛,mǔ niú,ʂʅ²¹ȵiou⁰,ʂʅ²¹ȵiou⁰,ʂ ʅ ²¹ ȵ i o u ⁰,1172,1840 266,ʂ ʅ ²¹ + ȵ i o u ⁰,1,82,41,氏 牛,氏 牛
31821,Beijing,beij1234,cmn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,mu²¹⁴₂₁niou³⁵,mu²¹⁴₂₁niou³⁵,m u ²¹/²¹⁴ n i o u ³⁵,1173,653 266,m u - ²¹/²¹⁴ + n i o u ³⁵,1,82,41,母 牛,母牛
31823,Shenyang,shen1252,cmn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,y²¹³₂₁ȵiou³⁵,y²¹³₂₁ȵiou³⁵,y ²¹/²¹³ ȵ i o u ³⁵,1174,1841 266,- y - - ²¹/²¹³ + ȵ i o u ³⁵,1,82,41,女 牛,女牛
31824,Xi_an,xian1253,cmn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,mu⁵³ȵiou²⁴,mu⁵³ȵiou²⁴,m u ⁵³ ȵ i o u ²⁴,1173,653 266,m u - ⁵³ + ȵ i o u ²⁴,1,82,41,母 牛,母牛
31825,Chengdu,chen1267,cmn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,mu⁵³ȵiəu³¹,mu⁵³ȵiəu³¹,m u ⁵³ ȵ i ə u ³¹,1173,653 266,m u - ⁵³ + ȵ i ə u ³¹,1,82,41,母 牛,母牛
31826,Kunming,kunm1234,cmn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,mu⁵³nio³¹,mu⁵³nio³¹,m u ⁵³ n i o ³¹,1173,653 266,m u - ⁵³ + n i o - ³¹,1,82,41,母 牛,母牛
31827,Hefei,hefe1234,cmn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,mən²⁴niɯ⁵⁵,mən²⁴niɯ⁵⁵,m ə n ²⁴ n i ɯ ⁵⁵,1173,653 266,m ə n ²⁴ + n i ɯ - ⁵⁵,1,82,41,母 牛,母牛
31828,Yangzhou,yang1306,cmn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,mo⁴²liɤɯ³⁴,mo⁴²liɤɯ³⁴,m o ⁴² l i ɤ ɯ ³⁴,1173,653 266,m o - ⁴² + l i ɤ ɯ ³⁴,1,82,41,母 牛,母牛
31829,Suzhou,suzh1234,wuu,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,tsʰɿ⁴⁴：ȵiʏ²⁴₂₁,tsʰɿ⁴⁴：ȵiʏ²⁴₂₁,tsʰ ɿ ⁴⁴ ȵ i ʏ ²¹/²⁴,1175,1832 266,tsʰ ɿ ⁴⁴ + ȵ i ʏ - ²¹/²⁴,1,82,41,雌 牛,雌牛 ：
31830,Wenzhou,ouji1238,(wuu),1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,tsʰɜ⁴⁵ŋau³¹,tsʰɜ⁴⁵ŋau³¹,tsʰ ɜ ⁴⁵ ŋ a u ³¹,1176,472 266,tsʰ ɜ - ⁴⁵ + ŋ a u - ³¹,1,82,41,草 牛,草牛
31831,Changsha,chan1326,hsn,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,po¹³tsɿ⁰,po¹³tsɿ⁰,p o ¹³ ts ɿ ⁰,1177,1015 67,p o - ¹³ + ts ɿ - - ⁰,1,82,41,婆 子,〔牛〕婆子
31832,Nanchang,nanc1254,gan,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,mu²¹³ȵiu⁵⁵,mu²¹³ȵiu⁵⁵,m u ²¹³ ȵ i u ⁵⁵,1173,653 266,m u - ²¹³ + ȵ i u - ⁵⁵,1,82,41,母 牛,母牛
31833,Meixian,yuet1238,hak,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,ȵiu¹²ma¹²,ȵiu¹²ma¹²,ȵ i u ¹² m a ¹²,1178,266 1833,ȵ i u - ¹² + m a ¹²,1,82,41,牛 嫲,牛嫲
31834,Guangzhou,guan1279,yue,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,ŋɐu²¹na³⁵,ŋɐu²¹na³⁵,ŋ ɐ u ²¹ n a ³⁵,1179,266 1834,ŋ ɐ u - ²¹ + n a ³⁵,1,82,41,牛 乸,牛乸
31835,Yangjiang,yang1307,yue,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,ŋɐu⁴⁴³na²¹,ŋɐu⁴⁴³na²¹,ŋ ɐ u ⁴⁴³ n a ²¹,1179,266 1834,ŋ ɐ u - ⁴⁴³ + n a ²¹,1,82,41,牛 乸,牛乸
31836,Xiamen,xiam1236,nan,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,gu²⁴₃₃bu⁵¹,gu²⁴₃₃bu⁵¹,g u ³³/²⁴ b u ⁵¹,1180,266 653,g u - - ³³/²⁴ + b u - ⁵¹,1,82,41,牛 母,牛母
31837,Chaozhou,chao1238,nan,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,gu⁵⁵₂₁₃bo⁵³,gu⁵⁵₂₁₃bo⁵³,g u ²¹³/⁵⁵ b o ⁵³,1180,266 653,g u - - ²¹³/⁵⁵ + b o - ⁵³,1,82,41,牛 母,牛母
31838,Fuzhou,fuzh1239,cdo,1007,cow (mǔ niú 母牛),BeijingDaxue1964,,母牛,mǔ niú,ŋu⁵²₃₁muo³¹,ŋu⁵²₃₁muo³¹,ŋ u ³¹/⁵² m u o ³¹,1180,266 653,ŋ u - - ³¹/⁵² + m u o ³¹,1,82,41,牛 母,牛母
159,Beijing,beij1234,cmn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰaŋ³⁵ɕie⁰,pʰaŋ³⁵ɕie⁰,pʰ a ŋ ³⁵ ɕ i e ⁰,1181,2056 2057,pʰ a ŋ ³⁵ + ɕ i e ⁰,1,102,51,螃 蟹,螃蟹
161,Shenyang,shen1252,cmn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰaŋ³⁵ɕie⁰,pʰaŋ³⁵ɕie⁰,pʰ a ŋ ³⁵ ɕ i e ⁰,1181,2056 2057,pʰ a ŋ ³⁵ + ɕ i e ⁰,1,102,51,螃 蟹,螃蟹
162,Xi_an,xian1253,cmn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰɑŋ²⁴xæ⁰,pʰɑŋ²⁴xæ⁰,pʰ ɑ ŋ ²⁴ x æ ⁰,1181,2056 2057,pʰ ɑ ŋ ²⁴ + x æ - ⁰,1,102,51,螃 蟹,螃蟹
163,Chengdu,chen1267,cmn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰaŋ³¹xai⁵³,pʰaŋ³¹xai⁵³,pʰ a ŋ ³¹ x a i ⁵³,1181,2056 2057,pʰ a ŋ ³¹ + x a i ⁵³,1,102,51,螃 蟹,螃蟹
164,Kunming,kunm1234,cmn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰã³¹xɛ⁵³,pʰã³¹xɛ⁵³,pʰ ã ∼ ³¹ x ɛ ⁵³,1181,2056 2057,pʰ ã ∼ ³¹ + x ɛ - ⁵³,1,102,51,螃 蟹,螃蟹
165,Hefei,hefe1234,cmn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰa⁵⁵ɕiɛ²⁴,pʰa⁵⁵ɕiɛ²⁴,pʰ a ⁵⁵ ɕ i ᴇ ²⁴,1182,118 2057,pʰ a ⁵⁵ + ɕ i ᴇ ²⁴,1,102,51,爬 蟹,爬蟹
166,Yangzhou,yang1306,cmn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰɑŋ³⁴ɕiɛ⁴²,pʰɑŋ³⁴ɕiɛ⁴²,pʰ ɑ ŋ ³⁴ ɕ i ɛ ⁴²,1181,2056 2057,pʰ ɑ ŋ ³⁴ + ɕ i ɛ ⁴²,1,102,51,螃 蟹,螃蟹
167,Suzhou,suzh1234,wuu,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,hɒ⁴¹,hɒ⁴¹,h ɒ ⁴¹,1183,2057,h ɒ - ⁴¹,1,102,51,蟹,蟹
168,Suzhou,suzh1234,wuu,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,[2],螃蟹,páng xiè,bɒŋ²⁴₂₂hɒ⁴¹₄₄,bɒŋ²⁴₂₂hɒ⁴¹₄₄,b ɒ ŋ ²²/²⁴ h ɒ ⁴⁴/⁴¹,1181,2056 2057,b ɒ ŋ ²²/²⁴ + h ɒ - ⁴⁴/⁴¹,2,102,51,螃 蟹,螃蟹
169,Wenzhou,ouji1238,(wuu),2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,kuɔ⁴⁴ha⁴⁵,kuɔ⁴⁴ha⁴⁵,k u ɔ ⁴⁴ h a ⁴⁵,1184,1859 2057,k u ɔ - ⁴⁴ + h a - ⁴⁵,1,102,51,江 蟹,江蟹
170,Changsha,chan1326,hsn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pan¹³xai⁴¹,pan¹³xai⁴¹,p a n ¹³ x a i ⁴¹,1181,2056 2057,p a n ¹³ + x a i ⁴¹,1,102,51,螃 蟹,螃蟹
171,Nanchang,nanc1254,gan,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰɔŋ²⁴hai²¹³,pʰɔŋ²⁴hai²¹³,pʰ ɔ ŋ ²⁴ h a i ²¹³,1181,2056 2057,pʰ ɔ ŋ ²⁴ + h a i ²¹³,1,102,51,螃 蟹,螃蟹
172,Meixian,yuet1238,hak,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,lau³¹hai³¹,lau³¹hai³¹,l a u ³¹ h a i ³¹,1185,48 2057,l a u - ³¹ + h a i ³¹,1,102,51,老 蟹,老蟹
173,Guangzhou,guan1279,yue,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,hai³⁵,hai³⁵,h a i ³⁵,1183,2057,h a i ³⁵,1,102,51,蟹,蟹
174,Yangjiang,yang1307,yue,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,hai²¹,hai²¹,h a i ²¹,1183,2057,h a i ²¹,1,102,51,蟹,〔螃〕蟹
175,Xiamen,xiam1236,nan,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,tsim²⁴,tsim²⁴,ts i m ²⁴,1186,2058,ts i m ²⁴,1,102,51,囗,
176,Chaozhou,chao1238,nan,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,hoi³⁵,hoi³⁵,h o i ³⁵,1183,2057,h o i ³⁵,1,102,51,蟹,蟹
177,Fuzhou,fuzh1239,cdo,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,maŋ⁵²₃₁,maŋ⁵²₃₁,m a ŋ ³¹/⁵² ŋ a ²⁴²,1181,2056 2057,m a ŋ ³¹/⁵² + ŋ a - ²⁴²,1,102,51,螃 蟹,螃蟹
160,Jinan,jina1245,cmn,2348,crab (páng xiè 螃蟹),BeijingDaxue1964,,螃蟹,páng xiè,pʰaŋ⁴²ɕiɛ⁰,pʰaŋ⁴²ɕiɛ⁰,pʰ a ŋ ⁴² ɕ i ɛ ⁰,1181,2056 2057,pʰ a ŋ ⁴² + ɕ i ɛ ⁰,1,102,51,螃 蟹,螃蟹
30419,Beijing,beij1234,cmn,2346,crested myna (bā gē 八哥),BeijingDaxue1964,,八哥,bā gē,pa⁵⁵kər⁰,pa⁵⁵kər⁰,p a ⁵⁵ k */ə ⁰,1187,198 155,p a - - ⁵⁵ + k */ə - ⁰,1,79,40,八 哥,八哥兒
30420,Jinan,jina1245,cmn,2346,crested myna (bā gē 八哥),BeijingDaxue1964,,八哥,bā gē,pa²¹³kə⁰,pa²¹³kə⁰,p a ²¹³ k ə ⁰,1188,199 155,p a - ²¹³ + k ə - ⁰,1,79,40,入 哥,入哥
30421,Shenyang,shen1252,cmn,2346,crested myna (bā gē 八哥),BeijingDaxue1964,,八哥,bā gē,pa³³ke⁰,pa³³ke⁰,p a ³³ k e ⁰,1187,198 155,p a - - ³³ + k e - ⁰,1,79,40,八 哥,八哥
30422,Xi_an,xian1253,cmn,2346,crested myna (bā gē 八哥),BeijingDaxue1964,,八哥,bā gē,pɑ²¹kə⁰,pɑ²¹kə⁰,p ɑ ²¹ k ə ⁰,1187,198 155,p ɑ - - ²¹ + k ə - ⁰,1,79,40,八 哥,八哥
30423,Chengdu,chen1267,cmn,2346,crested myna (bā gē 八哥),BeijingDaxue1964,,八哥,bā gē,pa³¹ko⁴⁴,pa³¹ko⁴⁴,p a ³¹ k o ⁴⁴,1187,198 155,p a - - ³¹ + k o - ⁴⁴,1,79,40,八 哥,八哥
30424,Kunming,kunm1234,cmn,2346,crested myna (bā gē 八哥),BeijingDaxue1964,,八哥,bā gē,pa³¹kuo⁴⁴,pa³¹kuo⁴⁴,p a ³¹ k u o ⁴⁴,1187,198 155,p a - - ³¹ + k u o ⁴⁴,1,79,40,八 哥,八哥
30425,Hefei,hefe1234,cmn,2346,crested myna (bā gē 八哥),BeijingDaxue1964,,八哥,bā gē,pɐʔ⁴kʊ²¹²,pɐʔ⁴kʊ²¹²,p ɐ ʔ ⁴ k ʊ ²¹²,1187,198 155,p ɐ - ʔ ⁴ + k ʊ - ²¹²,1,79,40,八 哥,八哥
