ID	CHARACTER	PINYIN	DOCULECT	READING	CONTEXT
10872	狺	yín	Beijing	i n ³⁵	n c t
10873	誾	yín	Middle_Chinese	ŋ i n /¹	i n c t t
10874	誾	yín	Beijing	i n ³⁵	n c t
10875	嚚	yín	Middle_Chinese	ŋ i n /¹	i n c t t
10876	嚚	yín	Beijing	i n ³⁵	n c t
10877	寅	yín	Middle_Chinese	j i n /¹	i n c t t
10878	寅	yín	Beijing	i n ³⁵	n c t
10879	夤	yín	Middle_Chinese	j i n /¹	i n c t t
10880	夤	yín	Beijing	i n ³⁵	n c t
10881	螾	yǐn	Middle_Chinese	j i n /¹	i n c t t
10882	螾	yǐn	Beijing	i n ³⁵	n c t
10883	饮	yǐn	Middle_Chinese	ʔ i m /²	i n c t
10884	饮	yǐn	Beijing	i n ²¹⁴	n c t
10885	听	tīng	Middle_Chinese	ŋ i n /²	i n c t
10886	听	tīng	Beijing	i n ²¹⁴	n c t
10887	引	yǐn	Middle_Chinese	j i n /²	i n c t
10888	引	yǐn	Beijing	i n ²¹⁴	n c t
10889	蚓	yǐn	Middle_Chinese	j i n /²	i n c t
10890	蚓	yǐn	Beijing	i n ²¹⁴	n c t
10891	靷	yǐn	Middle_Chinese	j i n /²	i n c t
10892	靷	yǐn	Beijing	i n ²¹⁴	n c t
10893	隐	yǐn	Middle_Chinese	ʔ j ɨ n /²	i m n c t
10894	隐	yǐn	Beijing	i n ²¹⁴	n c t
10895	檃	yǐn	Middle_Chinese	ʔ j ɨ n /²	i m n c t
10896	檃	yǐn	Beijing	i n ²¹⁴	n c t
10897	尹	yǐn	Middle_Chinese	j w i n /²	i m n c t
10898	尹	yǐn	Beijing	i n ²¹⁴	n c t
10899	窨	xūn	Middle_Chinese	ʔ i m /³	i n c t
10900	窨	xūn	Beijing	i n ⁵¹	n c t
10901	饮	yǐn	Middle_Chinese	ʔ i m /³	i n c t
10902	饮	yǐn	Beijing	i n ⁵¹	n c t
10903	廕	yìn	Middle_Chinese	ʔ i m /³	i n c t
10904	廕	yìn	Beijing	i n ⁵¹	n c t
10905	荫	yīn	Middle_Chinese	ʔ i m /³	i n c t
10906	荫	yīn	Beijing	i n ⁵¹	n c t
10907	憗	yìn	Middle_Chinese	ŋ i n /³	i n c t
10908	憗	yìn	Beijing	i n ⁵¹	n c t
10909	印	yìn	Middle_Chinese	ʔ i n /³	i n c t
10910	印	yìn	Beijing	i n ⁵¹	n c t
10911	胤	yìn	Middle_Chinese	j i n /³	i n c t
10912	胤	yìn	Beijing	i n ⁵¹	n c t
10913	敦	dūn	Middle_Chinese	t w o n /¹	i m n c t t
10914	敦	dūn	Beijing	t u ə n ⁵⁵	i m n c t
10915	墩	dūn	Middle_Chinese	t w o n /¹	i m n c t t
10916	墩	dūn	Beijing	t u ə n ⁵⁵	i m n c t
10917	墪	dūn	Middle_Chinese	t w o n /¹	i m n c t t
10918	墪	dūn	Beijing	t u ə n ⁵⁵	i m n c t
10919	驐	dūn	Middle_Chinese	t w o n /¹	i m n c t t
10920	驐	dūn	Beijing	t u ə n ⁵⁵	i m n c t
10921	惇	dūn	Middle_Chinese	t w o n /¹	i m n c t t
10922	惇	dūn	Beijing	t u ə n ⁵⁵	i m n c t
10923	蹲	dūn	Middle_Chinese	dz w o n /¹	i m n c t t
10924	蹲	dūn	Beijing	t u ə n ⁵⁵	i m n c t
10925	顿	dùn	Middle_Chinese	t w o n /³	i m n c t
10926	顿	dùn	Beijing	t u ə n ⁵¹	i m n c t
10927	囤	dùn	Middle_Chinese	d w o n /²	i m n c t
10928	囤	dùn	Beijing	t u ə n ⁵¹	i m n c t
10929	沌	dùn	Middle_Chinese	d w o n /²	i m n c t
10930	沌	dùn	Beijing	t u ə n ⁵¹	i m n c t
10931	盾	dùn	Middle_Chinese	d w o n /²	i m n c t
10932	盾	dùn	Beijing	t u ə n ⁵¹	i m n c t
10933	钝	dùn	Middle_Chinese	d w o n /³	i m n c t
10934	钝	dùn	Beijing	t u ə n ⁵¹	i m n c t
10935	遁	dùn	Middle_Chinese	d w o n /³	i m n c t
10936	遁	dùn	Beijing	t u ə n ⁵¹	i m n c t
10937	遯	dùn	Middle_Chinese	d w o n /³	i m n c t
10938	遯	dùn	Beijing	t u ə n ⁵¹	i m n c t
10939	吞	tūn	Middle_Chinese	tʰ o n /¹	i n c t t
10940	吞	tūn	Beijing	tʰ u ə n ⁵⁵	i m n c t
10941	屯	tún	Middle_Chinese	d w o n /¹	i m n c t t
10942	屯	tún	Beijing	tʰ u ə n ³⁵	i m n c t
10943	豚	tún	Middle_Chinese	d w o n /¹	i m n c t t
10944	豚	tún	Beijing	tʰ u ə n ³⁵	i m n c t
10945	饨	tún	Middle_Chinese	d w o n /¹	i m n c t t
10946	饨	tún	Beijing	tʰ u ə n ³⁵	i m n c t
10947	臀	tún	Middle_Chinese	d w o n /¹	i m n c t t
10948	臀	tún	Beijing	tʰ u ə n ³⁵	i m n c t
10949	嫩	nèn	Middle_Chinese	n w o n /³	i m n c t
10950	嫩	nèn	Beijing	n u ə n ⁵¹	i m n c t
10951	论	lùn	Middle_Chinese	l w o n /¹	i m n c t t
10952	论	lùn	Beijing	l u ə n ³⁵	i m n c t
10953	崙	lún	Middle_Chinese	l w o n /¹	i m n c t t
10954	崙	lún	Beijing	l u ə n ³⁵	i m n c t
10955	轮	lún	Middle_Chinese	l w i n /¹	i m n c t t
10956	轮	lún	Beijing	l u ə n ³⁵	i m n c t
10957	伦	lún	Middle_Chinese	l w i n /¹	i m n c t t
10958	伦	lún	Beijing	l u ə n ³⁵	i m n c t
10959	纶	lún	Middle_Chinese	l w i n /¹	i m n c t t
10960	纶	lún	Beijing	l u ə n ³⁵	i m n c t
10961	抡	lūn	Middle_Chinese	l w i n /¹	i m n c t t
10962	抡	lūn	Beijing	l u ə n ³⁵	i m n c t
10963	仑	lún	Middle_Chinese	l w i n /¹	i m n c t t
10964	仑	lún	Beijing	l u ə n ³⁵	i m n c t
10965	论	lùn	Middle_Chinese	l w o n /³	i m n c t
10966	论	lùn	Beijing	l u ə n ⁵¹	i m n c t
10967	尊	zūn	Middle_Chinese	ts w o n /¹	i m n c t t
10968	尊	zūn	Beijing	ts u ə n ⁵⁵	i m n c t
10969	樽	zūn	Middle_Chinese	ts w o n /¹	i m n c t t
10970	樽	zūn	Beijing	ts u ə n ⁵⁵	i m n c t
10971	罇	zūn	Middle_Chinese	ts w o n /¹	i m n c t t
10972	罇	zūn	Beijing	ts u ə n ⁵⁵	i m n c t
10973	遵	zūn	Middle_Chinese	ts w i n /¹	i m n c t t
10974	遵	zūn	Beijing	ts u ə n ⁵⁵	i m n c t
10975	撙	zǔn	Middle_Chinese	ts w o n /²	i m n c t
10976	撙	zǔn	Beijing	ts u ə n ²¹⁴	i m n c t
10977	俊	jùn	Middle_Chinese	ts w i n /³	i m n c t
10978	俊	jùn	Beijing	ts u ə n ⁵¹	i m n c t
10979	村	cūn	Middle_Chinese	tsʰ w o n /¹	i m n c t t
10980	村	cūn	Beijing	tsʰ u ə n ⁵⁵	i m n c t
10981	皴	cūn	Middle_Chinese	tsʰ w i n /¹	i m n c t t
10982	皴	cūn	Beijing	tsʰ u ə n ⁵⁵	i m n c t
10983	存	cún	Middle_Chinese	dz w o n /¹	i m n c t t
10984	存	cún	Beijing	tsʰ u ə n ³⁵	i m n c t
10985	蹲	dūn	Middle_Chinese	dz w o n /¹	i m n c t t
10986	蹲	dūn	Beijing	tsʰ u ə n ³⁵	i m n c t
10987	忖	cǔn	Middle_Chinese	tsʰ w o n /²	i m n c t
10988	忖	cǔn	Beijing	tsʰ u ə n ²¹⁴	i m n c t
10989	寸	cùn	Middle_Chinese	tsʰ w o n /³	i m n c t
10990	寸	cùn	Beijing	tsʰ u ə n ⁵¹	i m n c t
10991	孙	sūn	Middle_Chinese	s w o n /¹	i m n c t t
10992	孙	sūn	Beijing	s u ə n ⁵⁵	i m n c t
10993	狲	sūn	Middle_Chinese	s w o n /¹	i m n c t t
10994	狲	sūn	Beijing	s u ə n ⁵⁵	i m n c t
10995	搎	sūn	Middle_Chinese	s w o n /¹	i m n c t t
10996	搎	sūn	Beijing	s u ə n ⁵⁵	i m n c t
10997	荪	sūn	Middle_Chinese	s w o n /¹	i m n c t t
10998	荪	sūn	Beijing	s u ə n ⁵⁵	i m n c t
10999	飧	sūn	Middle_Chinese	s w o n /¹	i m n c t t
11000	飧	sūn	Beijing	s u ə n ⁵⁵	i m n c t
11001	损	sǔn	Middle_Chinese	s w o n /²	i m n c t
11002	损	sǔn	Beijing	s u ə n ²¹⁴	i m n c t
11003	笋	sǔn	Middle_Chinese	s w i n /²	i m n c t
11004	笋	sǔn	Beijing	s u ə n ²¹⁴	i m n c t
11005	笋	sǔn	Middle_Chinese	s w i n /²	i m n c t
11006	笋	sǔn	Beijing	s u ə n ²¹⁴	i m n c t
11007	隼	sǔn	Middle_Chinese	s w i n /²	i m n c t
11008	隼	sǔn	Beijing	s u ə n ²¹⁴	i m n c t
11009	榫	sǔn	Middle_Chinese	s w i n /²	i m n c t
11010	榫	sǔn	Beijing	s u ə n ²¹⁴	i m n c t
11011	谆	zhūn	Middle_Chinese	tɕ w i n /¹	i m n c t t
11012	谆	zhūn	Beijing	ʈʂ u ə n ⁵⁵	i m n c t
11013	肫	zhūn	Middle_Chinese	tɕ w i n /¹	i m n c t t
11014	肫	zhūn	Beijing	ʈʂ u ə n ⁵⁵	i m n c t
11015	準	zhǔn	Middle_Chinese	tɕ w i n /²	i m n c t
11016	準	zhǔn	Beijing	ʈʂ u ə n ²¹⁴	i m n c t
11017	准	zhǔn	Middle_Chinese	tɕ w i n /²	i m n c t
11018	准	zhǔn	Beijing	ʈʂ u ə n ²¹⁴	i m n c t
11019	椿	chūn	Middle_Chinese	ʈʰ w i n /¹	i m n c t t
11020	椿	chūn	Beijing	ʈʂʰ u ə n ⁵⁵	i m n c t
11021	春	chūn	Middle_Chinese	tɕʰ w i n /¹	i m n c t t
11022	春	chūn	Beijing	ʈʂʰ u ə n ⁵⁵	i m n c t
11023	脣	chún	Middle_Chinese	ʑ w i n /¹	i m n c t t
11024	脣	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11025	唇	chún	Middle_Chinese	ʑ w i n /¹	i m n c t t
11026	唇	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11027	滣	chún	Middle_Chinese	ʑ w i n /¹	i m n c t t
11028	滣	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11029	纯	chún	Middle_Chinese	dʑ w i n /¹	i m n c t t
11030	纯	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11031	莼	chún	Middle_Chinese	dʑ w i n /¹	i m n c t t
11032	莼	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11033	蓴	chún	Middle_Chinese	dʑ w i n /¹	i m n c t t
11034	蓴	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11035	醇	chún	Middle_Chinese	dʑ w i n /¹	i m n c t t
11036	醇	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11037	淳	chún	Middle_Chinese	dʑ w i n /¹	i m n c t t
11038	淳	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11039	鹑	chún	Middle_Chinese	dʑ w i n /¹	i m n c t t
11040	鹑	chún	Beijing	ʈʂʰ u ə n ³⁵	i m n c t
11041	蠢	chǔn	Middle_Chinese	tɕʰ w i n /²	i m n c t
11042	蠢	chǔn	Beijing	ʈʂʰ u ə n ²¹⁴	i m n c t
11043	隼	sǔn	Middle_Chinese	s w i n /²	i m n c t
11044	隼	sǔn	Beijing	ʂ u ə n ²¹⁴	i m n c t
11045	盾	dùn	Middle_Chinese	ʑ w i n /²	i m n c t
11046	盾	dùn	Beijing	ʂ u ə n ²¹⁴	i m n c t
11047	楯	dùn	Middle_Chinese	ʑ w i n /²	i m n c t
11048	楯	dùn	Beijing	ʂ u ə n ²¹⁴	i m n c t
11049	吮	shǔn	Middle_Chinese	ʑ w i n /²	i m n c t
11050	吮	shǔn	Beijing	ʂ u ə n ²¹⁴	i m n c t
11051	顺	shùn	Middle_Chinese	ʑ w i n /³	i m n c t
11052	顺	shùn	Beijing	ʂ u ə n ⁵¹	i m n c t
11053	舜	shùn	Middle_Chinese	ɕ w i n /³	i m n c t
11054	舜	shùn	Beijing	ʂ u ə n ⁵¹	i m n c t
11055	瞬	shùn	Middle_Chinese	ɕ w i n /³	i m n c t
11056	瞬	shùn	Beijing	ʂ u ə n ⁵¹	i m n c t
11057	润	rùn	Middle_Chinese	ɲ w i n /³	i m n c t
11058	润	rùn	Beijing	ʐ u ə n ⁵¹	i m n c t
11059	闰	rùn	Middle_Chinese	ɲ w i n /³	i m n c t
11060	闰	rùn	Beijing	ʐ u ə n ⁵¹	i m n c t
11061	衮	gǔn	Middle_Chinese	k w o n /²	i m n c t
11062	衮	gǔn	Beijing	k u ə n ²¹⁴	i m n c t
11063	绲	gǔn	Middle_Chinese	k w o n /²	i m n c t
11064	绲	gǔn	Beijing	k u ə n ²¹⁴	i m n c t
11065	鲧	gǔn	Middle_Chinese	k w o n /²	i m n c t
11066	鲧	gǔn	Beijing	k u ə n ²¹⁴	i m n c t
11067	滚	gǔn	Middle_Chinese	k w o n /²	i m n c t
11068	滚	gǔn	Beijing	k u ə n ²¹⁴	i m n c t
11069	昆	kūn	Middle_Chinese	k w o n /¹	i m n c t t
11070	昆	kūn	Beijing	kʰ u ə n ⁵⁵	i m n c t
11071	崑	kūn	Middle_Chinese	k w o n /¹	i m n c t t
11072	崑	kūn	Beijing	kʰ u ə n ⁵⁵	i m n c t
11073	琨	kūn	Middle_Chinese	k w o n /¹	i m n c t t
11074	琨	kūn	Beijing	kʰ u ə n ⁵⁵	i m n c t
11075	鲲	kūn	Middle_Chinese	k w o n /¹	i m n c t t
11076	鲲	kūn	Beijing	kʰ u ə n ⁵⁵	i m n c t
11077	坤	kūn	Middle_Chinese	kʰ w o n /¹	i m n c t t
11078	坤	kūn	Beijing	kʰ u ə n ⁵⁵	i m n c t
11079	髡	kūn	Middle_Chinese	kʰ w o n /¹	i m n c t t
11080	髡	kūn	Beijing	kʰ u ə n ⁵⁵	i m n c t
11081	捆	kǔn	Middle_Chinese	kʰ w o n /²	i m n c t
11082	捆	kǔn	Beijing	kʰ u ə n ²¹⁴	i m n c t
11083	稛	kǔn	Middle_Chinese	kʰ w o n /²	i m n c t
11084	稛	kǔn	Beijing	kʰ u ə n ²¹⁴	i m n c t
11085	阃	kǔn	Middle_Chinese	kʰ w o n /²	i m n c t
11086	阃	kǔn	Beijing	kʰ u ə n ²¹⁴	i m n c t
11087	壸	kǔn	Middle_Chinese	kʰ w o n /²	i m n c t
11088	壸	kǔn	Beijing	kʰ u ə n ²¹⁴	i m n c t
11089	悃	kǔn	Middle_Chinese	kʰ w o n /²	i m n c t
11090	悃	kǔn	Beijing	kʰ u ə n ²¹⁴	i m n c t
11091	困	kùn	Middle_Chinese	kʰ w o n /³	i m n c t
11092	困	kùn	Beijing	kʰ u ə n ⁵¹	i m n c t
11093	睏	kùn	Middle_Chinese	kʰ w o n /³	i m n c t
11094	睏	kùn	Beijing	kʰ u ə n ⁵¹	i m n c t
11095	昏	hūn	Middle_Chinese	x w o n /¹	i m n c t t
11096	昏	hūn	Beijing	x u ə n ⁵⁵	i m n c t
11097	婚	hūn	Middle_Chinese	x w o n /¹	i m n c t t
11098	婚	hūn	Beijing	x u ə n ⁵⁵	i m n c t
11099	阍	hūn	Middle_Chinese	x w o n /¹	i m n c t t
11100	阍	hūn	Beijing	x u ə n ⁵⁵	i m n c t
11101	惛	hūn	Middle_Chinese	x w o n /¹	i m n c t t
11102	惛	hūn	Beijing	x u ə n ⁵⁵	i m n c t
11103	荤	hūn	Middle_Chinese	x j u n /¹	i m n c t t
11104	荤	hūn	Beijing	x u ə n ⁵⁵	i m n c t
11105	浑	hún	Middle_Chinese	ɣ w o n /¹	i m n c t t
11106	浑	hún	Beijing	x u ə n ³⁵	i m n c t
11107	珲	hún	Middle_Chinese	ɣ w o n /¹	i m n c t t
11108	珲	hún	Beijing	x u ə n ³⁵	i m n c t
11109	魂	hún	Middle_Chinese	ɣ w o n /¹	i m n c t t
11110	魂	hún	Beijing	x u ə n ³⁵	i m n c t
11111	馄	hún	Middle_Chinese	ɣ w o n /¹	i m n c t t
11112	馄	hún	Beijing	x u ə n ³⁵	i m n c t
11113	混	hùn	Middle_Chinese	ɣ w o n /²	i m n c t
11114	混	hùn	Beijing	x u ə n ⁵¹	i m n c t
11115	圂	hùn	Middle_Chinese	ɣ w o n /³	i m n c t
11116	圂	hùn	Beijing	x u ə n ⁵¹	i m n c t
11117	慁	hùn	Middle_Chinese	ɣ w o n /³	i m n c t
11118	慁	hùn	Beijing	x u ə n ⁵¹	i m n c t
11119	溷	hùn	Middle_Chinese	ɣ w o n /³	i m n c t
11120	溷	hùn	Beijing	x u ə n ⁵¹	i m n c t
11121	温	wēn	Middle_Chinese	ʔ w o n /¹	i m n c t t
11122	温	wēn	Beijing	u ə n ⁵⁵	m n c t
11123	瘟	wēn	Middle_Chinese	ʔ w o n /¹	i m n c t t
11124	瘟	wēn	Beijing	u ə n ⁵⁵	m n c t
11125	文	wén	Middle_Chinese	m j u n /¹	i m n c t t
11126	文	wén	Beijing	u ə n ³⁵	m n c t
11127	纹	wén	Middle_Chinese	m j u n /¹	i m n c t t
11128	纹	wén	Beijing	u ə n ³⁵	m n c t
11129	蚊	wén	Middle_Chinese	m j u n /¹	i m n c t t
11130	蚊	wén	Beijing	u ə n ³⁵	m n c t
11131	雯	wén	Middle_Chinese	m j u n /¹	i m n c t t
11132	雯	wén	Beijing	u ə n ³⁵	m n c t
11133	闻	wén	Middle_Chinese	m j u n /¹	i m n c t t
11134	闻	wén	Beijing	u ə n ³⁵	m n c t
11135	阌	wén	Middle_Chinese	m j u n /¹	i m n c t t
11136	阌	wén	Beijing	u ə n ³⁵	m n c t
11137	闅	wén	Middle_Chinese	m j u n /¹	i m n c t t
11138	闅	wén	Beijing	u ə n ³⁵	m n c t
11139	稳	wěn	Middle_Chinese	ʔ w o n /²	i m n c t
11140	稳	wěn	Beijing	u ə n ²¹⁴	m n c t
11141	吻	wěn	Middle_Chinese	m j u n /²	i m n c t
11142	吻	wěn	Beijing	u ə n ²¹⁴	m n c t
11143	刎	wěn	Middle_Chinese	m j u n /²	i m n c t
11144	刎	wěn	Beijing	u ə n ²¹⁴	m n c t
11145	紊	wěn	Middle_Chinese	m j u n /³	i m n c t
11146	紊	wěn	Beijing	u ə n ²¹⁴	m n c t
11147	问	wèn	Middle_Chinese	m j u n /³	i m n c t
11148	问	wèn	Beijing	u ə n ⁵¹	m n c t
11149	抆	wěn	Middle_Chinese	m j u n /³	i m n c t
11150	抆	wěn	Beijing	u ə n ⁵¹	m n c t
11151	紊	wěn	Middle_Chinese	m j u n /³	i m n c t
11152	紊	wěn	Beijing	u ə n ⁵¹	m n c t
11153	璺	wèn	Middle_Chinese	m j u n /³	i m n c t
11154	璺	wèn	Beijing	u ə n ⁵¹	m n c t
11155	麏	jūn	Middle_Chinese	k w i n /¹	i m n c t t
11156	麏	jūn	Beijing	tɕ y n ⁵⁵	i n c t
11157	均	jūn	Middle_Chinese	k w i n /¹	i m n c t t
11158	均	jūn	Beijing	tɕ y n ⁵⁵	i n c t
11159	钧	jūn	Middle_Chinese	k w i n /¹	i m n c t t
11160	钧	jūn	Beijing	tɕ y n ⁵⁵	i n c t
11161	君	jūn	Middle_Chinese	k j u n /¹	i m n c t t
11162	君	jūn	Beijing	tɕ y n ⁵⁵	i n c t
11163	军	jūn	Middle_Chinese	k j u n /¹	i m n c t t
11164	军	jūn	Beijing	tɕ y n ⁵⁵	i n c t
11165	皲	jūn	Middle_Chinese	k j u n /¹	i m n c t t
11166	皲	jūn	Beijing	tɕ y n ⁵⁵	i n c t
11167	窘	jiǒng	Middle_Chinese	g w i n /²	i m n c t
11168	窘	jiǒng	Beijing	tɕ y n ²¹⁴	i n c t
11169	竣	jùn	Middle_Chinese	tsʰ w i n /¹	i m n c t t
11170	竣	jùn	Beijing	tɕ y n ⁵¹	i n c t
11171	俊	jùn	Middle_Chinese	ts w i n /³	i m n c t
11172	俊	jùn	Beijing	tɕ y n ⁵¹	i n c t
11173	骏	jùn	Middle_Chinese	ts w i n /³	i m n c t
11174	骏	jùn	Beijing	tɕ y n ⁵¹	i n c t
11175	畯	jùn	Middle_Chinese	ts w i n /³	i m n c t
11176	畯	jùn	Beijing	tɕ y n ⁵¹	i n c t
11177	寯	jùn	Middle_Chinese	ts w i n /³	i m n c t
11178	寯	jùn	Beijing	tɕ y n ⁵¹	i n c t
11179	儁	jùn	Middle_Chinese	ts w i n /³	i m n c t
11180	儁	jùn	Beijing	tɕ y n ⁵¹	i n c t
11181	濬	jùn	Middle_Chinese	s w i n /³	i m n c t
11182	濬	jùn	Beijing	tɕ y n ⁵¹	i n c t
11183	浚	jùn	Middle_Chinese	s w i n /³	i m n c t
11184	浚	jùn	Beijing	tɕ y n ⁵¹	i n c t
11185	峻	jùn	Middle_Chinese	s w i n /³	i m n c t
11186	峻	jùn	Beijing	tɕ y n ⁵¹	i n c t
11187	菌	jūn	Middle_Chinese	g w i n /²	i m n c t
11188	菌	jūn	Beijing	tɕ y n ⁵¹	i n c t
11189	捃	jùn	Middle_Chinese	k j u n /³	i m n c t
11190	捃	jùn	Beijing	tɕ y n ⁵¹	i n c t
11191	攈	jùn	Middle_Chinese	k j u n /³	i m n c t
11192	攈	jùn	Beijing	tɕ y n ⁵¹	i n c t
11193	郡	jùn	Middle_Chinese	g j u n /³	i m n c t
11194	郡	jùn	Beijing	tɕ y n ⁵¹	i n c t
11195	群	qún	Middle_Chinese	g j u n /¹	i m n c t t
11196	群	qún	Beijing	tɕʰ y n ³⁵	i n c t
11197	裙	qún	Middle_Chinese	g j u n /¹	i m n c t t
11198	裙	qún	Beijing	tɕʰ y n ³⁵	i n c t
11199	熏	xūn	Middle_Chinese	x j u n /¹	i m n c t t
11200	熏	xūn	Beijing	ɕ y n ⁵⁵	i n c t
11201	燻	xūn	Middle_Chinese	x j u n /¹	i m n c t t
11202	燻	xūn	Beijing	ɕ y n ⁵⁵	i n c t
11203	曛	xūn	Middle_Chinese	x j u n /¹	i m n c t t
11204	曛	xūn	Beijing	ɕ y n ⁵⁵	i n c t
11205	薰	xūn	Middle_Chinese	x j u n /¹	i m n c t t
11206	薰	xūn	Beijing	ɕ y n ⁵⁵	i n c t
11207	醺	xūn	Middle_Chinese	x j u n /¹	i m n c t t
11208	醺	xūn	Beijing	ɕ y n ⁵⁵	i n c t
11209	勳	xūn	Middle_Chinese	x j u n /¹	i m n c t t
11210	勳	xūn	Beijing	ɕ y n ⁵⁵	i n c t
11211	勋	xūn	Middle_Chinese	x j u n /¹	i m n c t t
11212	勋	xūn	Beijing	ɕ y n ⁵⁵	i n c t
11213	寻	xún	Middle_Chinese	z i m /¹	i n c t t
11214	寻	xún	Beijing	ɕ y n ³⁵	i n c t
11215	浔	xún	Middle_Chinese	z i m /¹	i n c t t
11216	浔	xún	Beijing	ɕ y n ³⁵	i n c t
11217	挦	xián	Middle_Chinese	z i m /¹	i n c t t
11218	挦	xián	Beijing	ɕ y n ³⁵	i n c t
11219	荀	xún	Middle_Chinese	s w i n /¹	i m n c t t
11220	荀	xún	Beijing	ɕ y n ³⁵	i n c t
11221	询	xún	Middle_Chinese	s w i n /¹	i m n c t t
11222	询	xún	Beijing	ɕ y n ³⁵	i n c t
11223	洵	xún	Middle_Chinese	s w i n /¹	i m n c t t
11224	洵	xún	Beijing	ɕ y n ³⁵	i n c t
11225	恂	xún	Middle_Chinese	s w i n /¹	i m n c t t
11226	恂	xún	Beijing	ɕ y n ³⁵	i n c t
11227	栒	xún	Middle_Chinese	s w i n /¹	i m n c t t
11228	栒	xún	Beijing	ɕ y n ³⁵	i n c t
11229	旬	xún	Middle_Chinese	z w i n /¹	i m n c t t
11230	旬	xún	Beijing	ɕ y n ³⁵	i n c t
11231	循	xún	Middle_Chinese	z w i n /¹	i m n c t t
11232	循	xún	Beijing	ɕ y n ³⁵	i n c t
11233	巡	xún	Middle_Chinese	z w i n /¹	i m n c t t
11234	巡	xún	Beijing	ɕ y n ³⁵	i n c t
11235	驯	xún	Middle_Chinese	z w i n /¹	i m n c t t
11236	驯	xún	Beijing	ɕ y n ³⁵	i n c t
11237	汛	xùn	Middle_Chinese	s i n /³	i n c t
11238	汛	xùn	Beijing	ɕ y n ⁵¹	i n c t
11239	讯	xùn	Middle_Chinese	s i n /³	i n c t
11240	讯	xùn	Beijing	ɕ y n ⁵¹	i n c t
11241	巽	xùn	Middle_Chinese	s w o n /³	i m n c t
11242	巽	xùn	Beijing	ɕ y n ⁵¹	i n c t
11243	噀	xùn	Middle_Chinese	s w o n /³	i m n c t
11244	噀	xùn	Beijing	ɕ y n ⁵¹	i n c t
11245	逊	xùn	Middle_Chinese	s w o n /³	i m n c t
11246	逊	xùn	Beijing	ɕ y n ⁵¹	i n c t
11247	迅	xùn	Middle_Chinese	s w i n /³	i m n c t
11248	迅	xùn	Beijing	ɕ y n ⁵¹	i n c t
11249	濬	jùn	Middle_Chinese	s w i n /³	i m n c t
11250	濬	jùn	Beijing	ɕ y n ⁵¹	i n c t
11251	殉	xùn	Middle_Chinese	z w i n /³	i m n c t
11252	殉	xùn	Beijing	ɕ y n ⁵¹	i n c t
11253	徇	xùn	Middle_Chinese	z w i n /³	i m n c t
11254	徇	xùn	Beijing	ɕ y n ⁵¹	i n c t
11255	训	xùn	Middle_Chinese	x j u n /³	i m n c t
11256	训	xùn	Beijing	ɕ y n ⁵¹	i n c t
11257	熏	xūn	Middle_Chinese	x j u n /³	i m n c t
11258	熏	xūn	Beijing	ɕ y n ⁵¹	i n c t
11259	缊	yūn	Middle_Chinese	ʔ j u n /¹	i m n c t t
11260	缊	yūn	Beijing	y n ⁵⁵	n c t
11261	煴	yūn	Middle_Chinese	ʔ j u n /¹	i m n c t t
11262	煴	yūn	Beijing	y n ⁵⁵	n c t
11263	氲	yūn	Middle_Chinese	ʔ j u n /¹	i m n c t t
11264	氲	yūn	Beijing	y n ⁵⁵	n c t
11265	筠	yún	Middle_Chinese	ɣ w i n /¹	i m n c t t
11266	筠	yún	Beijing	y n ³⁵	n c t
11267	匀	yún	Middle_Chinese	j w i n /¹	i m n c t t
11268	匀	yún	Beijing	y n ³⁵	n c t
11269	畇	yún	Middle_Chinese	j w i n /¹	i m n c t t
11270	畇	yún	Beijing	y n ³⁵	n c t
11271	云	yún	Middle_Chinese	ɣ j u n /¹	i m n c t t
11272	云	yún	Beijing	y n ³⁵	n c t
11273	雲	yún	Middle_Chinese	ɣ j u n /¹	i m n c t t
11274	雲	yún	Beijing	y n ³⁵	n c t
11275	耘	yún	Middle_Chinese	ɣ j u n /¹	i m n c t t
11276	耘	yún	Beijing	y n ³⁵	n c t
11277	芸	yún	Middle_Chinese	ɣ j u n /¹	i m n c t t
11278	芸	yún	Beijing	y n ³⁵	n c t
11279	妘	yún	Middle_Chinese	ɣ j u n /¹	i m n c t t
11280	妘	yún	Beijing	y n ³⁵	n c t
11281	郧	yún	Middle_Chinese	ɣ j u n /¹	i m n c t t
11282	郧	yún	Beijing	y n ³⁵	n c t
11283	蕓	yún	Middle_Chinese	ɣ j u n /¹	i m n c t t
11284	蕓	yún	Beijing	y n ³⁵	n c t
11285	陨	yǔn	Middle_Chinese	ɣ w i n /²	i m n c t
11286	陨	yǔn	Beijing	y n ²¹⁴	n c t
11287	殒	yǔn	Middle_Chinese	ɣ w i n /²	i m n c t
11288	殒	yǔn	Beijing	y n ²¹⁴	n c t
