ID	TAXA	TAXA_WITH_TONES	CHINESE_TAXA	GLOSS	PINYIN	NUMBER	READING	IPA	TOKENS	ALIGNMENT	PROTO	PROTO_TOKENS	BAXTER	ZGYY	COGID
16521	Chengdu	Chéngdū	成都	贤	xián	528	ɕian³¹	ɕian³¹	ɕ i a n ³¹	ɕ i a n ³¹	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16522	Kunming	Kūnmíng	昆明	贤	xián	528	ɕiɛ̃³¹	ɕiɛ̃³¹	ɕ i ɛ̃ ³¹	ɕ i ɛ̃ - ³¹	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16523	Hangzhou	Hángzhōu	杭州	贤	xián	528	ɦiẼ²¹³	ɦiᴇ̃²¹³	ɦ i ᴇ̃ ²¹³	ɦ i ᴇ̃ - ²¹³	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16524	Taoyuan	Táoyuán	桃园	贤	xián	528	hien¹¹	hien¹¹	h i e n ¹¹	h i e n ¹¹	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16525	Meixian	Méixiàn	梅县	贤	xián	528	hian¹¹	hian¹¹	h i a n ¹¹	h i a n ¹¹	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16526	Shexian	Shèxiàn	歙县	贤	xián	528	ɕie⁴⁴	ɕie⁴⁴	ɕ i e ⁴⁴	ɕ i e - ⁴⁴	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16527	Wuhan	Wǔhàn	武汉	贤	xián	528	ɕiɛn²¹³	ɕiɛn²¹³	ɕ i ɛ n ²¹³	ɕ i ɛ n ²¹³	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16528	Shantou	Shàntóu	汕头	贤	xián	528	hiaŋ⁵⁵	hiaŋ⁵⁵	h i a ŋ ⁵⁵	h i a ŋ ⁵⁵	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16529	Jinan	Jìnán	济南	贤	xián	528	ɕiã⁴²	ɕiã⁴²	ɕ i ã ⁴²	ɕ i ã - ⁴²	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16530	Haikou	Hǎikǒu	海口	贤	xián	528	hin³¹	hin³¹	h i n ³¹	h - i n ³¹	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16531	Wenzhou	Wēnzhōu	温州	贤	xián	528	ji³¹	ji³¹	j i ³¹	j - i - ³¹	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16532	Xiangtan	Xiāngtán	湘潭	贤	xián	528	ɕiẽ¹²	ɕiẽ¹²	ɕ i ẽ ¹²	ɕ i ẽ - ¹²	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16533	Fuzhou	Fúzhōu	福州	贤	xián	528	hieŋ⁵³	hieŋ⁵³	h i e ŋ ⁵³	h i e ŋ ⁵³	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16534	Xining	Xīníng	西宁	贤	xián	528	ɕiã²⁴	ɕiã²⁴	ɕ i ã ²⁴	ɕ i ã - ²⁴	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16535	Xian	Xīān	西安	贤	xián	528	ɕiã²⁴	ɕiã²⁴	ɕ i ã ²⁴	ɕ i ã - ²⁴	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16536	Guiyang	Guìyáng	贵阳	贤	xián	528	ɕian²¹	ɕian²¹	ɕ i a n ²¹	ɕ i a n ²¹	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16537	Zhengzhou	Zhèngzhōu	郑州	贤	xián	528	ɕian⁴²	ɕian⁴²	ɕ i a n ⁴²	ɕ i a n ⁴²	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16538	Yinchuan	Yínchuān	银川	贤	xián	528	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16539	Changsha	Chángshā	长沙	贤	xián	528	ɕiẽ¹³	ɕiẽ¹³	ɕ i ẽ ¹³	ɕ i ẽ - ¹³	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16540	Qingdao	Qīngdǎo	青岛	贤	xián	528	ɕiã⁴²	ɕiã⁴²	ɕ i ã ⁴²	ɕ i ã - ⁴²	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16541	Xianggang	Xiānggǎng	香港	贤	xián	528	jin²¹	jin²¹	j i n ²¹	j - i n ²¹	ɣen¹	ɣ - e n ¹	hen	山开四平先匣	528
16542	Shanghai	Shànghǎi	上海	险	xiǎn	529	ɕi³⁵	ɕi³⁵	ɕ i ³⁵	ɕ - i - ³⁵	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16543	Wulumuqi	Wūlǔmùqí	乌鲁木齐	险	xiǎn	529	ɕian⁵¹	ɕian⁵¹	ɕ i a n ⁵¹	ɕ i a n ⁵¹	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16544	Lanzhou	Lánzhōu	兰州	险	xiǎn	529	ɕiɛ̃n⁴⁴²	ɕiɛ̃n⁴⁴²	ɕ i ɛ̃ n ⁴⁴²	ɕ i ɛ̃ n ⁴⁴²	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16545	Beijing	Běijīng	北京	险	xiǎn	529	ɕian²¹⁴	ɕian²¹⁴	ɕ i a n ²¹⁴	ɕ i a n ²¹⁴	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16546	Nanjing	Nánjīng	南京	险	xiǎn	529	ɕien²¹²	ɕien²¹²	ɕ i e n ²¹²	ɕ i e n ²¹²	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16547	Nanning	Nánníng	南宁	险	xiǎn	529	him³⁵	him³⁵	h i m ³⁵	h - i m ³⁵	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16548	Nanchang	Nánchāng	南昌	险	xiǎn	529	ɕiɛn²¹³	ɕiɛn²¹³	ɕ i ɛ n ²¹³	ɕ i ɛ n ²¹³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16549	Xiamen	Xiàmén	厦门	险	xiǎn	529	hiam⁵³	hiam⁵³	h i a m ⁵³	h i a m ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16550	Taibei	Táiběi	台北	险	xiǎn	529	hiam⁵³	hiam⁵³	h i a m ⁵³	h i a m ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16551	Huhehaote	Hūhèhàotè	呼和浩特	险	xiǎn	529	ɕie⁵³	ɕie⁵³	ɕ i e ⁵³	ɕ i e - ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16552	Haerbin	Hāěrbīn	哈尔滨	险	xiǎn	529	ɕian²¹³	ɕian²¹³	ɕ i a n ²¹³	ɕ i a n ²¹³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16553	Tianjin	Tiānjīn	天津	险	xiǎn	529	ɕian¹³	ɕian¹³	ɕ i a n ¹³	ɕ i a n ¹³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16554	Taiyuan	Tàiyuán	太原	险	xiǎn	529	ɕie¹¹	ɕie¹¹	ɕ i e ¹¹	ɕ i e - ¹¹	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16555	Tunxi	Tūnxī	屯溪	险	xiǎn	529	ɕiɛ³¹	ɕiɛ³¹	ɕ i ɛ ³¹	ɕ i ɛ - ³¹	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16556	Pingyao	Píngyáo	平遥	险	xiǎn	529	ɕiE⁵³	ɕiᴇ⁵³	ɕ i ᴇ ⁵³	ɕ i ᴇ - ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16557	Guangzhou	Guǎngzhōu	广州	险	xiǎn	529	him³⁵	him³⁵	h i m ³⁵	h - i m ³⁵	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16558	Jianou	Jiànōu	建瓯	险	xiǎn	529	xiŋ²¹	xiŋ²¹	x i ŋ ²¹	x - i ŋ ²¹	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16559	Chengdu	Chéngdū	成都	险	xiǎn	529	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16560	Kunming	Kūnmíng	昆明	险	xiǎn	529	ɕiɛ̃⁵³	ɕiɛ̃⁵³	ɕ i ɛ̃ ⁵³	ɕ i ɛ̃ - ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16561	Hangzhou	Hángzhōu	杭州	险	xiǎn	529	ɕiẼ⁵³	ɕiᴇ̃⁵³	ɕ i ᴇ̃ ⁵³	ɕ i ᴇ̃ - ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16562	Taoyuan	Táoyuán	桃园	险	xiǎn	529	hiɑm³¹	hiɑm³¹	h i ɑ m ³¹	h i ɑ m ³¹	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16563	Meixian	Méixiàn	梅县	险	xiǎn	529	hiam³¹	hiam³¹	h i a m ³¹	h i a m ³¹	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16564	Shexian	Shèxiàn	歙县	险	xiǎn	529	ɕie³⁵	ɕie³⁵	ɕ i e ³⁵	ɕ i e - ³⁵	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16565	Wuhan	Wǔhàn	武汉	险	xiǎn	529	ɕiɛn⁴²	ɕiɛn⁴²	ɕ i ɛ n ⁴²	ɕ i ɛ n ⁴²	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16566	Shantou	Shàntóu	汕头	险	xiǎn	529	hiam⁵³	hiam⁵³	h i a m ⁵³	h i a m ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16567	Jinan	Jìnán	济南	险	xiǎn	529	ɕiã⁵⁵	ɕiã⁵⁵	ɕ i ã ⁵⁵	ɕ i ã - ⁵⁵	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16568	Haikou	Hǎikǒu	海口	险	xiǎn	529	hiam²¹³	hiam²¹³	h i a m ²¹³	h i a m ²¹³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16569	Wenzhou	Wēnzhōu	温州	险	xiǎn	529	ɕi³⁵	ɕi³⁵	ɕ i ³⁵	ɕ - i - ³⁵	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16570	Xiangtan	Xiāngtán	湘潭	险	xiǎn	529	ɕiẽ²¹	ɕiẽ²¹	ɕ i ẽ ²¹	ɕ i ẽ - ²¹	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16571	Fuzhou	Fúzhōu	福州	险	xiǎn	529	hieŋ³²	hieŋ³²	h i e ŋ ³²	h i e ŋ ³²	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16572	Xining	Xīníng	西宁	险	xiǎn	529	ɕiã⁵³	ɕiã⁵³	ɕ i ã ⁵³	ɕ i ã - ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16573	Xian	Xīān	西安	险	xiǎn	529	ɕiã⁵³	ɕiã⁵³	ɕ i ã ⁵³	ɕ i ã - ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16574	Guiyang	Guìyáng	贵阳	险	xiǎn	529	ɕian⁴²	ɕian⁴²	ɕ i a n ⁴²	ɕ i a n ⁴²	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16575	Zhengzhou	Zhèngzhōu	郑州	险	xiǎn	529	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16576	Yinchuan	Yínchuān	银川	险	xiǎn	529	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16577	Changsha	Chángshā	长沙	险	xiǎn	529	ɕiẽ⁴¹	ɕiẽ⁴¹	ɕ i ẽ ⁴¹	ɕ i ẽ - ⁴¹	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16578	Qingdao	Qīngdǎo	青岛	险	xiǎn	529	ɕiã⁵⁵	ɕiã⁵⁵	ɕ i ã ⁵⁵	ɕ i ã - ⁵⁵	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16579	Xianggang	Xiānggǎng	香港	险	xiǎn	529	him³⁵	him³⁵	h i m ³⁵	h - i m ³⁵	xjem²	x j e m ²	xjemX	咸开三上琰晓	529
16580	Shanghai	Shànghǎi	上海	陷	xiàn	530	ɦe¹³ɦie¹³	ɦe¹³	ɦ e ¹³	ɦ - e - ¹³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16581	Wulumuqi	Wūlǔmùqí	乌鲁木齐	陷	xiàn	530	ɕian²¹³	ɕian²¹³	ɕ i a n ²¹³	ɕ i a n ²¹³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16582	Lanzhou	Lánzhōu	兰州	陷	xiàn	530	ɕiɛ̃n¹³	ɕiɛ̃n¹³	ɕ i ɛ̃ n ¹³	ɕ i ɛ̃ n ¹³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16583	Beijing	Běijīng	北京	陷	xiàn	530	ɕian⁵¹	ɕian⁵¹	ɕ i a n ⁵¹	ɕ i a n ⁵¹	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16584	Nanjing	Nánjīng	南京	陷	xiàn	530	ɕien⁴⁴	ɕien⁴⁴	ɕ i e n ⁴⁴	ɕ i e n ⁴⁴	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16585	Nanning	Nánníng	南宁	陷	xiàn	530	ham²²	ham²²	h a m ²²	h - a m ²²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16586	Nanchang	Nánchāng	南昌	陷	xiàn	530	han²¹	han²¹	h a n ²¹	h - a n ²¹	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16587	Xiamen	Xiàmén	厦门	陷	xiàn	530	ham²²	ham²²	h a m ²²	h - a m ²²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16588	Taibei	Táiběi	台北	陷	xiàn	530	ham³³	ham³³	h a m ³³	h - a m ³³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16589	Huhehaote	Hūhèhàotè	呼和浩特	陷	xiàn	530	ɕie⁵⁵	ɕie⁵⁵	ɕ i e ⁵⁵	ɕ i e - ⁵⁵	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16590	Haerbin	Hāěrbīn	哈尔滨	陷	xiàn	530	ɕian⁵³ɕyan⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16591	Tianjin	Tiānjīn	天津	陷	xiàn	530	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16592	Taiyuan	Tàiyuán	太原	陷	xiàn	530	ɕie⁴⁵下~xæ̃⁴⁵〜在泥里	ɕie⁴⁵	ɕ i e ⁴⁵	ɕ i e - ⁴⁵	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16593	Tunxi	Tūnxī	屯溪	陷	xiàn	530	siɛ⁴²	siɛ⁴²	s i ɛ ⁴²	s i ɛ - ⁴²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16594	Pingyao	Píngyáo	平遥	陷	xiàn	530	ɕiɑŋ³⁵	ɕiɑŋ³⁵	ɕ i ɑ ŋ ³⁵	ɕ i ɑ ŋ ³⁵	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16595	Guangzhou	Guǎngzhōu	广州	陷	xiàn	530	ham²²	ham²²	h a m ²²	h - a m ²²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16596	Jianou	Jiànōu	建瓯	陷	xiàn	530	xaŋ⁴⁴	xaŋ⁴⁴	x a ŋ ⁴⁴	x - a ŋ ⁴⁴	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16597	Chengdu	Chéngdū	成都	陷	xiàn	530	xan¹³ɕian¹³	xan¹³	x a n ¹³	x - a n ¹³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16598	Kunming	Kūnmíng	昆明	陷	xiàn	530	ɕiɛ̃²¹²	ɕiɛ̃²¹²	ɕ i ɛ̃ ²¹²	ɕ i ɛ̃ - ²¹²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16599	Hangzhou	Hángzhōu	杭州	陷	xiàn	530	ɦiẼ¹³	ɦiᴇ̃¹³	ɦ i ᴇ̃ ¹³	ɦ i ᴇ̃ - ¹³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16600	Taoyuan	Táoyuán	桃园	陷	xiàn	530	hɑm⁵⁵	hɑm⁵⁵	h ɑ m ⁵⁵	h - ɑ m ⁵⁵	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16601	Meixian	Méixiàn	梅县	陷	xiàn	530	ham⁵³	ham⁵³	h a m ⁵³	h - a m ⁵³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16602	Shexian	Shèxiàn	歙县	陷	xiàn	530	ɕie²²xɛ²²	ɕie²²	ɕ i e ²²	ɕ i e - ²²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16603	Wuhan	Wǔhàn	武汉	陷	xiàn	530	ɕiɛn³⁵〜害xan⁴²①	ɕiɛn³⁵	ɕ i ɛ n ³⁵	ɕ i ɛ n ³⁵	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16604	Shantou	Shàntóu	汕头	陷	xiàn	530	ham³¹	ham³¹	h a m ³¹	h - a m ³¹	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16605	Jinan	Jìnán	济南	陷	xiàn	530	ɕiã²¹	ɕiã²¹	ɕ i ã ²¹	ɕ i ã - ²¹	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16606	Haikou	Hǎikǒu	海口	陷	xiàn	530	ham³³	ham³³	h a m ³³	h - a m ³³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16607	Wenzhou	Wēnzhōu	温州	陷	xiàn	530	ɦa²²	ɦa²²	ɦ a ²²	ɦ - a - ²²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16608	Xiangtan	Xiāngtán	湘潭	陷	xiàn	530	han⁵⁵	han⁵⁵	h a n ⁵⁵	h - a n ⁵⁵	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16609	Fuzhou	Fúzhōu	福州	陷	xiàn	530	hɑŋ²⁴²	hɑŋ²⁴²	h ɑ ŋ ²⁴²	h - ɑ ŋ ²⁴²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16610	Xining	Xīníng	西宁	陷	xiàn	530	ɕiã²¹³	ɕiã²¹³	ɕ i ã ²¹³	ɕ i ã - ²¹³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16611	Xian	Xīān	西安	陷	xiàn	530	ɕiã⁵³	ɕiã⁵³	ɕ i ã ⁵³	ɕ i ã - ⁵³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16612	Guiyang	Guìyáng	贵阳	陷	xiàn	530	ɕian²¹³xan²¹³	ɕian²¹³	ɕ i a n ²¹³	ɕ i a n ²¹³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16613	Zhengzhou	Zhèngzhōu	郑州	陷	xiàn	530	ɕian³¹²	ɕian³¹²	ɕ i a n ³¹²	ɕ i a n ³¹²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16614	Yinchuan	Yínchuān	银川	陷	xiàn	530	ɕian¹³	ɕian¹³	ɕ i a n ¹³	ɕ i a n ¹³	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16615	Changsha	Chángshā	长沙	陷	xiàn	530	xan⁵⁵	xan⁵⁵	x a n ⁵⁵	x - a n ⁵⁵	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16616	Qingdao	Qīngdǎo	青岛	陷	xiàn	530	ɕiã⁴²	ɕiã⁴²	ɕ i ã ⁴²	ɕ i ã - ⁴²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16617	Xianggang	Xiānggǎng	香港	陷	xiàn	530	tɐm²²	tɐm²²	t ɐ m ²²	t - ɐ m ²²	ɣɛm³	ɣ - ɛ m ³	heamH	咸开二去陷匣	530
16618	Shanghai	Shànghǎi	上海	限	xiàn	531	ɦe¹³ɦie¹³	ɦe¹³	ɦ e ¹³	ɦ - e - ¹³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16619	Wulumuqi	Wūlǔmùqí	乌鲁木齐	限	xiàn	531	ɕian²¹³	ɕian²¹³	ɕ i a n ²¹³	ɕ i a n ²¹³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16620	Lanzhou	Lánzhōu	兰州	限	xiàn	531	ɕiɛ̃n¹³	ɕiɛ̃n¹³	ɕ i ɛ̃ n ¹³	ɕ i ɛ̃ n ¹³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16621	Beijing	Běijīng	北京	限	xiàn	531	ɕian⁵¹	ɕian⁵¹	ɕ i a n ⁵¹	ɕ i a n ⁵¹	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16622	Nanjing	Nánjīng	南京	限	xiàn	531	ɕien⁴⁴	ɕien⁴⁴	ɕ i e n ⁴⁴	ɕ i e n ⁴⁴	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16623	Nanning	Nánníng	南宁	限	xiàn	531	han²²	han²²	h a n ²²	h - a n ²²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16624	Nanchang	Nánchāng	南昌	限	xiàn	531	han²¹	han²¹	h a n ²¹	h - a n ²¹	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16625	Xiamen	Xiàmén	厦门	限	xiàn	531	han²²	han²²	h a n ²²	h - a n ²²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16626	Taibei	Táiběi	台北	限	xiàn	531	han³³	han³³	h a n ³³	h - a n ³³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16627	Huhehaote	Hūhèhàotè	呼和浩特	限	xiàn	531	ɕie⁵⁵	ɕie⁵⁵	ɕ i e ⁵⁵	ɕ i e - ⁵⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16628	Haerbin	Hāěrbīn	哈尔滨	限	xiàn	531	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16629	Tianjin	Tiānjīn	天津	限	xiàn	531	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16630	Taiyuan	Tàiyuán	太原	限	xiàn	531	ɕie⁴⁵	ɕie⁴⁵	ɕ i e ⁴⁵	ɕ i e - ⁴⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16631	Tunxi	Tūnxī	屯溪	限	xiàn	531	xɔ¹¹ɕiɛ¹¹	xɔ¹¹	x ɔ ¹¹	x - ɔ - ¹¹	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16632	Pingyao	Píngyáo	平遥	限	xiàn	531	ɕiɑŋ³⁵	ɕiɑŋ³⁵	ɕ i ɑ ŋ ³⁵	ɕ i ɑ ŋ ³⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16633	Guangzhou	Guǎngzhōu	广州	限	xiàn	531	han²²	han²²	h a n ²²	h - a n ²²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16634	Jianou	Jiànōu	建瓯	限	xiàn	531	xaiŋ⁴⁴	xaiŋ⁴⁴	x ai ŋ ⁴⁴	x - ai ŋ ⁴⁴	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16635	Chengdu	Chéngdū	成都	限	xiàn	531	xan¹³ɕian¹³	xan¹³	x a n ¹³	x - a n ¹³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16636	Kunming	Kūnmíng	昆明	限	xiàn	531	ɕiɛ̃²¹²	ɕiɛ̃²¹²	ɕ i ɛ̃ ²¹²	ɕ i ɛ̃ - ²¹²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16637	Hangzhou	Hángzhōu	杭州	限	xiàn	531	ɦiẼ¹³	ɦiᴇ̃¹³	ɦ i ᴇ̃ ¹³	ɦ i ᴇ̃ - ¹³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16638	Taoyuan	Táoyuán	桃园	限	xiàn	531	hɑn⁵⁵	hɑn⁵⁵	h ɑ n ⁵⁵	h - ɑ n ⁵⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16639	Meixian	Méixiàn	梅县	限	xiàn	531	han⁵³	han⁵³	h a n ⁵³	h - a n ⁵³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16640	Shexian	Shèxiàn	歙县	限	xiàn	531	ɕie²²xɛ²²	ɕie²²	ɕ i e ²²	ɕ i e - ²²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16641	Wuhan	Wǔhàn	武汉	限	xiàn	531	ɕiɛn³⁵	ɕiɛn³⁵	ɕ i ɛ n ³⁵	ɕ i ɛ n ³⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16642	Shantou	Shàntóu	汕头	限	xiàn	531	haŋ³⁵	haŋ³⁵	h a ŋ ³⁵	h - a ŋ ³⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16643	Jinan	Jìnán	济南	限	xiàn	531	ɕiã²¹	ɕiã²¹	ɕ i ã ²¹	ɕ i ã - ²¹	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16644	Haikou	Hǎikǒu	海口	限	xiàn	531	haŋ³³	haŋ³³	h a ŋ ³³	h - a ŋ ³³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16645	Wenzhou	Wēnzhōu	温州	限	xiàn	531	ɦa³⁵	ɦa³⁵	ɦ a ³⁵	ɦ - a - ³⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16646	Xiangtan	Xiāngtán	湘潭	限	xiàn	531	han⁵⁵	han⁵⁵	h a n ⁵⁵	h - a n ⁵⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16647	Fuzhou	Fúzhōu	福州	限	xiàn	531	aiŋ²⁴²	aiŋ²⁴²	a i ŋ ²⁴²	a - i ŋ ²⁴²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16648	Xining	Xīníng	西宁	限	xiàn	531	ɕiã²¹³	ɕiã²¹³	ɕ i ã ²¹³	ɕ i ã - ²¹³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
