ID	TAXA	TAXA_WITH_TONES	CHINESE_TAXA	GLOSS	PINYIN	NUMBER	READING	IPA	TOKENS	ALIGNMENT	PROTO	PROTO_TOKENS	BAXTER	ZGYY	COGID
16649	Xian	Xīān	西安	限	xiàn	531	ɕiã⁴⁴	ɕiã⁴⁴	ɕ i ã ⁴⁴	ɕ i ã - ⁴⁴	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16650	Guiyang	Guìyáng	贵阳	限	xiàn	531	ɕian²¹³	ɕian²¹³	ɕ i a n ²¹³	ɕ i a n ²¹³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16651	Zhengzhou	Zhèngzhōu	郑州	限	xiàn	531	ɕian³¹²	ɕian³¹²	ɕ i a n ³¹²	ɕ i a n ³¹²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16652	Yinchuan	Yínchuān	银川	限	xiàn	531	ɕian¹³	ɕian¹³	ɕ i a n ¹³	ɕ i a n ¹³	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16653	Changsha	Chángshā	长沙	限	xiàn	531	xan⁵⁵xan¹¹	xan⁵⁵	x a n ⁵⁵	x - a n ⁵⁵	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16654	Qingdao	Qīngdǎo	青岛	限	xiàn	531	ɕiã⁴²	ɕiã⁴²	ɕ i ã ⁴²	ɕ i ã - ⁴²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16655	Xianggang	Xiānggǎng	香港	限	xiàn	531	han²²	han²²	h a n ²²	h - a n ²²	ɣɛn²	ɣ - ɛ n ²	heanX	山开二上产匣	531
16656	Shanghai	Shànghǎi	上海	宪	xiàn	532	ɕi³⁵	ɕi³⁵	ɕ i ³⁵	ɕ - i - ³⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16657	Wulumuqi	Wūlǔmùqí	乌鲁木齐	宪	xiàn	532	ɕian²¹³	ɕian²¹³	ɕ i a n ²¹³	ɕ i a n ²¹³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16658	Lanzhou	Lánzhōu	兰州	宪	xiàn	532	ɕiɛ̃n¹³	ɕiɛ̃n¹³	ɕ i ɛ̃ n ¹³	ɕ i ɛ̃ n ¹³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16659	Beijing	Běijīng	北京	宪	xiàn	532	ɕian⁵¹	ɕian⁵¹	ɕ i a n ⁵¹	ɕ i a n ⁵¹	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16660	Nanjing	Nánjīng	南京	宪	xiàn	532	ɕien⁴⁴	ɕien⁴⁴	ɕ i e n ⁴⁴	ɕ i e n ⁴⁴	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16661	Nanning	Nánníng	南宁	宪	xiàn	532	hin³³	hin³³	h i n ³³	h - i n ³³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16662	Nanchang	Nánchāng	南昌	宪	xiàn	532	ɕiɛn²¹³	ɕiɛn²¹³	ɕ i ɛ n ²¹³	ɕ i ɛ n ²¹³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16663	Xiamen	Xiàmén	厦门	宪	xiàn	532	hian²¹	hian²¹	h i a n ²¹	h i a n ²¹	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16664	Taibei	Táiběi	台北	宪	xiàn	532	hian¹¹	hian¹¹	h i a n ¹¹	h i a n ¹¹	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16665	Huhehaote	Hūhèhàotè	呼和浩特	宪	xiàn	532	ɕie⁵⁵	ɕie⁵⁵	ɕ i e ⁵⁵	ɕ i e - ⁵⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16666	Haerbin	Hāěrbīn	哈尔滨	宪	xiàn	532	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16667	Tianjin	Tiānjīn	天津	宪	xiàn	532	ɕian⁵³	ɕian⁵³	ɕ i a n ⁵³	ɕ i a n ⁵³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16668	Taiyuan	Tàiyuán	太原	宪	xiàn	532	ɕie⁴⁵	ɕie⁴⁵	ɕ i e ⁴⁵	ɕ i e - ⁴⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16669	Tunxi	Tūnxī	屯溪	宪	xiàn	532	ɕiɛ¹¹	ɕiɛ¹¹	ɕ i ɛ ¹¹	ɕ i ɛ - ¹¹	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16670	Pingyao	Píngyáo	平遥	宪	xiàn	532	ɕiE³⁵	ɕiᴇ³⁵	ɕ i ᴇ ³⁵	ɕ i ᴇ - ³⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16671	Guangzhou	Guǎngzhōu	广州	宪	xiàn	532	hin³³	hin³³	h i n ³³	h - i n ³³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16672	Jianou	Jiànōu	建瓯	宪	xiàn	532	xuiŋ³³	xuiŋ³³	x u i ŋ ³³	x u i ŋ ³³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16673	Chengdu	Chéngdū	成都	宪	xiàn	532	ɕian¹³	ɕian¹³	ɕ i a n ¹³	ɕ i a n ¹³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16674	Kunming	Kūnmíng	昆明	宪	xiàn	532	ɕiɛ̃²¹²	ɕiɛ̃²¹²	ɕ i ɛ̃ ²¹²	ɕ i ɛ̃ - ²¹²	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16675	Hangzhou	Hángzhōu	杭州	宪	xiàn	532	ɕiẼ⁴⁴⁵	ɕiᴇ̃⁴⁴⁵	ɕ i ᴇ̃ ⁴⁴⁵	ɕ i ᴇ̃ - ⁴⁴⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16676	Taoyuan	Táoyuán	桃园	宪	xiàn	532	hien³¹	hien³¹	h i e n ³¹	h i e n ³¹	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16677	Meixian	Méixiàn	梅县	宪	xiàn	532	hian³¹	hian³¹	h i a n ³¹	h i a n ³¹	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16678	Shexian	Shèxiàn	歙县	宪	xiàn	532	ɕie³²⁴	ɕie³²⁴	ɕ i e ³²⁴	ɕ i e - ³²⁴	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16679	Wuhan	Wǔhàn	武汉	宪	xiàn	532	ɕiɛn³⁵	ɕiɛn³⁵	ɕ i ɛ n ³⁵	ɕ i ɛ n ³⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16680	Shantou	Shàntóu	汕头	宪	xiàn	532	hiaŋ²¹³	hiaŋ²¹³	h i a ŋ ²¹³	h i a ŋ ²¹³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16681	Jinan	Jìnán	济南	宪	xiàn	532	ɕiã²¹	ɕiã²¹	ɕ i ã ²¹	ɕ i ã - ²¹	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16682	Haikou	Hǎikǒu	海口	宪	xiàn	532	hin³⁵	hin³⁵	h i n ³⁵	h - i n ³⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16683	Wenzhou	Wēnzhōu	温州	宪	xiàn	532	ɕi⁴²	ɕi⁴²	ɕ i ⁴²	ɕ - i - ⁴²	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16684	Xiangtan	Xiāngtán	湘潭	宪	xiàn	532	ɕiẽ⁵⁵	ɕiẽ⁵⁵	ɕ i ẽ ⁵⁵	ɕ i ẽ - ⁵⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16685	Fuzhou	Fúzhōu	福州	宪	xiàn	532	hyɔŋ²¹²	hyɔŋ²¹²	h y ɔ ŋ ²¹²	h y ɔ ŋ ²¹²	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16686	Xining	Xīníng	西宁	宪	xiàn	532	ɕiã²¹³	ɕiã²¹³	ɕ i ã ²¹³	ɕ i ã - ²¹³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16687	Xian	Xīān	西安	宪	xiàn	532	ɕiã⁴⁴	ɕiã⁴⁴	ɕ i ã ⁴⁴	ɕ i ã - ⁴⁴	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16688	Guiyang	Guìyáng	贵阳	宪	xiàn	532	ɕian²¹³	ɕian²¹³	ɕ i a n ²¹³	ɕ i a n ²¹³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16689	Zhengzhou	Zhèngzhōu	郑州	宪	xiàn	532	ɕian³¹²	ɕian³¹²	ɕ i a n ³¹²	ɕ i a n ³¹²	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16690	Yinchuan	Yínchuān	银川	宪	xiàn	532	ɕian¹³	ɕian¹³	ɕ i a n ¹³	ɕ i a n ¹³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16691	Changsha	Chángshā	长沙	宪	xiàn	532	ɕiẽ⁵⁵	ɕiẽ⁵⁵	ɕ i ẽ ⁵⁵	ɕ i ẽ - ⁵⁵	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16692	Qingdao	Qīngdǎo	青岛	宪	xiàn	532	ɕiã⁴²	ɕiã⁴²	ɕ i ã ⁴²	ɕ i ã - ⁴²	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16693	Xianggang	Xiānggǎng	香港	宪	xiàn	532	hin³³	hin³³	h i n ³³	h - i n ³³	xjon³	x j o n ³	xjonH	山开三去愿晓	532
16694	Shanghai	Shànghǎi	上海	腌	yè	533	i⁵³	i⁵³	i ⁵³	- - i - ⁵³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16695	Wulumuqi	Wūlǔmùqí	乌鲁木齐	腌	yè	533	ian⁴⁴	ian⁴⁴	i a n ⁴⁴	- i a n ⁴⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16696	Lanzhou	Lánzhōu	兰州	腌	yè	533	iɛ̃n³¹	iɛ̃n³¹	i ɛ̃ n ³¹	- i ɛ̃ n ³¹	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16697	Beijing	Běijīng	北京	腌	yè	533	ian⁵⁵	ian⁵⁵	i a n ⁵⁵	- i a n ⁵⁵	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16698	Nanjing	Nánjīng	南京	腌	yè	533	ien³¹	ien³¹	i e n ³¹	- i e n ³¹	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16699	Nanning	Nánníng	南宁	腌	yè	533	jim⁵⁵	jim⁵⁵	j i m ⁵⁵	j - i m ⁵⁵	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16700	Nanchang	Nánchāng	南昌	腌	yè	533	iɛn⁴²	iɛn⁴²	i ɛ n ⁴²	- i ɛ n ⁴²	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16701	Xiamen	Xiàmén	厦门	腌	yè	533	iam⁵⁵	iam⁵⁵	i a m ⁵⁵	- i a m ⁵⁵	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16702	Taibei	Táiběi	台北	腌	yè	533	aŋ⁴⁴	aŋ⁴⁴	a ŋ ⁴⁴	- - a ŋ ⁴⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16703	Huhehaote	Hūhèhàotè	呼和浩特	腌	yè	533	ie³¹	ie³¹	i e ³¹	- i e - ³¹	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16704	Haerbin	Hāěrbīn	哈尔滨	腌	yè	533	ian⁴⁴	ian⁴⁴	i a n ⁴⁴	- i a n ⁴⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16705	Tianjin	Tiānjīn	天津	腌	yè	533	ian²¹	ian²¹	i a n ²¹	- i a n ²¹	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16706	Taiyuan	Tàiyuán	太原	腌	yè	533	ie¹¹	ie¹¹	i e ¹¹	- i e - ¹¹	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16707	Tunxi	Tūnxī	屯溪	腌	yè	533	iɛ¹¹	iɛ¹¹	i ɛ ¹¹	- i ɛ - ¹¹	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16708	Pingyao	Píngyáo	平遥	腌	yè	533	iE¹³	iᴇ¹³	i ᴇ ¹³	- i ᴇ - ¹³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16709	Guangzhou	Guǎngzhōu	广州	腌	yè	533	jim⁵³	jim⁵³	j i m ⁵³	j - i m ⁵³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16710	Jianou	Jiànōu	建瓯	腌	yè	533	iŋ³³	iŋ³³	i ŋ ³³	- - i ŋ ³³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16711	Chengdu	Chéngdū	成都	腌	yè	533	ian⁵⁵	ian⁵⁵	i a n ⁵⁵	- i a n ⁵⁵	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16712	Kunming	Kūnmíng	昆明	腌	yè	533	iɛ̃⁴⁴	iɛ̃⁴⁴	i ɛ̃ ⁴⁴	- i ɛ̃ - ⁴⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16713	Hangzhou	Hángzhōu	杭州	腌	yè	533	？iẼ³³	ʔiᴇ̃³³	ʔ i ᴇ̃ ³³	ʔ i ᴇ̃ - ³³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16714	Taoyuan	Táoyuán	桃园	腌	yè	533	ɑm²⁴	ɑm²⁴	ɑ m ²⁴	- - ɑ m ²⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16715	Meixian	Méixiàn	梅县	腌	yè	533	iam⁴⁴	iam⁴⁴	i a m ⁴⁴	- i a m ⁴⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16716	Shexian	Shèxiàn	歙县	腌	yè	533	ie³¹	ie³¹	i e ³¹	- i e - ³¹	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16717	Wuhan	Wǔhàn	武汉	腌	yè	533	iɛn⁵⁵	iɛn⁵⁵	i ɛ n ⁵⁵	- i ɛ n ⁵⁵	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16718	Shantou	Shàntóu	汕头	腌	yè	533	iam³³	iam³³	i a m ³³	- i a m ³³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16719	Jinan	Jìnán	济南	腌	yè	533	iã²¹³	iã²¹³	i ã ²¹³	- i ã - ²¹³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16720	Haikou	Hǎikǒu	海口	腌	yè	533	iam²³	iam²³	i a m ²³	- i a m ²³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16721	Wenzhou	Wēnzhōu	温州	腌	yè	533	ji³³	ji³³	j i ³³	j - i - ³³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16722	Xiangtan	Xiāngtán	湘潭	腌	yè	533	iẽ³³	iẽ³³	i ẽ ³³	- i ẽ - ³³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16723	Fuzhou	Fúzhōu	福州	腌	yè	533	ieŋ⁴⁴	ieŋ⁴⁴	i e ŋ ⁴⁴	- i e ŋ ⁴⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16724	Xining	Xīníng	西宁	腌	yè	533	iã⁴⁴	iã⁴⁴	i ã ⁴⁴	- i ã - ⁴⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16725	Xian	Xīān	西安	腌	yè	533	iã²¹	iã²¹	i ã ²¹	- i ã - ²¹	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16726	Guiyang	Guìyáng	贵阳	腌	yè	533	ian⁵⁵	ian⁵⁵	i a n ⁵⁵	- i a n ⁵⁵	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16727	Zhengzhou	Zhèngzhōu	郑州	腌	yè	533	ian²⁴	ian²⁴	i a n ²⁴	- i a n ²⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16728	Yinchuan	Yínchuān	银川	腌	yè	533	ian⁴⁴	ian⁴⁴	i a n ⁴⁴	- i a n ⁴⁴	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16729	Changsha	Chángshā	长沙	腌	yè	533	iẽ³³	iẽ³³	i ẽ ³³	- i ẽ - ³³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16730	Qingdao	Qīngdǎo	青岛	腌	yè	533	iã²¹³	iã²¹³	i ã ²¹³	- i ã - ²¹³	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16731	Xianggang	Xiānggǎng	香港	腌	yè	533	jim⁵⁵	jim⁵⁵	j i m ⁵⁵	j - i m ⁵⁵	ʔjep⁴	ʔ j e p ⁴	'jep	咸开三平严影	533
16732	Shanghai	Shànghǎi	上海	烟	yān	534	i⁵³	i⁵³	i ⁵³	- - i - ⁵³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16733	Wulumuqi	Wūlǔmùqí	乌鲁木齐	烟	yān	534	ian⁴⁴	ian⁴⁴	i a n ⁴⁴	- i a n ⁴⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16734	Lanzhou	Lánzhōu	兰州	烟	yān	534	iɛ̃n³¹	iɛ̃n³¹	i ɛ̃ n ³¹	- i ɛ̃ n ³¹	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16735	Beijing	Běijīng	北京	烟	yān	534	ian⁵⁵	ian⁵⁵	i a n ⁵⁵	- i a n ⁵⁵	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16736	Nanjing	Nánjīng	南京	烟	yān	534	ien³¹	ien³¹	i e n ³¹	- i e n ³¹	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16737	Nanning	Nánníng	南宁	烟	yān	534	jin⁵⁵	jin⁵⁵	j i n ⁵⁵	j - i n ⁵⁵	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16738	Nanchang	Nánchāng	南昌	烟	yān	534	iɛn⁴²	iɛn⁴²	i ɛ n ⁴²	- i ɛ n ⁴²	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16739	Xiamen	Xiàmén	厦门	烟	yān	534	ian⁵⁵	ian⁵⁵	i a n ⁵⁵	- i a n ⁵⁵	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16740	Taibei	Táiběi	台北	烟	yān	534	ian⁴⁴	ian⁴⁴	i a n ⁴⁴	- i a n ⁴⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16741	Huhehaote	Hūhèhàotè	呼和浩特	烟	yān	534	ie³¹	ie³¹	i e ³¹	- i e - ³¹	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16742	Haerbin	Hāěrbīn	哈尔滨	烟	yān	534	ian⁴⁴	ian⁴⁴	i a n ⁴⁴	- i a n ⁴⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16743	Tianjin	Tiānjīn	天津	烟	yān	534	ian²¹	ian²¹	i a n ²¹	- i a n ²¹	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16744	Taiyuan	Tàiyuán	太原	烟	yān	534	ie¹¹	ie¹¹	i e ¹¹	- i e - ¹¹	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16745	Tunxi	Tūnxī	屯溪	烟	yān	534	iɛ¹¹	iɛ¹¹	i ɛ ¹¹	- i ɛ - ¹¹	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16746	Pingyao	Píngyáo	平遥	烟	yān	534	iE¹³	iᴇ¹³	i ᴇ ¹³	- i ᴇ - ¹³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16747	Guangzhou	Guǎngzhōu	广州	烟	yān	534	jin⁵³	jin⁵³	j i n ⁵³	j - i n ⁵³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16748	Jianou	Jiànōu	建瓯	烟	yān	534	iŋ⁵⁴	iŋ⁵⁴	i ŋ ⁵⁴	- - i ŋ ⁵⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16749	Chengdu	Chéngdū	成都	烟	yān	534	ian⁵⁵	ian⁵⁵	i a n ⁵⁵	- i a n ⁵⁵	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16750	Kunming	Kūnmíng	昆明	烟	yān	534	iɛ̃⁴⁴	iɛ̃⁴⁴	i ɛ̃ ⁴⁴	- i ɛ̃ - ⁴⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16751	Hangzhou	Hángzhōu	杭州	烟	yān	534	？iẼ³³	ʔiᴇ̃³³	ʔ i ᴇ̃ ³³	ʔ i ᴇ̃ - ³³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16752	Taoyuan	Táoyuán	桃园	烟	yān	534	ʒen²⁴	ʒen²⁴	ʒ e n ²⁴	ʒ - e n ²⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16753	Meixian	Méixiàn	梅县	烟	yān	534	ian⁴⁴	ian⁴⁴	i a n ⁴⁴	- i a n ⁴⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16754	Shexian	Shèxiàn	歙县	烟	yān	534	ie³¹	ie³¹	i e ³¹	- i e - ³¹	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16755	Wuhan	Wǔhàn	武汉	烟	yān	534	iɛn⁵⁵	iɛn⁵⁵	i ɛ n ⁵⁵	- i ɛ n ⁵⁵	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16756	Shantou	Shàntóu	汕头	烟	yān	534	iŋ³³	iŋ³³	i ŋ ³³	- - i ŋ ³³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16757	Jinan	Jìnán	济南	烟	yān	534	iã²¹³	iã²¹³	i ã ²¹³	- i ã - ²¹³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16758	Haikou	Hǎikǒu	海口	烟	yān	534	in²³	in²³	i n ²³	- - i n ²³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16759	Wenzhou	Wēnzhōu	温州	烟	yān	534	ji³³	ji³³	j i ³³	j - i - ³³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16760	Xiangtan	Xiāngtán	湘潭	烟	yān	534	iẽ³³	iẽ³³	i ẽ ³³	- i ẽ - ³³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16761	Fuzhou	Fúzhōu	福州	烟	yān	534	ieŋ⁴⁴	ieŋ⁴⁴	i e ŋ ⁴⁴	- i e ŋ ⁴⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16762	Xining	Xīníng	西宁	烟	yān	534	iã⁴⁴	iã⁴⁴	i ã ⁴⁴	- i ã - ⁴⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16763	Xian	Xīān	西安	烟	yān	534	iã²¹	iã²¹	i ã ²¹	- i ã - ²¹	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16764	Guiyang	Guìyáng	贵阳	烟	yān	534	ian⁵⁵	ian⁵⁵	i a n ⁵⁵	- i a n ⁵⁵	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16765	Zhengzhou	Zhèngzhōu	郑州	烟	yān	534	ian²⁴	ian²⁴	i a n ²⁴	- i a n ²⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16766	Yinchuan	Yínchuān	银川	烟	yān	534	ian⁴⁴	ian⁴⁴	i a n ⁴⁴	- i a n ⁴⁴	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16767	Changsha	Chángshā	长沙	烟	yān	534	iẽ³³	iẽ³³	i ẽ ³³	- i ẽ - ³³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16768	Qingdao	Qīngdǎo	青岛	烟	yān	534	iã²¹³	iã²¹³	i ã ²¹³	- i ã - ²¹³	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16769	Xianggang	Xiānggǎng	香港	烟	yān	534	jin⁵⁵	jin⁵⁵	j i n ⁵⁵	j - i n ⁵⁵	ʔjin¹	ʔ j i n ¹	'jin	山开四平先影	534
16770	Shanghai	Shànghǎi	上海	盐	yán	536	ɦi¹³	ɦi¹³	ɦ i ¹³	ɦ - i - ¹³	jem³	j - e m ³	yemH	咸开三平盐以	536
16771	Wulumuqi	Wūlǔmùqí	乌鲁木齐	盐	yán	536	ian⁵¹	ian⁵¹	i a n ⁵¹	- i a n ⁵¹	jem³	j - e m ³	yemH	咸开三平盐以	536
16772	Lanzhou	Lánzhōu	兰州	盐	yán	536	iɛ̃n⁵³	iɛ̃n⁵³	i ɛ̃ n ⁵³	- i ɛ̃ n ⁵³	jem³	j - e m ³	yemH	咸开三平盐以	536
16773	Beijing	Běijīng	北京	盐	yán	536	ian³⁵	ian³⁵	i a n ³⁵	- i a n ³⁵	jem³	j - e m ³	yemH	咸开三平盐以	536
16774	Nanjing	Nánjīng	南京	盐	yán	536	ien²⁴	ien²⁴	i e n ²⁴	- i e n ²⁴	jem³	j - e m ³	yemH	咸开三平盐以	536
16775	Nanning	Nánníng	南宁	盐	yán	536	jim²¹	jim²¹	j i m ²¹	j - i m ²¹	jem³	j - e m ³	yemH	咸开三平盐以	536
16776	Nanchang	Nánchāng	南昌	盐	yán	536	iɛn⁴⁵	iɛn⁴⁵	i ɛ n ⁴⁵	- i ɛ n ⁴⁵	jem³	j - e m ³	yemH	咸开三平盐以	536
16777	Xiamen	Xiàmén	厦门	盐	yán	536	iam³⁵sĩ³⁵	iam³⁵	i a m ³⁵	- i a m ³⁵	jem³	j - e m ³	yemH	咸开三平盐以	536
16778	Taibei	Táiběi	台北	盐	yán	536	iam²⁴	iam²⁴	i a m ²⁴	- i a m ²⁴	jem³	j - e m ³	yemH	咸开三平盐以	536
16779	Huhehaote	Hūhèhàotè	呼和浩特	盐	yán	536	ie³¹	ie³¹	i e ³¹	- i e - ³¹	jem³	j - e m ³	yemH	咸开三平盐以	536
16780	Haerbin	Hāěrbīn	哈尔滨	盐	yán	536	ian²⁴	ian²⁴	i a n ²⁴	- i a n ²⁴	jem³	j - e m ³	yemH	咸开三平盐以	536
16781	Tianjin	Tiānjīn	天津	盐	yán	536	ian⁴⁵	ian⁴⁵	i a n ⁴⁵	- i a n ⁴⁵	jem³	j - e m ³	yemH	咸开三平盐以	536
16782	Taiyuan	Tàiyuán	太原	盐	yán	536	ie¹¹	ie¹¹	i e ¹¹	- i e - ¹¹	jem³	j - e m ³	yemH	咸开三平盐以	536
16783	Tunxi	Tūnxī	屯溪	盐	yán	536	iɛ⁴⁴	iɛ⁴⁴	i ɛ ⁴⁴	- i ɛ - ⁴⁴	jem³	j - e m ³	yemH	咸开三平盐以	536
16784	Pingyao	Píngyáo	平遥	盐	yán	536	iE¹³	iᴇ¹³	i ᴇ ¹³	- i ᴇ - ¹³	jem³	j - e m ³	yemH	咸开三平盐以	536
16785	Guangzhou	Guǎngzhōu	广州	盐	yán	536	jim²¹	jim²¹	j i m ²¹	j - i m ²¹	jem³	j - e m ³	yemH	咸开三平盐以	536
