# EDICTOR
@modified: 2015-11-25 16:1
@source: Hamed and Wang (2006)
#
ID	DOCULECT	CONCEPT	IPA	WANGID	PARTIAL
3528	Zhanping	hit	拍	2	拍
3529	Shanghai	hit	打	1	打
3530	Shanghai_B	hit	打	1	打
3531	Xiamen	hit	拍	2	拍
3532	Anyi	hit	打(铁）	1	打
3533	Beijing	hit	打	1	打
3534	Wenzhou	hit	打	1	打
3535	Taibei	hit	phah32拍 tih32	2	拍
3536	Wuhan	hit	打	1	打
3537	Taiyuan	hit	打	1	打
3538	Yuci	hit	打	1	打
3539	Changsha	hit	打	1	打
3540	Shuangfeng	hit	打	1	打
#
3541	Guangzhou	hold-take	攞	15	攞
3542	Guangzhou	hold-take	拎	14	拎
3543	Guangzhou	hold-take	搦	13	搦
3544	Suzhou	hold-take	拿	1	拿
3545	Meixian	hold-take	拿	1	拿
3546	Nanchang	hold-take	拿（lak5）	1	拿
3547	Fuzhou	hold-take	拈	12	拈
3548	Fuzhou	hold-take	掏	11	掏
3549	Ningxia	hold-take	拿	1	拿
3550	Lianchang	hold-take	捏	10	捏
3551	Ningbo	hold-take	dau35	16	C
3552	Yingshan	hold-take	拿	1	拿
3553	Chengdu	hold-take	拿	1	拿
3554	Zhanping	hold-take	摕	9	摕
3555	Shanghai	hold-take	拿	1	拿
3556	Shanghai_B	hold-take	拿	1	拿
3557	Xiamen	hold-take	挓	8	挓
3558	Anyi	hold-take	搦	7	搦
3559	Beijing	hold-take	拿	1	拿
3560	Wenzhou	hold-take	朵	6	朵
3561	Wenzhou	hold-take	手-且	5	手且
3562	Taibei	hold-take	theh33	4	B
3563	Wuhan	hold-take	拿	1	拿
3564	Taiyuan	hold-take	荷	2	荷
3565	Taiyuan	hold-take	拿	1	拿
3566	Yuci	hold-take	荷	2	荷
3567	Yuci	hold-take	拿	1	拿
3568	Changsha	hold-take	拿	1	拿
3569	Shuangfeng	hold-take	[]le55	3	A
#
1036	Guangzhou	horn	角	0	角
1037	Suzhou	horn	角	0	角
1038	Meixian	horn	角	0	角
1039	Nanchang	horn	角	0	角
1040	Fuzhou	horn	[角]角	0	角
1041	Fuzhou	horn	[角]角	a0	角角
1042	Ningxia	horn	角	0	角
1043	Lianchang	horn	角	0	角
1044	Ningbo	horn	角	0	角
1045	Yingshan	horn	角	0	角
1046	Chengdu	horn	角	0	角
1047	Zhanping	horn	角	0	角
1048	Shanghai	horn	角	0	角
1049	Shanghai_B	horn	角	0	角
1050	Xiamen	horn	角	0	角
1051	Anyi	horn	角	0	角
1052	Beijing	horn	犄角	b0	犄角
1053	Wenzhou	horn	角	0	角
1054	Taibei	horn	kak32角	0	角
1055	Wuhan	horn	角	0	角
1056	Taiyuan	horn	角	0	角
1057	Yuci	horn	角	0	角
1058	Changsha	horn	角	0	角
1059	Shuangfeng	horn	角	0	角
#
1060	Guangzhou	hot	热	0	热
1061	Suzhou	hot	热	0	热
1062	Meixian	hot	烧	1	烧
1063	Nanchang	hot	热	0	热
1064	Fuzhou	hot	热（天气）	0	热
1065	Ningxia	hot	热	0	热
1066	Lianchang	hot	[]hai35[指天气]	3	A
1067	Ningbo	hot	热	0	热
1068	Yingshan	hot	热	0	热
1069	Chengdu	hot	热	0	热
1070	Zhanping	hot	热	0	热
1071	Zhanping	hot	烧（暖）	1	烧
1072	Shanghai	hot	热	0	热
1073	Shanghai_B	hot	热	0	热
1074	Xiamen	hot	热	0	热
1075	Xiamen	hot	烧	1	烧
1076	Anyi	hot	热	0	热
1077	Beijing	hot	热	0	热
1078	Wenzhou	hot	热	0	热
1079	Taibei	hot	dzuah33熱	0	热
1080	Wuhan	hot	热	0	热
1081	Taiyuan	hot	热	0	热
1082	Yuci	hot	热	0	热
1083	Changsha	hot	热	0	热
1084	Shuangfeng	hot	热	0	热
#
3570	Guangzhou	how	点*	12	点
3571	Suzhou	how	捺*亨*	11	捺亨
3572	Meixian	how	酿*般	10	酿般
3573	Nanchang	how	啷[样]	9	啷样
3574	Fuzhou	how	怎怎	3a	怎怎
3575	Fuzhou	how	怎其*	3b	怎其
3576	Ningxia	how	咋	4	咋
3577	Lianchang	how	狭*得*	8	狭得
3578	Ningbo	how	咋	4	咋
3579	Yingshan	how	怎嘠*儿	3c	怎嘠儿
3580	Chengdu	how	咋个	4k	咋个
3581	Zhanping	how	安怎（款*）	a3（d）	安怎
3582	Shanghai	how	那恁	2	那恁
3583	Shanghai_B	how	那恁	2	那恁
3584	Xiamen	how	怎样	3e	怎样
3585	Xiamen	how	咹盏*	4	咹盏
3586	Anyi	how	怎样办	3f	怎样办
3587	Beijing	how	怎么	3g	怎么
3588	Wenzhou	how	訾*那[能*]	7	訾那
3589	Taibei	how	an44 tsuaN53??	13	咹B
3590	Wuhan	how	么[样]	5	么样
3591	Wuhan	how	哪样	6	哪样
3592	Taiyuan	how	咋[底]	4	咋
3593	Taiyuan	how	咋[底]	4h	咋底
3594	Yuci	how	咋[底]	4	咋
3595	Yuci	how	咋[底]	4h	咋底
3596	Changsha	how	何什	0i	何什
3597	Shuangfeng	how	么家	1	么家
#
3598	Guangzhou	hunt	打猎	1	打猎
3599	Suzhou	hunt	打猎	1	打猎
3600	Meixian	hunt	打猎	1	打猎
3601	Nanchang	hunt	打猎	1	打猎
3602	Fuzhou	hunt	打猎	1	打猎
3603	Ningxia	hunt	猎、打猎	5	猎
3604	Lianchang	hunt	猎山	5a	猎山
3605	Ningbo	hunt	打猎	1	打猎
3606	Yingshan	hunt	打（某某）	2	打某某
3607	Chengdu	hunt	打猎	1	打猎
3608	Zhanping	hunt	拍猎	4	拍猎
3609	Shanghai_B	hunt	打猎	1	打猎
3610	Xiamen	hunt	拍猎	4	拍猎
3611	Anyi	hunt	打野物哩	3	打野物哩
3612	Beijing	hunt	打猎	1	打猎
3613	Wenzhou	hunt	打猎	1	打猎
3614	Taibei	hunt	phah32 lah33打獵	4	拍猎
3615	Wuhan	hunt	打猎	1	打猎
3616	Taiyuan	hunt	打猎	1	打猎
3617	Yuci	hunt	打山	5	打山
3618	Yuci	hunt	打猎	1	打猎
3619	Changsha	hunt	打猎	1	打猎
3620	Shuangfeng	hunt	打猎	1	打猎
#
3621	Guangzhou	husband	老公	2	老公
3622	Guangzhou	husband	男人	1	男人
3623	Suzhou	husband	男人	1	男人
3624	Suzhou	husband	屋里	8	屋里
3625	Meixian	husband	老公	2	老公
3626	Nanchang	husband	老公	2	老公
3627	Nanchang	husband	男客	2e	男客
3628	Fuzhou	husband	丈夫	3	丈夫
3629	Fuzhou	husband	老公	2	老公
3630	Ningxia	husband	汉子	9	汉子
3631	Lianchang	husband	老公	2	老公
3632	Ningbo	husband	老公	2	老公
3633	Yingshan	husband	男的	2a	男的
3634	Yingshan	husband	外当家的	a7a	外当家的
3635	Chengdu	husband	男的	2a	男的
3636	Zhanping	husband	翁	5	翁
3637	Zhanping	husband	丈夫侬	2b	丈夫侬
3638	Shanghai	husband	先生	4	先生
3639	Shanghai_B	husband	先生	4	先生
3640	Xiamen	husband	[]θɑɫɫ夫人	8	夫人
3641	Xiamen	husband	翁	5	翁
3642	Xiamen	husband	丈夫	3	丈夫
3643	Anyi	husband	老公	2	老公
3644	Beijing	husband	男人	1	男人
3645	Beijing	husband	爷们儿	6c	爷们儿
3646	Beijing	husband	女婿	7	女婿
3647	Wenzhou	husband	老公	2	老公
3648	Wenzhou	husband	男子	2d	男子
3649	Wenzhou	husband	屋里	8	屋里
3650	Taibei	husband	ang44翁	5	翁
3651	Wuhan	husband	男人	1	男人
3652	Wuhan	husband	男的	2a	男的
3653	Wuhan	husband	男将	1f	男将
3654	Taiyuan	husband	当家的	7a	当家的
3655	Taiyuan	husband	男人	2	男人
3656	Yuci	husband	汉	10	汉
3657	Changsha	husband	男人	1	男人
3658	Shuangfeng	husband	男人	1	男人
#
1085	Guangzhou	i	我	0	我
1086	Suzhou	i	我	0	我
1087	Suzhou	i	奴	5	奴
1088	Meixian	i	我	0	我
1089	Nanchang	i	我	0	我
1090	Fuzhou	i	我	0	我
1091	Fuzhou	i	奴（谦称）	5	奴
1092	Ningxia	i	我	0	我
1093	Lianchang	i	我	0	我
1094	Ningbo	i	我	0	我
1095	Yingshan	i	我	0	我
1096	Chengdu	i	我	0	我
1097	Zhanping	i	我	0	我
1098	Shanghai	i	我	0	我
1099	Shanghai_B	i	我	0	我
1100	Xiamen	i	我	0	我
1101	Anyi	i	我	0	我
1102	Anyi	i	我哩	0a	我哩
1103	Beijing	i	我	0	我
1104	Wenzhou	i	我	0	我
1105	Taibei	i	gua53我	0	我
1106	Wuhan	i	我	0	我
1107	Taiyuan	i	我	0	我
1108	Yuci	i	我	0	我
1109	Yuci	i	俺	4	俺
1110	Changsha	i	我	0	我
1111	Shuangfeng	i	我	0	我
1112	Shuangfeng	i	卬	3	卬
#
3659	Guangzhou	ice	雪	4	雪
3660	Guangzhou	ice	冰	0	冰
3661	Suzhou	ice	冰	0	冰
3662	Meixian	ice	khen53	7	A
3663	Meixian	ice	冰	0	冰
3664	Nanchang	ice	冰[凌]	{0(1)}	冰凌
3665	Nanchang	ice	冰[凌]	{01}	冰
3666	Fuzhou	ice	冰	0	冰
3667	Ningxia	ice	冰	0	冰
3668	Lianchang	ice	凌冰	{10}	凌冰
3669	Ningbo	ice	冰	0	冰
3670	Yingshan	ice	凌冰	{10}	凌冰
3671	Chengdu	ice	冰	0	冰
3672	Zhanping	ice	冰	0	冰
3673	Shanghai	ice	冰	0	冰
3674	Shanghai_B	ice	冰	0	冰
3675	Xiamen	ice	冰	0	冰
3676	Xiamen	ice	霜	2	霜
3677	Anyi	ice	冰凌哩	{01}a	冰凌哩
3678	Anyi	ice	凍凌哩	a1a	凍凌哩
3679	Beijing	ice	冰	0	冰
3680	Wenzhou	ice	冰	0	冰
3681	Wenzhou	ice	霜冻	3	霜冻
3682	Wenzhou	ice	霜冰	{20}	霜冰
3683	Taibei	ice	ping44冰	0	冰
3684	Wuhan	ice	凌[冰]	{1(0)}	冰凌
3685	Wuhan	ice	凌[冰]	{10}	冰
3686	Taiyuan	ice	冰[凌]	{0(1)}	冰凌
3687	Taiyuan	ice	冰[凌]	{01}	冰
3688	Yuci	ice	冰[凌]	{0(1)}	冰凌
3689	Yuci	ice	冰[凌]	{01}	冰
3690	Changsha	ice	凌[冰]	{1(0)}	凌冰
3691	Changsha	ice	凌[冰]	{10}	凌
3692	Shuangfeng	ice	构冷子	4	构冷子
#
3693	Guangzhou	if	如果	14	如果
3694	Guangzhou	if	若果	15	若果
3695	Suzhou	if	要	13	要
3696	Suzhou	if	如果	14	如果
3697	Meixian	if	系话	12	系话
3698	Nanchang	if	要是	1	要是
3699	Fuzhou	if	囇是	11	囇是
3700	Fuzhou	if	若还	10	若还
3701	Ningxia	if	要是	1	要是
3702	Lianchang	if	紧*	9	紧
3703	Ningbo	if	假使	2	假使
3704	Ningbo	if	假使话	2a	假使话
3705	Ningbo	if	使话	8	使话
3706	Yingshan	if	要是	1	要是
3707	Chengdu	if	要是	1	要是
3708	Zhanping	if	若（是）	5	若
3709	Shanghai	if	假使	2	假使
3710	Shanghai_B	if	假使	2	假使
3711	Xiamen	if	设使	7	设使
3712	Anyi	if	要是	1	要是
3713	Beijing	if	要[是]	1	要是
3714	Wenzhou	if	若是	6	若是
3715	Wenzhou	if	若	5	若
3716	Taibei	if	tsuan53 kong53準講	4	準講
3717	Wuhan	if	要是	1	要是
3718	Taiyuan	if	要是	1	要是
3719	Yuci	if	要是	1	要是
3720	Changsha	if	要是	1	要是
3721	Shuangfeng	if	要是	1	要是
3722	Shuangfeng	if	要此*	3	要此
#
3723	Guangzhou	in	喺	1	喺
3724	Guangzhou	in	响*	6	响
3725	Suzhou	in	勒	2	勒
3726	Suzhou	in	勒海*	2a	勒海
3727	Meixian	in	在	0	在
3728	Meixian	in	口係	1	喺
3729	Nanchang	in	在	0	在
3730	Fuzhou	in	着	5	着
3731	Fuzhou	in	在	0	在
3732	Fuzhou	in	夹*	7	夹
3733	Ningxia	in	在	0	在
3734	Lianchang	in	着	5	着
3735	Lianchang	in	在	0	在
3736	Ningbo	in	*勒[li?]	2	勒
3737	Yingshan	in	在	0	在
3738	Chengdu	in	在	0	在
3739	Zhanping	in	在：读ti6	0	在
3740	Shanghai	in	le31le=55	3	A
3741	Shanghai_B	in	le la+	3	A
3742	Xiamen	in	在	0	在
3743	Xiamen	in	[]tiam	4	B
3744	Anyi	in	嘞	2	勒
3745	Beijing	in	在	0	在
3746	Beijing	in	挨	8	挨
3747	Beijing	in	跟	9	跟
3749	Wenzhou	in	是	9	是
3750	Wenzhou	in	缩	10	缩
3751	Taibei	in	ti33著	5	着
3752	Wuhan	in	在	0	在
3753	Taiyuan	in	在	0	在
3754	Yuci	in	在	0	在
3755	Changsha	in	在	0	在
3756	Shuangfeng	in	在	0	在
#
1113	Guangzhou	kill	杀	0	杀
1114	Suzhou	kill	杀	0	杀
1115	Meixian	kill	杀	0	杀
1116	Nanchang	kill	杀	0	杀
1117	Fuzhou	kill	治	1	治
1118	Ningxia	kill	杀、宰	0	杀
1119	Lianchang	kill	杀	0	杀
1120	Ningbo	kill	杀	0	杀
1121	Yingshan	kill	杀	0	杀
1122	Chengdu	kill	杀（人）	0	杀
1123	Zhanping	kill	治	1	治
1124	Shanghai	kill	杀	0	杀
1125	Shanghai_B	kill	杀	0	杀
1126	Xiamen	kill	杀[文读sat32；白读sua？32，如杀鼠，杀蠓]	0	杀
1127	Xiamen	kill	[台＋刂]	1	治
1128	Anyi	kill	杀（人）	0	杀
1129	Beijing	kill	杀	0	杀
1130	Wenzhou	kill	杀	0	杀
1131	Taibei	kill	thai13治	1	治
1132	Wuhan	kill	杀	0	杀
1133	Taiyuan	kill	杀	0	杀
1134	Yuci	kill	杀	0	杀
1135	Changsha	kill	杀	0	杀
1136	Shuangfeng	kill	杀	0	杀
#
1137	Guangzhou	knee	膝头[哥]	0a	膝头
1138	Suzhou	knee	膝馒头	0i	膝馒头
1139	Suzhou	knee	脚馒头	7i	脚馒头
1140	Meixian	knee	膝头	0a	膝头
1141	Nanchang	knee	舌*头盖子	10	舌头盖子
1142	Fuzhou	knee	骹腹头	6ha	骹腹头
1143	Ningxia	knee	px!44li44盖盖	9	CD
1144	Lianchang	knee	膝头	0a	膝头
1145	Ningbo	knee	脚*棵*头	8	脚棵头
1146	Yingshan	knee	磕膝	a0	磕膝
1147	Chengdu	knee	膝	0	膝
1148	Zhanping	knee	骹乌*头	6ga	骹乌头
1149	Shanghai	knee	脚馒头	7i	脚馒头
1150	Shanghai_B	knee	脚馒头	7i	脚馒头
1151	Xiamen	knee	骹头hu55	6a	骹头A
1152	Anyi	knee	膝牯脑嘚	0f	膝牯脑嘚
1153	Beijing	knee	膊楞盖儿	4cd	膊楞盖儿
1154	Beijing	knee	胳楞*瓣儿	5ed	胳楞瓣儿
1155	Beijing	knee	磕膝盖儿	a0cd	头膝盖儿
1156	Wenzhou	knee	脚月-屈头	3	脚月-屈头
1157	Taibei	knee	kha44 thau13 hu44[骨交]??	8	骹头A
1158	Wuhan	knee	磕膝头（	a0a	磕膝头
1159	Wuhan	knee	膝盖骨）	0ca	膝盖头
1160	Taiyuan	knee	圪膝盖	a0c	头膝盖
1161	Taiyuan	knee	圪地跪	2	圪地跪
1162	Yuci	knee	圪膝盖	a0c	头膝盖
1163	Changsha	knee	膝头骨	0ab	膝头骨
1164	Changsha	knee	磕膝头	a0a	磕膝头
1165	Shuangfeng	knee	膝头骨	0ab	膝头骨
#
1166	Guangzhou	know	知[到]	0	知
1167	Guangzhou	know	知[到]	0e	知到
1168	Suzhou	know	晓得	1a	晓得
1169	Meixian	know	知得	0a	知得
1170	Nanchang	know	晓得	1a	晓得
1171	Fuzhou	know	八传*	6h	八传
1172	Fuzhou	know	八	6	八
1173	Fuzhou	know	晓	1	晓
1174	Ningxia	know	知道	2b	知道
1175	Lianchang	know	知得	0a	知得
1176	Ningbo	know	晓得	1a	晓得
1177	Yingshan	know	晓得	1a	晓得
1178	Chengdu	know	晓得	1a	晓得
1179	Zhanping	know	知，知影，知tsang3	0	知
1180	Shanghai	know	晓得	1a	晓得
1181	Shanghai_B	know	晓得	1a	晓得
1182	Xiamen	know	知影，知，会晓	0f	知影
1183	Anyi	know	晓得	1a	晓得
1184	Beijing	know	知道	2b	知道
1185	Wenzhou	know	晓得	1a	晓得
1186	Taibei	know	tsaiN44	0	知
1187	Wuhan	know	晓得	1a	晓得
1188	Wuhan	know	找得到	4de	找得到
1189	Taiyuan	know	知道	2b	知道
1190	Yuci	know	知道	2b	知道
1191	Yuci	know	听说	3c	听说
1192	Changsha	know	晓得	1a	晓得
1193	Shuangfeng	know	晓得	1a	晓得
5350	Xiamen	know	知影，知，会晓	0	会晓
#
3757	Guangzhou	lake	湖	0	湖
3758	Suzhou	lake	湖	0	湖
3759	Meixian	lake	湖	0	湖
3760	Nanchang	lake	湖	0	湖
3761	Fuzhou	lake	湖	0	湖
3762	Ningxia	lake	湖	0	湖
3763	Lianchang	lake	湖[大概是从官话借过来的，当地无此概念]	0	湖
3764	Ningbo	lake	湖	0	湖
3765	Yingshan	lake	湖	0	湖
3766	Chengdu	lake	湖	0	湖
3767	Zhanping	lake	湖	0	湖
3768	Shanghai	lake	湖浜	1	湖浜
3769	Shanghai_B	lake	湖浜	1	湖浜
3770	Xiamen	lake	湖	0	湖
3771	Anyi	lake	湖	0	湖
3772	Beijing	lake	湖	0	湖
3773	Wenzhou	lake	湖	0	湖
3774	Taibei	lake	oo13湖	0	湖
3775	Wuhan	lake	湖	0	湖
3776	Wuhan	lake	湖淌子	0ab	湖淌子
3777	Taiyuan	lake	湖	0	湖
3778	Yuci	lake	湖	0	湖
3779	Changsha	lake	湖	0	湖
3780	Shuangfeng	lake	湖	0	湖
#
3781	Guangzhou	laugh	笑	0	笑
3782	Suzhou	laugh	笑	0	笑
3783	Meixian	laugh	笑	0	笑
3784	Nanchang	laugh	笑	0	笑
3785	Fuzhou	laugh	笑	0	笑
3786	Ningxia	laugh	笑	0	笑
3787	Lianchang	laugh	笑	0	笑
3788	Ningbo	laugh	笑	0	笑
3789	Yingshan	laugh	笑	0	笑
3790	Chengdu	laugh	笑	0	笑
3791	Zhanping	laugh	笑	0	笑
3792	Shanghai	laugh	笑	0	笑
3793	Shanghai_B	laugh	笑	0	笑
3794	Xiamen	laugh	笑	0	笑
3795	Anyi	laugh	笑	0	笑
3796	Beijing	laugh	乐	0	笑
3797	Beijing	laugh	笑	1	笑
3798	Wenzhou	laugh	笑	0	笑
3799	Taibei	laugh	tshio31笑	0	笑
3800	Wuhan	laugh	笑	0	笑
3801	Wuhan	laugh	奢	2	奢
3802	Taiyuan	laugh	笑	0	笑
3803	Yuci	laugh	笑	0	笑
3804	Changsha	laugh	笑	0	笑
3805	Shuangfeng	laugh	笑	0	笑
#
1194	Guangzhou	leaf	叶	0	叶
1195	Suzhou	leaf	叶子	0a	叶子
1196	Meixian	leaf	叶子	0a	叶子
1197	Nanchang	leaf	叶子	0a	叶子
1198	Fuzhou	leaf	箬	1	箬
1199	Ningxia	leaf	叶子	0a	叶子
1200	Lianchang	leaf	叶	0	叶
1201	Ningbo	leaf	叶瓣	0b	叶瓣
1202	Yingshan	leaf	叶子	0a	叶子
1203	Chengdu	leaf	叶子	0a	叶子
1204	Zhanping	leaf	liuu6	2	A
1205	Shanghai	leaf	叶子	0a	叶子
1206	Shanghai_B	leaf	叶子	0a	叶子
1207	Xiamen	leaf	箬	1	箬
1208	Anyi	leaf	叶哩	0c	叶哩
1209	Beijing	leaf	叶子	0a	叶子
1210	Beijing	leaf	叶儿	0d	叶儿
1211	Wenzhou	leaf	叶	0	叶
1212	Taibei	leaf	hioh33箬	1	箬
1213	Wuhan	leaf	叶子	0a	叶子
1214	Taiyuan	leaf	叶子	0a	叶子
1215	Yuci	leaf	叶子	0a	叶子
1216	Changsha	leaf	叶子	0a	叶子
1217	Shuangfeng	leaf	叶子	0a	叶子
#
3806	Guangzhou	leftside	左[手]便*	0a	左边
3807	Guangzhou	leftside	左[手]便*	0ea	左手边
3808	Suzhou	leftside	左面	0d	左面
3809	Meixian	leftside	左片	0f	左片
3810	Nanchang	leftside	左边	0a	左边
3811	Fuzhou	leftside	小边	4a	小边
3812	Ningxia	leftside	左面子	0dg	左面子
3813	Lianchang	leftside	左	0	左
3814	Ningbo	leftside	左边	0a	左边
3815	Yingshan	leftside	反手边	3ea	反手边
3816	Chengdu	leftside	左边	0a	左边
3817	Zhanping	leftside	倒手	2e	倒手
3818	Shanghai	leftside	左	0	左
3819	Shanghai_B	leftside	左面	0d	左面
3820	Xiamen	leftside	倒手爿	2ea	倒手边
3821	Xiamen	leftside	倒边	2a	倒边
3822	Anyi	leftside	左边／左手	0a	左边
3823	Beijing	leftside	左边儿	0ab	左边儿
3824	Wenzhou	leftside	左面	0c	左面
3825	Wenzhou	leftside	左手面	0ec	左手面
3826	Taibei	leftside	to31 pin13倒[片分]	2a	倒边
3827	Wuhan	leftside	左边	0b	左边
3828	Wuhan	leftside	左手	1	左手
3829	Wuhan	leftside	倒手	2	倒
3830	Taiyuan	leftside	左半切	0d	左面
3831	Yuci	leftside	左边边	0aa	左边边
3832	Changsha	leftside	左边	0a	左边
3833	Shuangfeng	leftside	左边	0a	左边
#
3834	Guangzhou	leg	脚骨（小腿）	0b	脚骨
3835	Guangzhou	leg	（大）髀（大腿）	5	髀
3836	Suzhou	leg	髈	6	髈
3837	Meixian	leg	脚比	0e	脚比
3838	Nanchang	leg	脚骨哩	0bc	脚骨哩
3839	Nanchang	leg	脚	0	脚
3840	Fuzhou	leg	骹腿	4	骹腿
3841	Ningxia	leg	腿	1	腿
3842	Lianchang	leg	腿	1	腿
3843	Ningbo	leg	腿	1	腿
3844	Yingshan	leg	胯子	3a	胯子
3845	Chengdu	leg	腿	1	腿
3846	Zhanping	leg	骹(腿)	{4(1)}	骹腿
3847	Zhanping	leg	骹(腿)	{41}	骹
3848	Shanghai	leg	腿	1	腿
3849	Shanghai_B	leg	大脚胖	a{05}	大脚胖
3850	Xiamen	leg	骹腿	{41}	骹腿
3851	Anyi	leg	腳[牯哩]	0(bc)	腳牯哩
3852	Anyi	leg	腳[牯哩]	0bc	脚骨哩
3853	Beijing	leg	腿	1	腿
3854	Wenzhou	leg	脚腿	1	脚腿
3855	Taibei	leg	kha44 thui53[骨交]腿	{(4)1}	骹腿
3856	Taibei	leg	kha44 thui53[骨交]腿	{41}	骹
3857	Wuhan	leg	胯子	3a	胯子
3858	Taiyuan	leg	腿	1	腿
3859	Yuci	leg	腿	1	腿
3860	Changsha	leg	腿把子	1da	腿把子
3861	Shuangfeng	leg	腿把子	1da	腿把子
3862	Shuangfeng	leg	脚把子	0da	脚把子
#
1218	Guangzhou	lie	睏	1	睏
1219	Suzhou	lie	睏，[]	1	睏
1220	Meixian	lie	眠	3	眠
1221	Nanchang	lie	睏	1	睏
1222	Fuzhou	lie	倒	4	倒
1223	Ningxia	lie	躺	5	躺
1224	Lianchang	lie	睡	6	睡
1225	Ningbo	lie	lai35	7	A
1226	Yingshan	lie	睡	6	睡
1227	Chengdu	lie	睡	6	睡
1228	Zhanping	lie	倒	4	倒
1229	Shanghai	lie	睏	1	睏
1230	Shanghai_B	lie	睏	1	睏
1231	Xiamen	lie	倒	4	倒
1232	Anyi	lie	睏	1	睏
1233	Beijing	lie	躺	5	躺
1234	Wenzhou	lie	翻	8	翻
1235	Wenzhou	lie	倒	4	倒
1236	Taibei	lie	to53倒	4	倒
1237	Taibei	lie	the44?	9	B
1238	Wuhan	lie	睡	6	睡
1239	Taiyuan	lie	躺	5	躺
1240	Taiyuan	lie	睡	6	睡
1241	Yuci	lie	躺	5	躺
1242	Yuci	lie	睡	6	睡
1243	Changsha	lie	困	1	睏
1244	Shuangfeng	lie	睏	1	睏
#
3863	Guangzhou	live(alive)	生	0	生
3864	Suzhou	live(alive)	活	1	活
3865	Meixian	live(alive)	生	0	生
3866	Nanchang	live(alive)	活	1	活
3867	Fuzhou	live(alive)	活	1	活
3868	Ningxia	live(alive)	活的	1a	活的
3869	Lianchang	live(alive)	好	2	好
3870	Ningbo	live(alive)	活的	1a	活的
3871	Yingshan	live(alive)	活	1	活
3872	Chengdu	live(alive)	活的	1a	活的
3873	Zhanping	live(alive)	活(活)	1	活
3874	Zhanping	live(alive)	活(活)	1c	活
3875	Shanghai	live(alive)	活的	1a	活的
3876	Shanghai_B	live(alive)	活的	1a	活的
3877	Xiamen	live(alive)	活	1	活
3878	Anyi	live(alive)	活個	1b	活個
3879	Beijing	live(alive)	活	1	活
3880	Wenzhou	live(alive)	活	1	活
3881	Wenzhou	live(alive)	健	3	健
3882	Taibei	live(alive)	uah33活	1	活
3883	Wuhan	live(alive)	活	1	活
3884	Taiyuan	live(alive)	活	1	活
3885	Yuci	live(alive)	活	1	活
3886	Changsha	live(alive)	活	1	活
3887	Shuangfeng	live(alive)	活	1	活
#
1245	Guangzhou	liver	肝	0	肝
1246	Guangzhou	liver	月-闰[指动物的肝]	1	A
1247	Suzhou	liver	肝	0	肝
1248	Meixian	liver	肝	0	肝
1249	Nanchang	liver	肝	0	肝
1250	Fuzhou	liver	肝	0	肝
1251	Ningxia	liver	肝	0	肝
1252	Lianchang	liver	肝	0	肝
1253	Ningbo	liver	肝	0	肝
1254	Yingshan	liver	肝	0	肝
1255	Chengdu	liver	肝	0	肝
1256	Zhanping	liver	肝	0	肝
1257	Shanghai	liver	肝	0	肝
1258	Shanghai_B	liver	肝	0	肝
1259	Xiamen	liver	肝	0	肝
1260	Anyi	liver	肝	0	肝
1261	Beijing	liver	肝儿	0a	肝儿
1262	Wenzhou	liver	肝	0	肝
1263	Taibei	liver	kuaN44肝	0	肝
1264	Wuhan	liver	肝	0	肝
1265	Taiyuan	liver	肝	0	肝
1266	Yuci	liver	肝	0	肝
1267	Changsha	liver	肝	0	肝
1268	Shuangfeng	liver	肝	0	肝
#
1269	Guangzhou	long	长	0	长
1270	Suzhou	long	长	0	长
1271	Meixian	long	长	0	长
1272	Nanchang	long	长	0	长
1273	Fuzhou	long	长	0	长
1274	Ningxia	long	长	0	长
1275	Lianchang	long	长	0	长
1276	Ningbo	long	长	0	长
1277	Yingshan	long	长	0	长
1278	Chengdu	long	长	0	长
1279	Zhanping	long	长	0	长
1280	Shanghai	long	长	0	长
1281	Shanghai_B	long	长	0	长
1282	Xiamen	long	长	0	长
1283	Anyi	long	猛[mang3]	0	猛
1284	Anyi	long	長	1	长
1285	Beijing	long	长	0	长
1286	Wenzhou	long	长	0	长
1287	Taibei	long	tng13長	0	长
1288	Wuhan	long	长	0	长
1289	Taiyuan	long	长	0	长
1290	Yuci	long	长	0	长
1291	Changsha	long	长	0	长
1292	Shuangfeng	long	长	0	长
#
1293	Guangzhou	louse	虱乸	0c	虱母
1294	Suzhou	louse	老白虱	de0	老白虱
1295	Meixian	louse	虱ma	0d	虱妈
1296	Nanchang	louse	虱	0	虱
1297	Fuzhou	louse	虱母	0c	虱母
1298	Ningxia	louse	虱子	0b	虱子
1299	Lianchang	louse	虱妈	0d	虱妈
1300	Ningbo	louse	虱	0	虱
1301	Yingshan	louse	虱子	0b	虱子
1302	Chengdu	louse	虱	0	虱
1303	Zhanping	louse	虱母	0c	虱母
1304	Shanghai	louse	老白虱	de0	老白虱
1305	Shanghai_B	louse	老白虱	de0	老白虱
1306	Xiamen	louse	虱母	0c	虱母
1307	Anyi	louse	虱	0	虱
1308	Beijing	louse	虱子	0b	虱子
1309	Wenzhou	louse	虱	0	虱
1310	Taibei	louse	sat32 bu53虱母	0c	虱母
1311	Wuhan	louse	虱子	0b	虱子
1312	Taiyuan	louse	虱子	0b	虱子
