# EDICTOR
@modified: 2015-11-25 16:1
@source: Hamed and Wang (2006)
#
ID	DOCULECT	CONCEPT	IPA	WANGID	PARTIAL
4155	Guangzhou	river	江	0	江
4156	Guangzhou	river	海	2	海
4157	Suzhou	river	江	0	江
4158	Meixian	river	江	0	江
4159	Nanchang	river	江	0	江
4160	Fuzhou	river	江	0	江
4161	Ningxia	river	江	0	江
4162	Ningbo	river	江	0	江
4163	Yingshan	river	江	0	江
4164	Chengdu	river	江	0	江
4165	Zhanping	river	溪	3	溪
4166	Zhanping	river	江	0	江
4167	Shanghai	river	江	0	江
4168	Shanghai_B	river	河	4	河
4169	Xiamen	river	江	0	江
4170	Anyi	river	江	0	江
4171	Beijing	river	江	0	江
4172	Wenzhou	river	江	0	江
4173	Wenzhou	river	港	5	港
4174	Taibei	river	kang44江	0	江
4175	Wuhan	river	江	0	江
4176	Taiyuan	river	江	0	江
4177	Yuci	river	江	0	江
4178	Changsha	river	江	0	江
4179	Shuangfeng	river	江	0	江
#
1734	Guangzhou	root	根	1	根
1735	Guangzhou	root	蔃	3	蔃
1736	Suzhou	root	根	1	根
1737	Meixian	root	根	1	根
1738	Nanchang	root	根	1	根
1739	Fuzhou	root	[根]根	e1	根根
1740	Ningxia	root	根	1	根
1741	Lianchang	root	根	1	根
1742	Ningbo	root	根	1	根
1743	Yingshan	root	根	1	根
1744	Chengdu	root	根	1	根
1745	Zhanping	root	根	1	根
1746	Shanghai	root	根	1	根
1747	Shanghai_B	root	根	1	根
1748	Xiamen	root	根	1	根
1749	Anyi	root	根	1	根
1750	Beijing	root	根儿	1d	根儿
1751	Wenzhou	root	根	1	根
1752	Wenzhou	root	骨-童	4	骨童
1753	Taibei	root	kin44根	1	根
1754	Wuhan	root	根[子]	1	根
1755	Wuhan	root	根[子]	1b	根子
1756	Wuhan	root	蔸子	2b	蔸子
1757	Taiyuan	root	根子	1b	根子
1758	Yuci	root	树根	c1	树根
1759	Changsha	root	根	1	根
1760	Changsha	root	篼子	2b	蔸子
1761	Shuangfeng	root	根	1	根
1762	Shuangfeng	root	蔸公	2a	蔸公
#
4180	Guangzhou	rope	绳	0	绳
4181	Guangzhou	rope	索（粗）	1	索
4182	Suzhou	rope	绳	0	绳
4183	Meixian	rope	索子	1a	索子
4184	Meixian	rope	索嫲	1d	索嫲
4185	Nanchang	rope	绳子	0a	绳子
4186	Fuzhou	rope	索	1	索
4187	Ningxia	rope	绳子	0a	绳子
4188	Lianchang	rope	索	1	索
4189	Ningbo	rope	绳子	0a	绳子
4190	Yingshan	rope	绳子	0a	绳子
4191	Chengdu	rope	绳子	0a	绳子
4192	Zhanping	rope	索（仔）	1	索B
4193	Zhanping	rope	索（仔）	1a	索子
4194	Shanghai	rope	绳子	0a	绳子
4195	Shanghai_B	rope	绳子	0a	绳子
4196	Xiamen	rope	索	1	索
4197	Xiamen	rope	索 a51	1c	索A
4198	Anyi	rope	绳嘚	0b	绳嘚
4199	Beijing	rope	绳子	0a	绳子
4200	Beijing	rope	绳儿	0c	绳儿
4201	Wenzhou	rope	绳	0	绳
4202	Taibei	rope	soh32索	1	索
4203	Wuhan	rope	绳子	0a	绳子
4204	Wuhan	rope	索子(粗的)	1a	索子
4205	Taiyuan	rope	绳子	0a	绳子
4206	Yuci	rope	绳子	0a	绳子
4207	Changsha	rope	绳子	0a	绳子
4208	Changsha	rope	索子(粗的)	1a	索子
4209	Shuangfeng	rope	绳子	0a	绳子
4210	Shuangfeng	rope	索子(粗的)	1a	索子
#
4211	Guangzhou	rotten	霉	2	霉
4212	Guangzhou	rotten	烂	1	烂
4213	Suzhou	rotten	烂	1	烂
4214	Meixian	rotten	殁	3	殁
4215	Nanchang	rotten	腌（肉）、烂（菜叶）、臭（其他，诸如死猫死狗等）	4	烂
4216	Fuzhou	rotten	腐\mu	6	腐
4217	Fuzhou	rotten	7	8	A
4218	Ningxia	rotten	烂	1	烂
4219	Lianchang	rotten	烂	1	烂
4220	Ningbo	rotten	腐烂	{61}	腐烂
4221	Yingshan	rotten	烂	1	烂
4222	Chengdu	rotten	烂	1	烂
4223	Zhanping	rotten	烂	1	烂
4224	Shanghai	rotten	烂	1	烂
4225	Shanghai_B	rotten	烂	1	烂
4226	Xiamen	rotten	烂	1	烂
4227	Anyi	rotten	烂	1	烂
4228	Beijing	rotten	烂	1	烂
4229	Wenzhou	rotten	烂	1	烂
4230	Taibei	rotten	nuaN爛	1	爛
4231	Wuhan	rotten	烂	1	烂
4232	Taiyuan	rotten	烂	1	烂
4233	Yuci	rotten	烂	1	烂
4234	Changsha	rotten	腐烂	{61}	腐烂
4235	Shuangfeng	rotten	烂果咧	1ab	烂果咧
#
1763	Guangzhou	round	圆	0	圆
1764	Suzhou	round	圆	0	圆
1765	Meixian	round	圆	0	圆
1766	Nanchang	round	圆	0	圆
1767	Fuzhou	round	圆	0	圆
1768	Ningxia	round	圆	0	圆
1769	Lianchang	round	圆	0	圆
1770	Ningbo	round	圆	0	圆
1771	Yingshan	round	团	0	圆
1772	Chengdu	round	圆	0	圆
1773	Zhanping	round	圆	0	圆
1774	Shanghai	round	圆	0	圆
1775	Shanghai_B	round	圆	0	圆
1776	Xiamen	round	圆	0	圆
1777	Anyi	round	圆	0	圆
1778	Beijing	round	圆	0	圆
1779	Wenzhou	round	圆	0	圆
1780	Taibei	round	iN13圓	0	圆
1781	Wuhan	round	圆	0	圆
1782	Wuhan	round	团	1	团
1783	Taiyuan	round	圆	0	圆
1784	Yuci	round	圆	0	圆
1785	Changsha	round	圆	0	圆
1786	Shuangfeng	round	栾*	2	栾
#
4236	Guangzhou	rub	擦	2	擦
4237	Guangzhou	rub	抹	1	抹
4238	Guangzhou	rub	捽	3	捽
4239	Suzhou	rub	揩	4	揩
4240	Meixian	rub	[]tshut5	11	AB
4241	Nanchang	rub	揩	4	揩
4242	Nanchang	rub	抹	1	抹
4243	Nanchang	rub	擦	2	擦
4244	Fuzhou	rub	拭	0	拭
4245	Fuzhou	rub	[]kang31	10	CD
4246	Ningxia	rub	擦	2	擦
4247	Lianchang	rub	捽	3	捽
4248	Lianchang	rub	拭[一般的擦为“捽”[tshai?8]，用抹布擦为“拭”[trhi>ee7]。另外，连城话也说“擦”[tshuee7]，通常是被动的情况，或者是新式说法，如“擦黑板”。]	0	拭
4249	Ningbo	rub	揩	4	揩
4250	Yingshan	rub	之*[使劲]	5	之
4251	Yingshan	rub	揩[擦掉水]	4	揩
4252	Yingshan	rub	抹	1	抹
4253	Yingshan	rub	搌	6	搌
4254	Chengdu	rub	揩	4	揩
4255	Chengdu	rub	抹	1	抹
4256	Zhanping	rub	lu2	9	E
4257	Shanghai	rub	擦[kha51]	2	擦
4258	Shanghai_B	rub	擦[kha51]	2	擦
4259	Xiamen	rub	拭	0	拭
4260	Xiamen	rub	擦	2	擦
4261	Anyi	rub	抹	1	抹
4262	Beijing	rub	擦	2	擦
4263	Beijing	rub	抹	1	抹
4264	Wenzhou	rub	擦	2	擦
4265	Wenzhou	rub	缴	8	缴
4266	Taibei	rub	tshit32拭	0	拭
4267	Wuhan	rub	之*	5	之
4268	Wuhan	rub	揩	4	揩
4269	Wuhan	rub	抹	1	抹
4270	Wuhan	rub	搌	6	搌
4271	Taiyuan	rub	揩	4	揩
4272	Taiyuan	rub	擦	2	擦
4273	Yuci	rub	抹	1	抹
4274	Changsha	rub	凑*	7	凑
4275	Changsha	rub	抹	1	抹
4276	Changsha	rub	揩	4	揩
4277	Shuangfeng	rub	揩	4	揩
4278	Shuangfeng	rub	抹	1	抹
#
4279	Guangzhou	salt	盐	0	盐
4280	Suzhou	salt	盐	0	盐
4281	Meixian	salt	盐	0	盐
4282	Nanchang	salt	盐	0	盐
4283	Fuzhou	salt	盐	0	盐
4284	Ningxia	salt	盐	0	盐
4285	Lianchang	salt	盐	0	盐
4286	Ningbo	salt	盐	0	盐
4287	Yingshan	salt	盐	0	盐
4288	Chengdu	salt	盐	0	盐
4289	Zhanping	salt	盐	0	盐
4290	Shanghai	salt	盐	0	盐
4291	Shanghai_B	salt	盐	0	盐
4292	Xiamen	salt	盐	0	盐
4293	Anyi	salt	盐	0	盐
4294	Beijing	salt	盐	0	盐
4295	Wenzhou	salt	盐	0	盐
4296	Taibei	salt	iam13鹽	0	盐
4297	Wuhan	salt	盐	0	盐
4298	Taiyuan	salt	[咸]盐	0	盐
4299	Taiyuan	salt	[咸]盐	a0	咸盐
4300	Yuci	salt	[咸]盐	0	盐
4301	Yuci	salt	[咸]盐	a0	咸盐
4302	Changsha	salt	盐	0	盐
4303	Shuangfeng	salt	盐	0	盐
#
1787	Guangzhou	sand	沙	0	沙
1788	Suzhou	sand	沙	0	沙
1789	Meixian	sand	沙子	0a	沙子
1790	Nanchang	sand	沙子	0a	沙子
1791	Fuzhou	sand	沙	0	沙
1792	Ningxia	sand	沙子	0a	沙子
1793	Lianchang	sand	沙子	0a	沙子
1794	Ningbo	sand	沙	0	沙
1795	Yingshan	sand	沙	0	沙
1796	Chengdu	sand	沙	0	沙
1797	Zhanping	sand	沙	0	沙
1798	Shanghai	sand	沙子	0a	沙子
1799	Shanghai_B	sand	沙	0	沙
1800	Shanghai_B	sand	沙泥	0b	沙泥
1801	Xiamen	sand	沙	0	沙
1802	Anyi	sand	沙	0	沙
1803	Anyi	sand	沙子	0a	沙子
1804	Beijing	sand	沙	0	沙
1805	Beijing	sand	沙子	0a	沙子
1806	Wenzhou	sand	沙	0	沙
1807	Taibei	sand	sua44沙	0	沙
1808	Wuhan	sand	沙	0	沙
1809	Taiyuan	sand	沙子	0a	沙子
1810	Yuci	sand	沙子	0a	沙子
1811	Changsha	sand	沙子	0a	沙子
1812	Changsha	sand	沙婆	0c	沙婆
1813	Shuangfeng	sand	沙子	0a	沙子
#
1814	Guangzhou	say	讲	1	讲
1815	Guangzhou	say	话	2	话
1816	Suzhou	say	说	3	说
1817	Suzhou	say	讲	1	讲
1818	Meixian	say	讲	1	讲
1819	Meixian	say	话	2	话
1820	Nanchang	say	话	2	话
1821	Fuzhou	say	讲	1	讲
1822	Ningxia	say	说	3	说
1823	Lianchang	say	话	2	话
1824	Ningbo	say	说	3	说
1825	Yingshan	say	说	3	说
1826	Chengdu	say	说	3	说
1827	Zhanping	say	讲	1	讲
1828	Shanghai	say	讲	1	讲
1829	Shanghai_B	say	讲	1	讲
1830	Xiamen	say	讲	1	讲
1831	Anyi	say	话	2	话
1832	Beijing	say	说	3	说
1833	Wenzhou	say	讲	1	讲
1834	Taibei	say	kong53講	1	讲
1835	Wuhan	say	说	3	说
1836	Taiyuan	say	说	3	说
1837	Yuci	say	说	3	说
1838	Changsha	say	讲	1	讲
1839	Shuangfeng	say	话	1	讲
1840	Shuangfeng	say	讲	2	话
#
4304	Guangzhou	scratch	抓	1	抓
4305	Guangzhou	scratch	揦	2	揦
4306	Suzhou	scratch	抓（ÚtsQ）	1	抓
4307	Meixian	scratch	ia31	13	E
4308	Meixian	scratch	khia1	14	F
4309	Nanchang	scratch	[]tsE42	12	G
4310	Fuzhou	scratch	抓	1	抓
4311	Ningxia	scratch	抓	1	抓
4312	Lianchang	scratch	资*	11	D
4313	Ningbo	scratch	da35	10	A
4314	Yingshan	scratch	抓	1	抓
4315	Chengdu	scratch	抓	1	抓
4316	Zhanping	scratch	掠	8	掠
4317	Shanghai	scratch	*剌[la35]	2	揦
4318	Shanghai_B	scratch	[]tso+51	9	B
4319	Xiamen	scratch	掠[zhou:320	8	掠
4320	Anyi	scratch	搲	7	搲
4321	Beijing	scratch	抓	1	抓
4322	Wenzhou	scratch	爬	6	爬
4323	Taibei	scratch	liau31	15	C
4324	Taibei	scratch	dziau31抓	1	抓
4325	Wuhan	scratch	抠	3	抠
4326	Taiyuan	scratch	抓	1	抓
4327	Taiyuan	scratch	挠	4	挠
4328	Yuci	scratch	抓	1	抓
4329	Yuci	scratch	扣	3	抠
4330	Changsha	scratch	抓	1	抓
4331	Shuangfeng	scratch	卓*	5	卓
#
4332	Guangzhou	sea	海	0	海
4333	Suzhou	sea	海	0	海
4334	Meixian	sea	海	0	海
4335	Nanchang	sea	海	0	海
4336	Fuzhou	sea	海	0	海
4337	Ningxia	sea	海	0	海
4338	Lianchang	sea	海	0	海
4339	Ningbo	sea	海	0	海
4340	Yingshan	sea	海	0	海
4341	Chengdu	sea	海	0	海
4342	Zhanping	sea	海	0	海
4343	Shanghai	sea	海	0	海
4344	Shanghai_B	sea	海	0	海
4345	Xiamen	sea	海	0	海
4346	Anyi	sea	海	0	海
4347	Beijing	sea	海	0	海
4348	Wenzhou	sea	海	0	海
4349	Taibei	sea	hai53海	0	海
4350	Wuhan	sea	海	0	海
4351	Taiyuan	sea	海	0	海
4352	Yuci	sea	海	0	海
4353	Changsha	sea	海	0	海
4354	Shuangfeng	sea	海	0	海
#
1841	Guangzhou	see	睇	3	睇
1842	Suzhou	see	看	1	看
1843	Suzhou	see	望	4	望
1844	Meixian	see	看	1	看
1845	Nanchang	see	看、望、妻*（于近处仔细的看）	1	看
1846	Fuzhou	see	看	1	看
1847	Fuzhou	see	觑	6	觑
1848	Ningxia	see	看、	1	看
1849	Lianchang	see	“□”[njia5]	7	A
1850	Ningbo	see	看	1	看
1851	Yingshan	see	看到	1a	看到
1852	Chengdu	see	看	1	看
1853	Zhanping	see	看	1	看
1854	Shanghai	see	看到	1a	看到
1855	Shanghai_B	see	看见	1b	看见
1856	Shanghai_B	see	看到（指能力）	1a	看到
1857	Xiamen	see	看	1	看
1858	Anyi	see	看	1	看
1859	Beijing	see	看	1	看
1860	Beijing	see	瞧	8	瞧
1861	Beijing	see	瞅	9	瞅
1862	Beijing	see	目娄（lou1）	10	B
1863	Wenzhou	see	“朿-见”[tsh5]（郊区同，如果是觑，郊区则要读[tsh 5]才合）	11	朿见
1864	Taibei	see	khuaN31看	1	看
1865	Wuhan	see	看	1	看
1866	Wuhan	see	sau	12	C
1867	Wuhan	see	瞄	13	瞄
1868	Taiyuan	see	看	1	看
1869	Taiyuan	see	瞭	14	瞭
1870	Yuci	see	照看	15	照看
1871	Yuci	see	看	1	看
1872	Changsha	see	看	1	看
1873	Shuangfeng	see	看	1	看
1874	Shuangfeng	see	相	2	相
#
1875	Guangzhou	seed	种	0	种
1876	Suzhou	seed	种子	0a	种子
1877	Meixian	seed	种	0	种
1878	Nanchang	seed	籽	1	籽
1879	Fuzhou	seed	种\籽\种籽	0	种
1880	Ningxia	seed	种子	0a	种子
1881	Lianchang	seed	种	0	种
1882	Ningbo	seed	种子	0a	种子
1883	Yingshan	seed	种	0	种
1884	Chengdu	seed	种子	0a	种子
1885	Zhanping	seed	种	0	种
1886	Shanghai	seed	种子	0a	种子
1887	Shanghai_B	seed	种子	0a	种子
1888	Xiamen	seed	种子	0a	种子
1889	Xiamen	seed	籽	1	籽
1890	Anyi	seed	种	0	种
1891	Beijing	seed	种子	0a	种子
1892	Wenzhou	seed	种子	0a	种子
1893	Taibei	seed	tsing53種	0	种
1894	Wuhan	seed	种子	0a	种子
1895	Taiyuan	seed	种子	0a	种子
1896	Yuci	seed	种子	0a	种子
1897	Changsha	seed	种子	0a	种子
1898	Shuangfeng	seed	种子	0a	种子
#
4355	Guangzhou	sew	联	1	连
4356	Guangzhou	sew	缝	0	缝
4357	Suzhou	sew	Ûl«n	10	A
4358	Meixian	sew	缝	0	缝
4359	Nanchang	sew	连	1	连
4360	Fuzhou	sew	绽	9	绽
4361	Ningxia	sew	缝	0	缝
4362	Lianchang	sew	连	1	连
4363	Ningbo	sew	绕*	8	绕
4364	Yingshan	sew	连*	1	连
4365	Chengdu	sew	缝	0	缝
4366	Zhanping	sew	thn5	7	A
4367	Shanghai	sew	缝	0	缝
4368	Shanghai_B	sew	缝	0	缝
4369	Xiamen	sew	繵[zhou:321]	5	D
4370	Xiamen	sew	纺	6	纺
4371	Anyi	sew	联	1	连
4372	Beijing	sew	缝儿	0a	缝儿
4373	Wenzhou	sew	缝	{04}	缝
4374	Taibei	sew	thiŋɜɜ[糸旦]	3	A
4375	Wuhan	sew	缝	0	缝
4376	Taiyuan	sew	缝	0	缝
4377	Yuci	sew	缝	0	缝
4378	Changsha	sew	缝	0	缝
4379	Shuangfeng	sew	赞*起来	2	赞起来
#
4380	Guangzhou	sharp	尖	1	尖
4381	Guangzhou	sharp	利	2	利
4382	Suzhou	sharp	尖	1	尖
4383	Meixian	sharp	利	2	利
4384	Nanchang	sharp	尖	1	尖
4385	Fuzhou	sharp	尖	1	尖
4386	Ningxia	sharp	尖	1	尖
4387	Lianchang	sharp	尖	1	尖
4388	Ningbo	sharp	尖	1	尖
4389	Yingshan	sharp	尖	1	尖
4390	Chengdu	sharp	尖	1	尖
4391	Zhanping	sharp	尖	1	尖
4392	Shanghai	sharp	尖	1	尖
4393	Shanghai_B	sharp	尖	1	尖
4394	Xiamen	sharp	尖[zhou:288]	1	尖
4395	Anyi	sharp	尖	1	尖
4396	Beijing	sharp	尖儿	1a	尖儿
4397	Wenzhou	sharp	尖	1	尖
4398	Taibei	sharp	tsiam44尖	1	尖
4399	Wuhan	sharp	尖	1	尖
4400	Taiyuan	sharp	尖	1	尖
4401	Yuci	sharp	尖	1	尖
4402	Changsha	sharp	尖	1	尖
4403	Shuangfeng	sharp	尖	1	尖
#
4404	Guangzhou	short	短	0	短
4405	Suzhou	short	短	0	短
4406	Meixian	short	短	0	短
4407	Nanchang	short	短	0	短
4408	Fuzhou	short	短	0	短
4409	Ningxia	short	短	0	短
4410	Lianchang	short	短	0	短
4411	Ningbo	short	短	0	短
4412	Yingshan	short	短	0	短
4413	Chengdu	short	短	0	短
4414	Zhanping	short	短	0	短
4415	Shanghai	short	短	0	短
4416	Shanghai_B	short	短	0	短
4417	Xiamen	short	短	0	短
4418	Anyi	short	儜(nang2)	1	儜
4419	Beijing	short	短	0	短
4420	Wenzhou	short	短	0	短
4421	Taibei	short	te53短	0	短
4422	Wuhan	short	短	0	短
4423	Taiyuan	short	短	0	短
4424	Yuci	short	短	0	短
4425	Changsha	short	短	0	短
4426	Shuangfeng	short	短	0	短
#
4427	Guangzhou	sing	唱	1	唱
4428	Suzhou	sing	唱	1	唱
4429	Meixian	sing	唱	1	唱
4430	Nanchang	sing	唱	1	唱
4431	Fuzhou	sing	唱	1	唱
4432	Ningxia	sing	唱	1	唱
4433	Lianchang	sing	唱	1	唱
4434	Ningbo	sing	唱	1	唱
4435	Yingshan	sing	唱	1	唱
4436	Chengdu	sing	唱	1	唱
4437	Zhanping	sing	唱	1	唱
4438	Shanghai	sing	唱	1	唱
4439	Shanghai_B	sing	唱	1	唱
4440	Xiamen	sing	唱	1	唱
4441	Anyi	sing	唱	1	唱
4442	Beijing	sing	唱	1	唱
4443	Wenzhou	sing	唱	1	唱
4444	Taibei	sing	tsiuN31唱	1	唱
4445	Wuhan	sing	唱	1	唱
4446	Taiyuan	sing	唱	1	唱
4447	Yuci	sing	唱	1	唱
4448	Changsha	sing	唱	1	唱
4449	Shuangfeng	sing	唱	1	唱
#
1899	Guangzhou	sit	坐	0	坐
1900	Suzhou	sit	坐	0	坐
1901	Meixian	sit	坐	0	坐
1902	Nanchang	sit	坐	0	坐
1903	Fuzhou	sit	坐	0	坐
1904	Ningxia	sit	坐	0	坐
1905	Lianchang	sit	坐	0	坐
1906	Ningbo	sit	坐	0	坐
1907	Yingshan	sit	坐	0	坐
1908	Chengdu	sit	坐	0	坐
1909	Zhanping	sit	坐	0	坐
1910	Shanghai	sit	坐	0	坐
1911	Shanghai_B	sit	坐	0	坐
1912	Xiamen	sit	坐	0	坐
1913	Anyi	sit	坐	0	坐
1914	Beijing	sit	坐	0	坐
1915	Wenzhou	sit	坐	0	坐
1916	Taibei	sit	tse33坐	0	坐
1917	Wuhan	sit	坐	0	坐
1918	Taiyuan	sit	坐	0	坐
1919	Yuci	sit	坐	0	坐
1920	Changsha	sit	坐	0	坐
1921	Shuangfeng	sit	坐	0	坐
#
1922	Guangzhou	skin	皮	0	皮
1923	Suzhou	skin	皮肤	{01}	皮肤
1924	Meixian	skin	皮	0	皮
1925	Nanchang	skin	皮	0	皮
1926	Fuzhou	skin	皮肤	{01}	皮肤
1927	Ningxia	skin	皮	0	皮
1928	Lianchang	skin	皮	0	皮
1929	Ningbo	skin	皮肤	{01}	皮肤
1930	Yingshan	skin	皮	0	皮
1931	Chengdu	skin	皮肤	{01}	皮肤
1932	Zhanping	skin	皮	0	皮
1933	Shanghai	skin	皮	0	皮
1934	Shanghai_B	skin	皮	0	皮
1935	Xiamen	skin	皮	0	皮
1936	Anyi	skin	皮	0	皮
1937	Beijing	skin	皮	0	皮
1938	Beijing	skin	皮儿	0a	皮儿
1939	Wenzhou	skin	皮肤	{01}	皮肤
1940	Taibei	skin	pue13皮	0	皮
1941	Wuhan	skin	皮肤	{01}	皮肤
1942	Taiyuan	skin	皮	0	皮
1943	Yuci	skin	皮	0	皮
1944	Changsha	skin	皮	0	皮
1945	Shuangfeng	skin	皮	0	皮
#
4450	Guangzhou	sky	天	0	天
4451	Suzhou	sky	天	0	天
4452	Meixian	sky	天	0	天
4453	Nanchang	sky	天	0	天
4454	Fuzhou	sky	天	0	天
4455	Ningxia	sky	天	0	天
4456	Lianchang	sky	天	0	天
4457	Ningbo	sky	天空	0a	天空
4458	Yingshan	sky	天	0	天
4459	Chengdu	sky	天	0	天
4460	Zhanping	sky	天	0	天
4461	Shanghai	sky	天	0	天
4462	Shanghai_B	sky	天	0	天
4463	Xiamen	sky	天[zhou:285]	0	天
4464	Anyi	sky	天	0	天
4465	Beijing	sky	天儿	0b	天儿
4466	Wenzhou	sky	天	0	天
4467	Taibei	sky	thiN44  天	0	天
4468	Wuhan	sky	天	0	天
4469	Taiyuan	sky	天	0	天
4470	Yuci	sky	天	0	天
4471	Changsha	sky	天空	0a	天空
4472	Shuangfeng	sky	天高*脑*	0c	天高脑
#
1946	Guangzhou	sleep	睏 ̆觉͡	2[1->2]	睏觉͡
1947	Suzhou	sleep	睏觉	2	睏觉
1948	Meixian	sleep	睡目	7	睡目
1949	Nanchang	sleep	睏觉	2	睏觉
1950	Fuzhou	sleep	睏	1	睏
1951	Ningxia	sleep	睡	4	睡
1952	Lianchang	sleep	睡	4	睡
1953	Ningbo	sleep	睏	1	睏
1954	Yingshan	sleep	睡	4	睡
1955	Chengdu	sleep	睡	4	睡
1956	Zhanping	sleep	睏	1	睏
1957	Shanghai	sleep	睏觉	2	睏觉
1958	Shanghai_B	sleep	睏觉	2	睏觉
1959	Xiamen	sleep	睏	1	睏
1960	Anyi	sleep	睏觉	2	睏觉
1961	Beijing	sleep	睡	4	睡
1962	Wenzhou	sleep	睏	1	睏
1963	Taibei	sleep	khun31睏	1	睏
1964	Wuhan	sleep	睡磕睡	6	睡磕睡
1965	Taiyuan	sleep	睡觉	5	睡觉
1966	Yuci	sleep	睡觉	5	睡觉
1967	Yuci	sleep	睡	4	睡
1968	Changsha	sleep	困	1	睏
1969	Shuangfeng	sleep	睏眼闭	3	睏眼闭
1970	Shuangfeng	sleep	睏觉	2	睏觉
#
1971	Guangzhou	small	细	1	细
1972	Suzhou	small	小	0	小
1973	Meixian	small	细	1	细
1974	Nanchang	small	小	0	小
1975	Nanchang	small	细	1	细
1976	Fuzhou	small	嫩	4	嫩
1977	Fuzhou	small	细	1	细
1978	Ningxia	small	小	0	小
1979	Lianchang	small	细	1	细
1980	Ningbo	small	小	0	小
1981	Yingshan	small	小	0	小
1982	Chengdu	small	小	0	小
1983	Zhanping	small	细	1	细
1984	Zhanping	small	me~5	3	A
1985	Shanghai	small	小	0	小
1986	Shanghai_B	small	小	0	小
1987	Xiamen	small	细	0	细
1988	Xiamen	small	小	1	细
1989	Anyi	small	細	1	细
1990	Beijing	small	小	0	小
1991	Wenzhou	small	琐	2	琐
1992	Taibei	small	se31細	1	细
1993	Wuhan	small	小	0	小
1994	Taiyuan	small	小	0	小
1995	Yuci	small	小	0	小
1996	Changsha	small	细	0	小
1997	Changsha	small	小	1	细
1998	Shuangfeng	small	细	1	细
#
4473	Guangzhou	smell	闻	1	闻
4474	Suzhou	smell	闻	1	闻
4475	Meixian	smell	鼻	2	鼻
4476	Nanchang	smell	嗅	0	嗅
4477	Fuzhou	smell	鼻	2	鼻
4478	Ningxia	smell	闻	1	闻
4479	Lianchang	smell	鼻	2	鼻
4480	Ningbo	smell	嗅	0	嗅
4481	Yingshan	smell	闻	1	闻
4482	Chengdu	smell	闻	1	闻
4483	Zhanping	smell	鼻：phi1	2	鼻
4484	Shanghai	smell	闻	1	闻
4485	Shanghai_B	smell	闻	1	闻
4486	Xiamen	smell	鼻	2	鼻
4487	Anyi	smell	嗅	0	嗅
4488	Beijing	smell	闻	1	闻
4489	Wenzhou	smell	嗅	0	嗅
4490	Wenzhou	smell	听（远闻）	3	听
4491	Taibei	smell	phiN33鼻	2	鼻
4492	Wuhan	smell	闻	1	闻
4493	Taiyuan	smell	闻	1	闻
4494	Yuci	smell	闻	1	闻
4495	Changsha	smell	闻	1	闻
4496	Shuangfeng	smell	嗅	0	嗅
#
1999	Guangzhou	smoke	烟	0	烟
2000	Suzhou	smoke	烟	0	烟
2001	Meixian	smoke	烟	0	烟
2002	Nanchang	smoke	烟	0	烟
2003	Fuzhou	smoke	烟	0	烟
2004	Ningxia	smoke	烟	0	烟
2005	Lianchang	smoke	烟	0	烟
2006	Ningbo	smoke	烟	0	烟
2007	Yingshan	smoke	烟子	0a	烟子
2008	Chengdu	smoke	烟	0	烟
2009	Zhanping	smoke	熏	1	熏
2010	Shanghai	smoke	烟	0	烟
2011	Shanghai_B	smoke	烟	0	烟
2012	Xiamen	smoke	薰	1	熏
2013	Anyi	smoke	烟	0	烟
2014	Beijing	smoke	烟	0	烟
2015	Wenzhou	smoke	烟	0	烟
2016	Taibei	smoke	ien44烟	0	烟
2017	Wuhan	smoke	烟	0	烟
2018	Taiyuan	smoke	烟	0	烟
2019	Yuci	smoke	烟	0	烟
2020	Changsha	smoke	烟	0	烟
2021	Shuangfeng	smoke	烟	0	烟
#
4497	Guangzhou	smooth	平	0	平
4498	Suzhou	smooth	平	0	平
4499	Meixian	smooth	平	0	平
4500	Nanchang	smooth	平	0	平
4501	Fuzhou	smooth	平	0	平
4502	Ningxia	smooth	平	0	平
4503	Lianchang	smooth	平	0	平
4504	Ningbo	smooth	平	0	平
4505	Yingshan	smooth	平	0	平
4506	Chengdu	smooth	平	0	平
4507	Zhanping	smooth	平	0	平
4508	Shanghai	smooth	平	0	平
4509	Shanghai_B	smooth	平	0	平
4510	Xiamen	smooth	平	0	平
4511	Anyi	smooth	平	0	平
4512	Beijing	smooth	平	0	平
4513	Wenzhou	smooth	平	0	平
4514	Taibei	smooth	piN13平	0	平
4515	Wuhan	smooth	平	0	平
4516	Taiyuan	smooth	平	0	平
4517	Yuci	smooth	平	0	平
4518	Changsha	smooth	平	0	平
4519	Shuangfeng	smooth	平	0	平
#
4520	Guangzhou	snake	蛇	0	蛇
4521	Suzhou	snake	蛇	0	蛇
4522	Meixian	snake	蛇哥	0a	蛇哥
4523	Nanchang	snake	蛇	0	蛇
4524	Fuzhou	snake	老蛇	b0	老蛇
4525	Ningxia	snake	蛇	0	蛇
4526	Lianchang	snake	蛇	0	蛇
4527	Ningbo	snake	蛇	0	蛇
4528	Yingshan	snake	长虫	1	长虫
4529	Chengdu	snake	蛇	0	蛇
4530	Zhanping	snake	蛇	0	蛇
4531	Shanghai	snake	蛇	0	蛇
4532	Shanghai_B	snake	蛇	0	蛇
4533	Xiamen	snake	蛇	0	蛇
4534	Anyi	snake	蛇	0	蛇
4535	Beijing	snake	长虫	1	长虫
4536	Wenzhou	snake	蛇	0	蛇
4537	Taibei	snake	tsua13蛇	0	蛇
4538	Wuhan	snake	蛇	0	蛇
